"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"46909","52435","22","6000.00","0",".00","15","1145.00","0",".00","37","7145.00",".00",".00",".00","5500.00","5500.00",".00","34000.00","34000.00",".00","34000.00","","{5D6AE86A-9E8C-1294-1B7F-D476717E6AEA}"
"46911","52437","12","4906.21","0",".00","6","290.00","0",".00","18","5196.21",".00",".00",".00","4188.68","4188.68",".00",".00",".00",".00",".00","","{59F0D346-4931-4760-E9BE-115AA18148EE}"
"46912","52438","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{18B1D233-DF70-0A9F-59BF-36BBC40A47F6}"
"46913","52439","17","7450.85","2","796.71","23","1773.00","0",".00","42","10020.56",".00","796.71",".00","7552.77","8349.48","34000.00",".00","34000.00",".00","34000.00","","{6EEEB0EA-B911-93EE-C0C6-4139FEF3FA8E}"
"46914","52440","9","1975.00","0",".00","12","860.00","0",".00","21","2835.00",".00",".00",".00","3025.48","3025.48",".00",".00",".00",".00",".00","","{F79F2C00-0B0F-3722-96CF-E7A31069E5DF}"
"46915","52441","127","8785.99","0",".00","9","520.00","0",".00","136","9305.99",".00",".00",".00","36089.17","36089.17",".00",".00",".00",".00",".00","","{7063E609-6398-4DF9-30EE-A7FE1C2276D9}"
"46916","52442","49","5736.66","0",".00","78","3618.37","0",".00","127","9355.03",".00",".00",".00","879.73","879.73",".00",".00",".00",".00",".00","","{1EA9D19D-6BBF-979D-6289-F0F31DD375A7}"
"46917","52443","118","10759.99","0",".00","19","460.00","0",".00","137","11219.99",".00",".00",".00","1306.82","1306.82",".00",".00",".00",".00",".00","","{E1184AEF-9AA8-10C5-ADD3-E115CC65E5C2}"
"46919","52445","134","9584.99","0",".00","5","250.00","0",".00","139","9834.99","23.19",".00",".00","1428.08","1428.08",".00",".00",".00",".00",".00","","{7E75DFEC-A25D-D585-2C99-E9D2524C1F98}"
"46920","52446","125","8860.99","0",".00","8","320.00","0",".00","133","9180.99","9.56",".00",".00","15414.28","15414.28",".00",".00",".00",".00",".00","","{BE18F87A-34A8-5E3A-3453-3DA81FF6DA1E}"
