"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"48574","52435",".00","7145.00",".00","34000.00","41145.00","41145.00","5500.00",".00",".00","5500.00","35645.00","34000.00",".00",".00","41145.00","41145.00","41145.00",".00","5500.00","5500.00","35645.00","","{5D6AE86A-9E8C-1294-1B7F-D476717E6AEA}"
"48576","52437",".00","5196.21",".00",".00","5196.21","5196.21","4188.68",".00",".00","4188.68","1007.53",".00",".00",".00","5196.21","5196.21","5196.21",".00","4188.68","4188.68","1007.53","","{59F0D346-4931-4760-E9BE-115AA18148EE}"
"48577","52438","1007.53",".00",".00",".00",".00","1007.53",".00",".00",".00",".00","1007.53",".00",".00","5196.21",".00","5196.21","5196.21","4188.68",".00","4188.68","1007.53","","{18B1D233-DF70-0A9F-59BF-36BBC40A47F6}"
"48578","52439","35645.00","10020.56",".00",".00","10020.56","45665.56","8349.48",".00",".00","8349.48","37316.08","34000.00",".00","41145.00","10020.56","51165.56","51165.56","5500.00","8349.48","13849.48","37316.08","","{6EEEB0EA-B911-93EE-C0C6-4139FEF3FA8E}"
"48579","52440","196.15","2835.00",".00",".00","2835.00","3031.15","3025.48",".00",".00","3025.48","5.67",".00",".00","3801.35","2835.00","6636.35","6636.35","3605.20","3025.48","6630.68","5.67","","{F79F2C00-0B0F-3722-96CF-E7A31069E5DF}"
"48580","52441","150515.87","9305.99",".00",".00","9305.99","159821.86","36089.17",".00",".00","36089.17","123732.69",".00","127513.02","29258.51","9305.99","38564.50","166077.52","6255.66","36089.17","42344.83","123732.69","","{7063E609-6398-4DF9-30EE-A7FE1C2276D9}"
"48581","52442","123732.69","9355.03",".00",".00","9355.03","133087.72","879.73",".00",".00","879.73","132207.99",".00","123732.69",".00","9355.03","9355.03","133087.72",".00","879.73","879.73","132207.99","","{1EA9D19D-6BBF-979D-6289-F0F31DD375A7}"
"48582","52443","132207.99","11219.99",".00",".00","11219.99","143427.98","1306.82",".00",".00","1306.82","142121.16",".00","123732.69","9355.03","11219.99","20575.02","144307.71","879.73","1306.82","2186.55","142121.16","","{E1184AEF-9AA8-10C5-ADD3-E115CC65E5C2}"
"48584","52445","142121.16","9834.99","23.19",".00","9858.18","151979.34","1428.08",".00",".00","1428.08","150551.26",".00","123732.69","20575.02","9858.18","30433.20","154165.89","2186.55","1428.08","3614.63","150551.26","","{7E75DFEC-A25D-D585-2C99-E9D2524C1F98}"
"48585","52446","150551.26","9180.99","9.56",".00","9190.55","159741.81","15414.28",".00",".00","15414.28","144327.53",".00","123732.69","30433.20","9190.55","39623.75","163356.44","3614.63","15414.28","19028.91","144327.53","","{BE18F87A-34A8-5E3A-3453-3DA81FF6DA1E}"
"48586","52447","6536.41","4896.00",".00",".00","4896.00","11432.41","987.48",".00",".00","987.48","10444.93",".00","6536.41",".00","4896.00","4896.00","11432.41",".00","987.48","987.48","10444.93","","{5595A734-01A5-B74D-123D-3341C3D09952}"
"48587","52448","8645.41","1705.00",".00",".00","1705.00","10350.41","752.19",".00",".00","752.19","9598.22",".00","6536.41","5842.00","1705.00","7547.00","14083.41","3733.00","752.19","4485.19","9598.22","","{88D3F193-3136-2E60-26EE-F0A618F4A9E4}"
"48589","52450","2087.01",".00",".00",".00",".00","2087.01",".00",".00",".00",".00","2087.01",".00","2087.01",".00",".00",".00","2087.01",".00",".00",".00","2087.01","","{8B271BC0-1A11-4248-30CF-401918A0AB16}"
"48594","52455","7002.48","4400.00",".00",".00","4400.00","11402.48",".00",".00",".00",".00","11402.48",".00",".00","26612.16","4400.00","31012.16","31012.16","19609.68",".00","19609.68","11402.48","","{673AF510-FEC8-DB6E-66FB-AE33A61AC13B}"
"48596","52457","500.00","850.00",".00",".00","850.00","1350.00","1090.40",".00",".00","1090.40","259.60",".00",".00","500.00","850.00","1350.00","1350.00",".00","1090.40","1090.40","259.60","","{31B785DD-3B47-D446-4DE2-C60794CF7F8D}"
"48597","52458","260.45","300.00",".00",".00","300.00","560.45","3.00",".00",".00","3.00","557.45",".00",".00","1818.93","300.00","2118.93","2118.93","1558.48","3.00","1561.48","557.45","","{5293228C-5BF4-7B85-0F38-DA5E2F244E5D}"
"48599","52462",".00","197306.75",".21","32000.00","229306.96","229306.96","166227.42",".00",".00","166227.42","63079.54","33433.33",".00",".00","229306.96","229306.96","229306.96",".00","166227.42","166227.42","63079.54","","{A8D4ACCC-9AD6-A9F3-2777-82E7A05117A1}"
"48602","52467",".00","520.00",".00",".00","520.00","520.00","219.00",".00",".00","219.00","301.00",".00",".00",".00","520.00","520.00","520.00",".00","219.00","219.00","301.00","","{49832F02-48C7-C296-506E-588C0B03135F}"
"48603","52468","63079.54","93643.56",".00",".00","93643.56","156723.10","92907.52",".00",".00","92907.52","63815.58","40626.07",".00","229306.96","93643.56","322950.52","322950.52","166227.42","92907.52","259134.94","63815.58","","{C59E8E88-28F8-7A48-294C-05AD211FAA8D}"
"48604","52469","41472.87","77098.92","149.99",".00","77248.91","118721.78","56226.09",".00",".00","56226.09","62495.69",".00","40402.13","25648.09","77248.91","102897.00","143299.13","24577.35","56226.09","80803.44","62495.69","","{2A8FCEE0-D62A-9855-0C6D-68D7EDA85E56}"
"48621","52492",".00","6745.00",".00","10000.00","16745.00","16745.00","6570.05","10000.00",".00","16570.05","174.95",".00",".00",".00","16745.00","16745.00","16745.00",".00","16570.05","16570.05","174.95","","{5D6AE86A-9E8C-1294-1B7F-D476717E6AEA}"
"48623","52494","174.95","10815.56",".00",".00","10815.56","10990.51","10062.48",".00",".00","10062.48","928.03",".00",".00","16745.00","10815.56","27560.56","27560.56","16570.05","10062.48","26632.53","928.03","","{6EEEB0EA-B911-93EE-C0C6-4139FEF3FA8E}"
"48629","52500","15722.19","74429.70",".00",".00","74429.70","90151.89","83962.43",".00",".00","83962.43","6189.46",".00","44421.68","2537088.35","74429.70","2611518.05","2655939.73","2565787.84","83962.43","2649750.27","6189.46","","{F329CF39-216C-2667-29FA-AA36B21E3AF3}"
"48641","52511","1213.57","99.45",".00",".00","99.45","1313.02","738.24",".00",".00","738.24","574.78",".00","898.30","315.27","99.45","414.72","1313.02",".00","738.24","738.24","574.78","","{FA3F6B17-9522-8787-ED52-060BB99AC25E}"
"48644","52514","180.22",".00",".00",".00",".00","180.22",".00",".00","180.22","180.22",".00",".00","905.56","5000.00",".00","5000.00","5905.56","5725.34","180.22","5905.56",".00","","{C5A9B074-1886-741F-398B-E6659257C1DD}"
"48657","52528",".00","26707.16",".00",".00","26707.16","26707.16","19489.93",".00",".00","19489.93","7217.23",".00",".00",".00","26707.16","26707.16","26707.16",".00","19489.93","19489.93","7217.23","","{BE9E3A23-6A47-F0A1-9887-11AAFBB180B2}"
"48658","52529","7217.23","4500.00",".00",".00","4500.00","11717.23",".00",".00",".00",".00","11717.23",".00",".00","26707.16","4500.00","31207.16","31207.16","19489.93",".00","19489.93","11717.23","","{673AF510-FEC8-DB6E-66FB-AE33A61AC13B}"
"48659","52530","11717.23","6350.00",".00",".00","6350.00","18067.23","9296.67",".00",".00","9296.67","8770.56",".00",".00","31207.16","6350.00","37557.16","37557.16","19489.93","9296.67","28786.60","8770.56","","{532993DF-B685-B5EF-09A3-950154A3A6EA}"
"48663","52534","8770.56","20175.00",".00",".00","20175.00","28945.56","21714.08",".00",".00","21714.08","7231.48",".00",".00","37557.16","20175.00","57732.16","57732.16","28786.60","21714.08","50500.68","7231.48","","{011D9BF0-ADDE-8D31-2212-35AF87E3FCD1}"
"48670","52541","102245.19","156016.60","811.45","680.06","157508.11","259753.30","231432.28","595.87",".00","232028.15","27725.15","10084.19",".00","1455437.92","157508.11","1612946.03","1612946.03","1353192.73","232028.15","1585220.88","27725.15","","{E6282477-6332-2DF9-1840-9053E29516AA}"
"48683","52554","144.85","261.82",".00",".00","261.82","406.67",".00","406.67",".00","406.67",".00",".00","144.85",".00","261.82","261.82","406.67",".00","406.67","406.67",".00","","{5E34ED68-7CC6-6B26-BECE-991094B05CCD}"
"48686","52557",".00","8146.90",".00",".00","8146.90","8146.90","6275.71",".00",".00","6275.71","1871.19",".00",".00",".00","8146.90","8146.90","8146.90",".00","6275.71","6275.71","1871.19","","{643CB66B-9A01-7411-0939-DF1AEB6A6779}"
"48695","52566","1871.19",".00",".00",".00",".00","1871.19",".00",".00",".00",".00","1871.19",".00",".00","8146.90",".00","8146.90","8146.90","6275.71",".00","6275.71","1871.19","","{1D1B74B0-82F5-2E84-BE5C-66BB1E22EF31}"
"48696","52567","1871.19",".00",".00",".00",".00","1871.19","8.00",".00",".00","8.00","1863.19",".00",".00","8146.90",".00","8146.90","8146.90","6275.71","8.00","6283.71","1863.19","","{62DF62EC-4A1D-01A7-8AC6-3285427E0890}"
"48701","52572","27725.15","6235.71",".00",".00","6235.71","33960.86","3269.59",".00",".00","3269.59","30691.27","10084.19",".00","1612946.03","6235.71","1619181.74","1619181.74","1585220.88","3269.59","1588490.47","30691.27","","{96A27C81-E537-7EE2-E43D-97475377B956}"
"48703","52574","30691.27","50.00","821.59",".00","871.59","31562.86","7370.81",".00",".00","7370.81","24192.05","10084.19","30691.27",".00","871.59","871.59","31562.86",".00","7370.81","7370.81","24192.05","","{E2593FB6-EA24-7A6A-7575-B246D112C38F}"
"48704","52575","24192.05","9182.00","980.00","5000.00","15162.00","39354.05","7852.11",".00",".00","7852.11","31501.94","15084.19","30691.27","871.59","15162.00","16033.59","46724.86","7370.81","7852.11","15222.92","31501.94","","{0868D557-118D-BD93-45CC-2F1AC3F91D93}"
"48712","52585","35117.97","3035.70",".00",".00","3035.70","38153.67",".00",".00",".00",".00","38153.67",".00","28468.09",".00","3035.70","3035.70","31503.79",".00",".00",".00","31503.79","","{21517A5C-8665-BD03-6FAB-CF6042017A0F}"
