"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"43881","47602","89058.97","28036.31",".00","4000.00","32036.31","121095.28","76799.78",".00",".00","76799.78","44295.50","4000.00",".00","209586.16","32036.31","241622.47","241622.47","120527.19","76799.78","197326.97","44295.50","","{98B4C8E0-31B9-E545-84AF-4983CE02147C}"
"43919","47655","10177.61","605.00",".00","29.00","634.00","10811.61","3991.45","292.00",".00","4283.45","6528.16","13117.80",".00","40908.30","634.00","41542.30","41542.30","30730.69","4283.45","35014.14","6528.16","","{D62E2B7C-FAA3-ECA0-A2F6-85C37462E920}"
"43923","47659","4439.25","370743.00","6282.11",".00","377025.11","381464.36","381464.36",".00",".00","381464.36",".00",".00",".00","38565763.33","377025.11","38942788.44","38942788.44","38561324.08","381464.36","38942788.44",".00","","{03FDF310-CA78-307D-9478-A370F321589A}"
"43924","47660","824.92","258.00",".00","1000.00","1258.00","2082.92","1751.93",".00",".00","1751.93","330.99","7500.00",".00","13376.72","1258.00","14634.72","14634.72","12551.80","1751.93","14303.73","330.99","","{B5058636-2322-8984-539B-84FEA7A003D5}"
"43954","47691","89058.97","28036.31",".00","4000.00","32036.31","121095.28","76857.92",".00",".00","76857.92","44237.36","4000.00",".00","209586.16","32036.31","241622.47","241622.47","120527.19","76857.92","197385.11","44237.36","","{98B4C8E0-31B9-E545-84AF-4983CE02147C}"
"43968","47708","91428.85","200540.26","100.00",".00","200640.26","292069.11","60685.79",".00",".00","60685.79","231383.32",".00","91428.85",".00","200640.26","200640.26","292069.11",".00","60685.79","60685.79","231383.32","","{9D5FF7EF-C8A1-00DB-0C12-8BEC686F9497}"
"43969","47709","231383.32","186346.96",".00",".00","186346.96","417730.28","39011.08",".00",".00","39011.08","378719.20",".00","91428.85","200640.26","186346.96","386987.22","478416.07","60685.79","39011.08","99696.87","378719.20","","{17E90191-E356-B3AA-8EBF-3F1661DDF816}"
"43985","47728","378719.20","225050.00",".00",".00","225050.00","603769.20","83623.94",".00",".00","83623.94","520145.26",".00","91428.85","386987.22","225050.00","612037.22","703466.07","99696.87","83623.94","183320.81","520145.26","","{5E6C7FD8-AE94-1132-F1C7-4086AA8DB9FA}"
"43988","47731","520145.26","255045.51",".00",".00","255045.51","775190.77","180222.38",".00",".00","180222.38","594968.39",".00","91428.85","612037.22","255045.51","867082.73","958511.58","183320.81","180222.38","363543.19","594968.39","","{0413121A-217B-AFF2-1124-11DE3C8EA0EF}"
"43993","47737","594968.39","244400.00",".00",".00","244400.00","839368.39","115559.51",".00",".00","115559.51","723808.88",".00","91428.85","867082.73","244400.00","1111482.73","1202911.58","363543.19","115559.51","479102.70","723808.88","","{02576975-5830-5978-FDC6-44569A5ED71B}"
