"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"69273","74417","564.91",".00",".00",".00",".00","564.91",".00",".00",".00",".00","564.91",".00","897.96",".00",".00",".00","897.96","333.05",".00","333.05","564.91","","{E812905C-7F03-E0E0-4AC7-D2EC19572B59}"
"141865","153426","897.96",".00",".00",".00",".00","897.96","332.28",".00",".00","332.28","565.68",".00","897.96",".00",".00",".00","897.96",".00","332.28","332.28","565.68","","{EDE0D59E-24A7-FACD-526C-E453994A6729}"
"143396","154935","126.01",".00",".00",".00",".00","126.01",".00","21.88","104.13","126.01",".00",".00","124.24","1.77",".00","1.77","126.01",".00","126.01","126.01",".00","","{DBD5C0ED-CD53-9A83-102B-EA0B5E183529}"
"143624","155171","2659.68","500.00",".00",".00","500.00","3159.68",".00",".00",".00",".00","3159.68","53.55","2859.68",".00","500.00","500.00","3359.68","200.00",".00","200.00","3159.68","","{5DA3D224-A32A-ED5E-98F1-AF63C6B7F9B6}"
"143628","155176","169.00","500.00",".00",".00","500.00","669.00","500.00",".00","169.00","669.00",".00",".00","169.00",".00","500.00","500.00","669.00",".00","669.00","669.00",".00","","{365B288C-09EC-E94A-FFAE-F982F6B9EEFD}"
"143631","155179","6917.77","1865.00",".00",".00","1865.00","8782.77","4676.04",".00",".00","4676.04","4106.73","373.04",".00","8202.94","1865.00","10067.94","10067.94","1285.17","4676.04","5961.21","4106.73","","{2CD1EC24-2FD5-4E29-1FA8-0DFCCCD481E2}"
"143636","155184","3888.26","225.00",".00",".00","225.00","4113.26",".00",".00",".00",".00","4113.26",".00","3253.26","635.00","225.00","860.00","4113.26",".00",".00",".00","4113.26","","{CF6E11D4-2286-9960-DB56-F381F14A0B8E}"
"143637","155185","4113.26","2200.00",".00",".00","2200.00","6313.26","53.74",".00",".00","53.74","6259.52",".00","3253.26","860.00","2200.00","3060.00","6313.26",".00","53.74","53.74","6259.52","","{EF30D38B-D4D4-99FB-4B86-3A9447507456}"
"143638","155186","6259.52","20.00",".00",".00","20.00","6279.52",".79",".00",".00",".79","6278.73",".00","3253.26","3060.00","20.00","3080.00","6333.26","53.74",".79","54.53","6278.73","","{ECC45BE7-E2FF-EC87-302F-EFAF038D2442}"
"143639","155187","2766.80",".00",".00",".00",".00","2766.80",".00",".00",".00",".00","2766.80",".00","2766.80",".00",".00",".00","2766.80",".00",".00",".00","2766.80","","{45FAFF5F-7FAB-EC07-D46F-0468689BEE2C}"
"143642","155190","89.80",".00",".00",".00",".00","89.80",".00",".00",".00",".00","89.80",".00",".00","2483.00",".00","2483.00","2483.00","2393.20",".00","2393.20","89.80","","{B23500AC-2CD8-2AC6-03B7-CC2BE9D93590}"
"143643","155191","91290.37","188966.09",".00",".00","188966.09","280256.46","205240.48",".00",".00","205240.48","75015.98",".00",".00","489595.49","188966.09","678561.58","678561.58","398305.12","205240.48","603545.60","75015.98","","{319059A8-88FF-83D9-C710-A0D043944809}"
"143644","155194","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{82727935-4415-0DF5-DA94-0A34F73C5BA9}"
"143645","155195","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{A37C3A75-A319-9FE3-F44C-CA8633C18D74}"
"143646","155196","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{704B4EF4-4503-3BEF-8716-0C5680FC6F95}"
"143647","155197","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{9C62B586-15C1-CB7B-EA50-29BC4B17E42C}"
"143648","155198","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{8C69383A-F5E6-988E-E7E6-F822471D04F1}"
"143649","155199","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{D65BC87B-D3D2-9706-38AE-2247D7ED6C68}"
"143650","155200","15.79",".00",".00",".00",".00","15.79",".00",".00",".00",".00","15.79",".00","15.79",".00",".00",".00","15.79",".00",".00",".00","15.79","","{D65BC87B-D3D2-9706-38AE-2247D7ED6C68}"
"143656","155206","78.32",".00",".00",".00",".00","78.32","78.32",".00",".00","78.32",".00",".00","78.32",".00",".00",".00","78.32",".00","78.32","78.32",".00","","{83D58F5F-565C-877D-77D3-AC72D38465BA}"
"143660","155210","567.68",".00",".00",".00",".00","567.68","567.68",".00",".00","567.68",".00",".00","567.68",".00",".00",".00","567.68",".00","567.68","567.68",".00","","{64E0F388-DC0E-B38D-9F60-94BF7A83B788}"
"143666","155216","88172.41","18293.52","58.64",".00","18352.16","106524.57","5014.13",".00","101510.44","106524.57",".00",".00","75978.18","37924.08","18352.16","56276.24","132254.42","25729.85","106524.57","132254.42",".00","","{A3926325-D353-35CF-5804-6DABE8AA7BB4}"
"143667","155217",".00","134735.44","11.67",".00","134747.11","134747.11","9774.36",".00",".00","9774.36","124972.75",".00",".00",".00","134747.11","134747.11","134747.11",".00","9774.36","9774.36","124972.75","","{16955CDD-0482-D2DB-0D8D-AF2233CFF32F}"
"143669","155219","32830.72","72689.65",".00",".00","72689.65","105520.37","99879.67",".00",".00","99879.67","5640.70","50000.00",".00","106517.46","72689.65","179207.11","179207.11","73686.74","99879.67","173566.41","5640.70","","{B205BF2A-B5F0-C2DD-8ACD-0218927E45F4}"
"143670","155220","91290.37","189586.71",".00",".00","189586.71","280877.08","205861.10",".00",".00","205861.10","75015.98",".00",".00","489595.49","189586.71","679182.20","679182.20","398305.12","205861.10","604166.22","75015.98","","{319059A8-88FF-83D9-C710-A0D043944809}"
"143673","155223",".00","26675.00",".00",".00","26675.00","26675.00","26205.88",".00",".00","26205.88","469.12",".00",".00",".00","26675.00","26675.00","26675.00",".00","26205.88","26205.88","469.12","","{5A916F49-0A8E-6DF2-96A4-6D2C90FD1764}"
"143677","155227",".00","1000.00",".01",".00","1000.01","1000.01","1000.01",".00",".00","1000.01",".00",".00",".00",".00","1000.01","1000.01","1000.01",".00","1000.01","1000.01",".00","","{8DE68BBA-F248-E620-4884-681580C251D0}"
"143678","155229",".00","26675.00",".00",".00","26675.00","26675.00","26205.88",".00",".00","26205.88","469.12",".00",".00",".00","26675.00","26675.00","26675.00",".00","26205.88","26205.88","469.12","","{5A916F49-0A8E-6DF2-96A4-6D2C90FD1764}"
"143680","155232","29507.92","31330.00",".00",".00","31330.00","60837.92","16107.92",".00",".00","16107.92","44730.00","300.00","34306.08","14663.70","31330.00","45993.70","80299.78","19461.86","16107.92","35569.78","44730.00","","{6DF46B77-861F-7F88-3271-62A3D511144D}"
"143695","155251","8990.02","275.00",".00",".00","275.00","9265.02","4647.79",".00",".00","4647.79","4617.23",".00","6620.95","6884.07","275.00","7159.07","13780.02","4515.00","4647.79","9162.79","4617.23","","{685A1935-2722-8327-88D3-F3B85D4A5AC1}"
"143704","155263","446.80",".00",".00",".00",".00","446.80","33.40",".00",".00","33.40","413.40",".00","446.80",".00",".00",".00","446.80",".00","33.40","33.40","413.40","","{8ECAA2F6-55CF-5510-018D-63225B5EC56C}"
"143708","155267","1721.72","104.13",".00",".00","104.13","1825.85",".00",".00",".00",".00","1825.85","745.71","1939.72","4.00","104.13","108.13","2047.85","222.00",".00","222.00","1825.85","","{A54F31F3-B7CE-9805-0433-ACB5BBAAF5D7}"
