"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980246","Friends Of Tommy Norment","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","D","F","","08/07/2001","T","1999","CandOfficer","Norment","Thomas","K","SEN","003","Virginia Republican Party","G","7500.00","13","0.00","0","0.00","0","454.88","0","7500.00","13","0.00","43333.33","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980251","Friends of Jane Maddux","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","D","F","0","01/15/2002","T","2007","CandOfficer","Maddux","Jane","","SEN","025","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980253","Friends Of Ken Stolle","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","02/21/2001","T","1999","CandOfficer","Stolle","Kenneth","W","SEN","008","Virginia Republican Party","G","6650.00","18","0.00","0","25.37","2","0.00","0","6675.37","20","0.00","8888.28","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980255","Friends of Jane Woods","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","D","F","","01/16/2001","T","1999","CandOfficer","Woods","Jane","H","SEN","034","Virginia Republican Party","G","750.00","3","0.00","0","850.00","3","0.00","0","1600.00","6","0.00","976.49","11500.00","0.00","0.00","11500.00","0.00","0","0.00"
"CC980262","Friends of Steve Newman","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","01/11/2001","T","1999","CandOfficer","Newman","Stephen","D.","SEN","023","Virginia Republican Party","G","16600.00","42","0.00","0","100.00","1","0.00","0","16700.00","43","0.00","8490.34","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980262","Friends of Steve Newman","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","E","R","","07/18/2002","T","1999","CandOfficer","Newman","Stephen","D.","SEN","023","Virginia Republican Party","G","13300.00","30","0.00","0","202.00","3","0.00","0","13502.00","33","0.00","4958.35","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980264","Committee to Re-Elect Jay Katzen","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","D","R","","01/16/2001","T","1999","CandOfficer","Katzen","Jay","","HOD","031","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","8.64","0","0.00","0","0.00","29.41","1427.78","0.00","0.00","1427.78","0.00","0","0.00"
"CC980264","Committee to Re-Elect Jay Katzen","2001","07/16/2001","JUL16_01","01/01/2001","06/30/2001","D","R","","07/16/2001","T","1999","CandOfficer","Katzen","Jay","","HOD","031","Virginia Republican Party","G","1427.78","1","0.00","0","0.00","0","1.84","0","1427.78","1","0.00","12.27","1427.78","0.00","1427.78","0.00","0.00","0","0.00"
"CC980264","Committee to Re-Elect Jay Katzen","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","E","F","","07/18/2002","T","1999","CandOfficer","Katzen","Jay","","HOD","031","Virginia Republican Party","G","1427.78","1","0.00","0","0.00","0","1.84","0","1427.78","1","0.00","12.27","1427.78","0.00","1427.78","0.00","0.00","0","0.00"
"CC980269","Attorney Jerrauld C. Jones for House of Delegates","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","F","","02/21/2001","T","1999","CandOfficer","Jones","Jerrauld","C.","HOD","089","Virginia Democratic Party","G","8550.00","28","0.00","0","4815.00","68","24.68","0","13365.00","96","0.00","19697.47","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980305","Citizens for Janet Howell","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","D","R","","01/16/2001","T","2005","CandOfficer","Howell","Janet","D","SEN","032","Virginia Democratic Party","G","51475.00","104","1250.80","2","815.00","12","79.42","0","53540.80","118","1250.80","5206.33","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980308","Committee to Re-Elect Clifton Woodrum","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","01/10/2001","T","1999","CandOfficer","Woodrum","Clifton","A.","HOD","016","Virginia Democratic Party","G","10200.00","16","0.00","0","0.00","0","27.46","0","10200.00","16","0.00","9486.13","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980308","Committee to Re-Elect Clifton Woodrum","2001","04/16/2001","APRN16_01","01/01/2001","03/31/2001","E","F","","05/25/2001","T","1999","CandOfficer","Woodrum","Clifton","A.","HOD","016","Virginia Democratic Party","G","1350.00","4","0.00","0","0.00","0","15.51","0","1350.00","4","0.00","759.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980309","Metry for Delegate","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","02/21/2001","T","1999","CandOfficer","Metry","Robert","A","HOD","047","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","441.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980317","Allen L Louderback for Delegate","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","F","","01/09/2001","T","1999","CandOfficer","Louderback","Allen","L","HOD","015","Virginia Republican Party","G","8324.00","28","0.00","0","0.00","0","0.00","0","8324.00","28","0.00","5429.78","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980319","Friends of Jay Obrien","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","D","F","","01/27/2001","T","1999","CandOfficer","Obrien","James","K","HOD","040","Virginia Republican Party","G","11900.00","25","0.00","0","1540.00","24","239.86","0","13440.00","49","0.00","13732.67","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980331","Friends of Russ Potts","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","E","R","","01/17/2002","T","1999","Campaign Treasurer","Potts","H","Russell","SEN","027","Virginia Republican Party","G","29750.00","62","0.00","0","1825.00","23","0.00","0","31575.00","85","0.00","33378.37","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980332","Saslaw For  State Senate","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","02/21/2001","T","1999","CandOfficer","Saslaw","Richard","L","SEN","035","Virginia Democratic Party","G","92600.00","89","0.00","0","560.00","6","0.00","0","93160.00","95","0.00","23033.54","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980339","Committee to Re-Elect Mitchell Van Yahres","2001","01/16/2001","JAN16_01","07/01/2000","12/31/2000","E","R","","01/09/2001","T","1999","CandOfficer","Van Yahres","Mitchell","","HOD","057","Virginia Democratic Party","G","2250.00","8","0.00","0","85.00","2","0.00","0","2335.00","10","0.00","5746.74","0.00","0.00","0.00","0.00","0.00","0","0.00"
