"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980066","Committee to Elect Robert Neitz","2003","01/15/2004","JANN15_04","11/28/2003","12/31/2003","E","R","","01/16/2004","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","12000.00","0.00","0.00","12000.00","0.00","0","0.00"
"CC980074","Hull For Delegate","2003","01/15/2004","JANN15_04","11/28/2003","12/31/2003","D","F","","01/05/2004","F","1999","CandOfficer","Hull","Henry","Lane","HOD","099","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","66.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980085","Friends of Mike Pocalyko","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","R","","01/15/2004","T","1999","CandOfficer","Pocalyko","Michael","N","HOD","036","Virginia Republican Party","G","0.00","0","150.00","2","0.00","0","0.00","0","150.00","2","150.00","0.00","30800.00","0.00","0.00","30800.00","0.00","0","0.00"
"CC980090","Puller For Senate","2003","07/15/2003","JUL15_03","01/01/2003","06/30/2003","E","F","","07/17/2003","T","1999","CandOfficer","Puller","Linda","T","SEN","036","Virginia Democratic Party","G","3000.00","5","0.00","0","0.00","0","6309.50","0","3000.00","5","0.00","11969.32","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980097","Re-elect Senator Mary Margaret Whipple","2003","07/15/2003","JUL15_03","01/01/2003","06/30/2003","D","F","","04/15/2003","T","1999","CandOfficer","Whipple","Mary","Margaret","SEN","031","Virginia Democratic Party","G","2350.00","7","0.00","0","180.00","7","15.78","","2530.00","14","0.00","3302.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980124","Stephen Smith for Delegate","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","R","","01/15/2004","T","1999","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980132","Byrne for Senate","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","F","","01/15/2004","T","1999","CandOfficer","Byrne","Leslie","","SEN","034","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.91","0","0.00","0","0.00","2059.22","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980137","Friends of Senator Edd Houck","2003","07/15/2003","JUL15_03","01/01/2003","06/30/2003","E","F","","07/17/2003","T","1999","CandOfficer","Houck","R","Edward","SEN","017","Virginia Democratic Party","G","25450.00","43","0.00","0","3380.00","49","16.14","0","28830.00","92","0.00","10748.49","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980210","Lynch For Delegate","2003","07/15/2003","JUL15_03","01/01/2003","06/30/2003","D","F","","07/15/2003","T","1999","CandOfficer","Lynch","Edward","A.","HOD","014","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980244","Re-elect Kevin G. Miller","2003","07/15/2003","JULN15_03","05/29/2003","06/30/2003","E","R","","07/17/2003","T","1999","CandOfficer","Miller","Kevin","G.","SEN","026","Virginia Republican Party","G","750.00","2","0.00","0","0.00","0","0.00","0","808.09","3","0.00","4294.78","0.00","0.00","0.00","0.00","58.09","1","58.09"
"CC980274","Friends of  Barbara Chrisley","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","R","0","01/16/2005","L","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","312.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980351","Friends of Bob Barlow","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","R","","01/15/2004","T","1999","CandOfficer","Barlow","Robert","J","HOD","099","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4451.93","9500.00","4360.00","13860.00","13860.00","0.00","0","0.00"
"CC980406","Kenneth P. Halla for Delegate","2003","01/15/2004","JAN15_04","07/01/2003","12/31/2003","D","R","","01/15/2004","T","2006","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980466","McEachin for the Future","2003","07/15/2003","JULN15_03","05/29/2003","06/30/2003","E","R","","10/02/2003","T","2001","CandOfficer","McEachin","A.","Donald","AG","000","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.71","0","0.00","0","0.00","1507.50","258553.20","0.00","0.00","258553.20","0.00","0","0.00"
"CC980466","McEachin for the Future","2003","01/15/2004","JANN15_04","11/28/2003","12/31/2003","D","R","","01/15/2004","T","2001","CandOfficer","McEachin","A.","Donald","AG","000","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.05","0","0.00","0","0.00","54.00","258553.20","0.00","0.00","258553.20","0.00","0","0.00"
"CC980481","Friends of George Broman","2003","07/15/2003","JUL15_03","01/01/2003","06/30/2003","E","R","","07/07/2003","T","2001","CandOfficer","Broman","George","","HOD","030","Virginia Republican Party","G","250.00","1","0.00","0","0.00","0","1500.00","0","250.00","1","0.00","1521.48","0.00","0.00","0.00","0.00","0.00","0","0.00"
