"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"36197","40722","2","1000.00","3","321.72","4","399.00","0",".00","9","1720.72",".00","321.72",".00","6463.27","6784.99",".00",".00",".00",".00",".00","","{3F5E6CD1-7EE5-1CD6-6774-50EA0448A1DD}"
"38000","42653","0",".00","0",".00","3","1.94","0",".00","3","1.94","1.92",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{9FEF1AE4-CC9C-4F82-EA4D-79FB8EADB1E5}"
"40646","45667","21","18650.00","2","1175.25","0",".00","6","110.03","29","19935.28",".00","1175.25","110.03","13066.78","14352.06",".00",".00",".00",".00",".00","","{8087417B-3F38-7603-2821-96394910E7D4}"
"40732","45764","64","46600.58","0",".00","12","1075.00","0",".00","76","47675.58",".00",".00",".00","25995.79","25995.79",".00",".00",".00",".00",".00","","{CF222F86-4E71-5FF6-91CE-FC70EBACAA96}"
"43044","48326","1","200.00","0",".00","1","50.00","0",".00","2","250.00",".00",".00",".00","680.49","680.49",".00",".00",".00",".00",".00","","{6E040121-E49C-4A55-926D-C78205F91699}"
"43514","48868","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F63F4E07-8606-76B2-6629-4E3AFE737B8A}"
"43516","48870","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{36A13CDF-1DA7-2FFE-D7AD-EF5D093C86A9}"
"43518","48872","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E0883BCA-9469-A1A7-F5A3-7F387D7DB3A5}"
"43522","48876","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","550.00","550.00",".00",".00",".00",".00",".00","","{0A15A090-FC2C-17CC-05B4-FE173B23477B}"
"43523","48877","6","5250.00","0",".00","2","130.00","0",".00","8","5380.00",".00",".00",".00","1795.80","1795.80",".00",".00",".00",".00",".00","","{408F7E87-6528-434A-6892-00D273258E6D}"
"43524","48878","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4C5E394B-C774-4254-F54C-7D72A77F290F}"
"43525","48879","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","600.00",".00","600.00",".00","600.00","","{0669E522-DBAF-6CF2-3159-A2A720A31CD5}"
"43526","48880","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{EE5C6265-E722-FCCA-ED48-EC049209661C}"
"43527","48881","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","60.00","60.00","9500.00",".00","9500.00",".00","9500.00","","{843B6367-36BF-598E-50AB-CE027506D09F}"
"43528","48882","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E44AB199-74C9-862F-99FD-9BF076548016}"
"43529","48883","86","38670.00","10","4373.31","123","3045.00","0",".00","219","46088.31","19.35","4373.31",".00","32478.00","36851.31",".00",".00",".00",".00",".00","","{60951972-BD3F-60DA-1B3B-DFF89B7B6C78}"
"43530","48884","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C36D33DE-FFE2-693E-6661-EBA74A39B47A}"
