"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"37485","40722","5873.80","1720.72",".00",".00","1720.72","7594.52","6784.99",".00",".00","6784.99","809.53",".00",".00","22727.99","1720.72","24448.71","24448.71","16854.19","6784.99","23639.18","809.53","","{3F5E6CD1-7EE5-1CD6-6774-50EA0448A1DD}"
"39357","42653","5194.62","1.94","1.92",".00","3.86","5198.48",".00",".00",".00",".00","5198.48",".00","3931.27","12684.87","3.86","12688.73","16620.00","11421.52",".00","11421.52","5198.48","","{9FEF1AE4-CC9C-4F82-EA4D-79FB8EADB1E5}"
"42091","45667","21260.67","19935.28",".00",".00","19935.28","41195.95","14352.06",".00",".00","14352.06","26843.89",".00","21260.67",".00","19935.28","19935.28","41195.95",".00","14352.06","14352.06","26843.89","","{8087417B-3F38-7603-2821-96394910E7D4}"
"42177","45764",".22","47675.58",".00",".00","47675.58","47675.80","25995.79",".00",".00","25995.79","21680.01",".00",".00",".00","47675.58","47675.58","47675.58",".00","25995.79","25995.79","21679.79","","{CF222F86-4E71-5FF6-91CE-FC70EBACAA96}"
"44581","48326","867.95","250.00",".00",".00","250.00","1117.95","680.49",".00",".00","680.49","437.46",".00",".00","2200.00","250.00","2450.00","2450.00","1332.05","680.49","2012.54","437.46","","{6E040121-E49C-4A55-926D-C78205F91699}"
"45061","48868","100.00",".00",".00",".00",".00","100.00",".00",".00",".00",".00","100.00",".00","100.00",".00",".00",".00","100.00",".00",".00",".00","100.00","","{F63F4E07-8606-76B2-6629-4E3AFE737B8A}"
"45063","48870","193.67",".00",".00",".00",".00","193.67",".00",".00",".00",".00","193.67",".00","193.67",".00",".00",".00","193.67",".00",".00",".00","193.67","","{36A13CDF-1DA7-2FFE-D7AD-EF5D093C86A9}"
"45065","48872","410.00",".00",".00",".00",".00","410.00",".00",".00",".00",".00","410.00",".00","410.00",".00",".00",".00","410.00",".00",".00",".00","410.00","","{E0883BCA-9469-A1A7-F5A3-7F387D7DB3A5}"
"45069","48876","2321.45",".00",".00",".00",".00","2321.45","550.00",".00",".00","550.00","1771.45",".00","1796.89","27380.94",".00","27380.94","29177.83","26856.38","550.00","27406.38","1771.45","","{0A15A090-FC2C-17CC-05B4-FE173B23477B}"
"45070","48877","24282.15","5380.00",".00",".00","5380.00","29662.15","1795.80",".00",".00","1795.80","27866.35",".00","25787.85","10691.74","5380.00","16071.74","41859.59","12197.44","1795.80","13993.24","27866.35","","{408F7E87-6528-434A-6892-00D273258E6D}"
