"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"2157","2159",".00","550.16",".00",".00","550.16","550.16","1310.00",".00",".00","1310.00","-759.84",".00","6698.98",".00","550.16","550.16","7249.14",".00","1310.00","1310.00","5939.14","","{82B18C81-8D9E-089A-8FC1-96C9B6E02543}"
"9803","9831",".00","6000.00",".00",".00","6000.00","6000.00","3676.00",".00",".00","3676.00","2324.00",".00",".00",".00","6000.00","6000.00","6000.00",".00","3676.00","3676.00","2324.00","","{2C630C9D-B0BE-AC20-A8D8-BBFD1BDAB361}"
"9806","9838","4215.90","15549.00",".00",".00","15549.00","19764.90","12401.93",".00",".00","12401.93","7362.97",".00","2242.70","13782.20","15549.00","29331.20","31573.90","11809.00","12401.93","24210.93","7362.97","","{BABBE834-4F5E-214C-16BB-CEBD69F628B4}"
"9819","9848","449.31","1435.00",".00",".00","1435.00","1884.31","300.00",".00",".00","300.00","1584.31","1500.00",".00","1500.00","1435.00","2935.00","2935.00","1050.69","300.00","1350.69","1584.31","","{16B00A46-E9DC-CA17-6D17-AB9F204EFB65}"
"9824","9859","4897.95","3300.00",".00",".00","3300.00","8197.95","4244.33",".00",".00","4244.33","3953.62",".00","2242.70","28281.20","3300.00","31581.20","33823.90","25625.95","4244.33","29870.28","3953.62","","{4480F388-C835-3834-A8B6-BAFD066B77C4}"
"9825","9860",".00","700.00",".00",".00","700.00","700.00",".00",".00",".00",".00","700.00",".00",".00",".00","700.00","700.00","700.00",".00",".00",".00","700.00","","{48605ECD-9EC0-FE98-5EB6-D2FDC4C02492}"
"9827","9862","700.00","1885.00",".00",".00","1885.00","2585.00","790.22",".00",".00","790.22","1794.78",".00",".00","700.00","1885.00","2585.00","2585.00",".00","790.22","790.22","1794.78","","{FE4ED199-4401-C982-5A36-5F98D304633C}"
"9828","9863","1794.78","150.00",".00",".00","150.00","1944.78",".00",".00",".00",".00","1944.78",".00",".00","2585.00","150.00","2735.00","2735.00","790.22",".00","790.22","1944.78","","{20EDD50E-2C49-1600-41BE-D65F649FC826}"
"9829","9864","1944.78","700.00",".00",".00","700.00","2644.78","1673.24",".00",".00","1673.24","971.54",".00",".00","2735.00","700.00","3435.00","3435.00","790.22","1673.24","2463.46","971.54","","{B26BD3AA-725C-3398-6A73-93A59AC21345}"
"9830","9865","971.54","100.00",".00",".00","100.00","1071.54",".00",".00",".00",".00","1071.54",".00",".00","3435.00","100.00","3535.00","3535.00","2463.46",".00","2463.46","1071.54","","{0780F2B1-BE31-F69F-39FB-540A82084246}"
"9831","9866","1071.54","625.00",".00",".00","625.00","1696.54","1502.50",".00",".00","1502.50","194.04",".00",".00","3535.00","625.00","4160.00","4160.00","2463.46","1502.50","3965.96","194.04","","{E0EC57E3-B3AF-CAE6-A5FE-7DA3E113F4DD}"
"9832","9867","1071.54","625.00",".00",".00","625.00","1696.54","1502.50",".00",".00","1502.50","194.04",".00",".00","3535.00","625.00","4160.00","4160.00","2463.46","1502.50","3965.96","194.04","","{E0EC57E3-B3AF-CAE6-A5FE-7DA3E113F4DD}"
"9836","9882","1184.33","815.00","97.68",".00","912.68","2097.01","99.64",".00",".00","99.64","1997.37",".00",".00","14407.73","912.68","15320.41","15320.41","13223.40","99.64","13323.04","1997.37","","{1C5CDE2B-E21E-5930-26E7-79F77B06EB44}"
"9841","9890","21463.83","9179.51",".00",".00","9179.51","30643.34","23366.12",".00",".00","23366.12","7277.22",".00",".00","87862.66","9179.51","97042.17","97042.17","66398.83","23366.12","89764.95","7277.22","","{F9F3E740-B8DC-4B35-0344-3BD413F78705}"
"9844","9896","393.95",".00",".00",".00",".00","393.95",".00",".00",".00",".00","393.95",".00",".00","1870.00",".00","1870.00","1870.00","1476.05",".00","1476.05","393.95","","{3BF4B371-326F-E2BA-F151-50589B1C964C}"
"9851","9915",".00","3046.10",".00",".00","3046.10","3046.10","3026.10",".00",".00","3026.10","20.00",".00",".00",".00","3046.10","3046.10","3046.10",".00","3026.10","3026.10","20.00","","{B4826B34-2F1A-E9C7-AED1-9F317F17BB5C}"
"9879","9977",".00","700.00",".00",".00","700.00","700.00",".00",".00",".00",".00","700.00",".00",".00",".00","700.00","700.00","700.00",".00",".00",".00","700.00","","{48605ECD-9EC0-FE98-5EB6-D2FDC4C02492}"
"9880","9978","700.00","1885.00",".00",".00","1885.00","2585.00","790.22",".00",".00","790.22","1794.78",".00",".00","700.00","1885.00","2585.00","2585.00",".00","790.22","790.22","1794.78","","{FE4ED199-4401-C982-5A36-5F98D304633C}"
"9881","9979","1794.78","150.00",".00",".00","150.00","1944.78",".00",".00",".00",".00","1944.78",".00",".00","2585.00","150.00","2735.00","2735.00","790.22",".00","790.22","1944.78","","{20EDD50E-2C49-1600-41BE-D65F649FC826}"
