"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"72918","79135","1403.17","2300.00",".00",".00","2300.00","3703.17","1700.00",".00",".00","1700.00","2003.17",".00",".00","5585.00","2300.00","7885.00","7885.00","4181.83","1700.00","5881.83","2003.17","","{6D4E79E4-91C5-66C8-E677-8984785EE938}"
"73526","80678","72458.37","8980.00",".00",".00","8980.00","81438.37","10692.09",".00",".00","10692.09","70746.28","1253.91","54062.70","84159.04","8980.00","93139.04","147201.74","65763.37","10692.09","76455.46","70746.28","","{E95531D4-8780-1B6B-DDFF-EA0F94F7C2ED}"
"74807","82031","5649.06",".00",".00",".00",".00","5649.06",".00",".00",".00",".00","5649.06",".00","6282.44","30862.82",".00","30862.82","37145.26","31496.20",".00","31496.20","5649.06","","{BA842895-D435-DBCB-A243-C3D0C8EFBEC5}"
"76027","83295","956.31",".00",".00","88.34","88.34","1044.65","747.04",".00",".00","747.04","297.61","93.34",".00","1499.42","88.34","1587.76","1587.76","543.11","747.04","1290.15","297.61","","{4FFB2ADC-4F5D-A9E5-6D8E-CF9B62D6609A}"
"76064","83330","4450.50",".00",".00",".00",".00","4450.50","423.82",".00",".00","423.82","4026.68",".00","56958.39","576543.26",".00","576543.26","633501.65","629051.15","423.82","629474.97","4026.68","","{41183FE5-0E0E-CE1E-3150-CBE361213003}"
"77457","84795","230.92",".00",".00",".00",".00","230.92",".00",".00","230.92","230.92",".00",".00","4713.39","227.18",".00","227.18","4940.57","4709.65","230.92","4940.57",".00","","{E0DCB265-7D4F-54E6-45FC-89C59E38F7AD}"
"77460","84798","4213.67","46.62",".00",".00","46.62","4260.29","1019.92","3240.37",".00","4260.29",".00",".00",".00","15327.03","46.62","15373.65","15373.65","11113.36","4260.29","15373.65",".00","","{E1E67699-DA42-754A-54C4-1C7EFF646EE9}"
"77463","84801","1457.51",".00",".00",".00",".00","1457.51",".00",".00",".00",".00","1457.51",".00",".00","3100.00",".00","3100.00","3100.00","1642.49",".00","1642.49","1457.51","","{0A8CE13E-6D34-E361-F0AB-198A9324B108}"
"77464","84802","37723.30","11300.00",".00",".00","11300.00","49023.30","9941.38",".00",".00","9941.38","39081.92",".00","10223.36","351027.77","11300.00","362327.77","372551.13","323527.83","9941.38","333469.21","39081.92","","{2555BA68-6841-452A-7668-C23CED85587A}"
"77465","84803","4.91",".00",".00",".00",".00","4.91",".00",".00",".00",".00","4.91",".00",".00","7444.00",".00","7444.00","7444.00","7439.09",".00","7439.09","4.91","","{E382C9CD-0D1B-C750-1A69-35D69DECA727}"
"77466","84804","3323.36","1536.00",".00",".00","1536.00","4859.36","3350.00",".00",".00","3350.00","1509.36",".00","529.10","2894.26","1536.00","4430.26","4959.36","100.00","3350.00","3450.00","1509.36","","{2EC0EBB9-F5A9-4D31-8FF1-5AD13B6DFE4A}"
"77467","84805","2.84",".00",".00","1000.00","1000.00","1002.84","1000.00",".00",".00","1000.00","2.84","1400.00",".00","450.00","1000.00","1450.00","1450.00","447.16","1000.00","1447.16","2.84","","{1FB91AFB-F42E-D8B1-1707-2ECA6A4C6A35}"
"77468","84806","2881.02",".00",".00",".00",".00","2881.02","2058.84",".00",".00","2058.84","822.18",".00",".00","32304.31",".00","32304.31","32304.31","29423.29","2058.84","31482.13","822.18","","{FBBDDB11-C4D6-BDB2-4190-418AB843E01F}"
"77469","84807","890.66",".00",".00",".00",".00","890.66","5.00",".00",".00","5.00","885.66","668.16",".00","5553.16",".00","5553.16","5553.16","4662.50","5.00","4667.50","885.66","","{82E86BE1-62CB-C7DE-4CDB-0392AFD071BC}"
