"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"78796","88855","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","31000.00",".00","31000.00",".00","31000.00","","{1A857052-5C70-CF14-805C-B2C005C077B9}"
"78797","88857","1","7500.00","1","4500.00","0",".00","0",".00","2","12000.00",".00","4500.00",".00","103.16","4603.16","6436.18",".00","6436.18","6436.18",".00","","{537EF833-7638-9B4A-6EAB-53350F0899A1}"
"78802","88862","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00","1355.05","1355.05",".00",".00",".00",".00",".00","","{AC5A9151-7F75-4414-AE88-97D9DF9366D5}"
"78803","88863","33","17300.00","0",".00","36","2460.00","0",".00","69","19760.00",".00",".00",".00","1355.00","1355.00",".00",".00",".00",".00",".00","","{E45280A8-35B2-5F89-6FC3-BCD2C74F3FD3}"
"78806","88866","0",".00","0",".00","1","15.00","0",".00","1","15.00",".00",".00",".00","298.36","298.36",".00",".00",".00",".00",".00","","{61D648DA-598F-79DD-4492-4A7861F9E4F5}"
"78807","88867","38","20032.06","2","350.00","45","4095.00","3","267.40","88","24744.46",".00","350.00","267.40","11626.09","12243.49","5000.00",".00","5000.00",".00","5000.00","","{058F697E-67F7-2F64-B37C-BF56BF08CB05}"
"78815","88878","2","1750.00","0",".00","2","200.00","1","50.00","5","2000.00",".01",".00","50.00","923.66","973.66","618.39",".00","618.39","618.39",".00","","{B1229579-C2BF-02E8-126B-A5F4B0C6E9AA}"
"78816","88879","1","100.00","0",".00","3","300.00","0",".00","4","400.00",".00",".00",".00","945.05","945.05","294.54","473.85","768.39","150.00","618.39","","{0E34011E-C7E7-5889-BAB2-867CE24E51F9}"
"78818","88881","2","350.00","0",".00","4","400.00","0",".00","6","750.00",".00",".00",".00","296.05","296.05",".00","294.54","294.54",".00","294.54","","{3262821C-2A08-E26D-7714-016EA3A8D7BF}"
"78820","88883","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00","420.74","420.74",".00",".00",".00",".00",".00","","{6DDD1756-1453-D848-932A-308E65B90D46}"
"78824","88888","8","2472.50","1","350.00","1","100.00","0",".00","10","2922.50",".00","350.00",".00","4163.29","4513.29","17550.51",".00","17550.51",".00","17550.51","","{CC664BC4-ED05-89D4-9946-D8CB4B9C50DA}"
"78826","88890","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","2025.25","2025.25",".00",".00",".00",".00",".00","","{A7740745-4B44-00E2-C886-6CC3F3EE756E}"
"78828","88892","21","8400.00","2","304.54","0",".00","0",".00","23","8704.54",".00","304.54",".00","1928.84","2233.38","17550.51",".00","17550.51",".00","17550.51","","{B141E919-16C0-0868-8B48-D39267AB1EF1}"
"78830","88894","18","9073.00","1","267.00","7","570.00","0",".00","26","9910.00",".00","267.00",".00","6930.35","7197.35","17550.51",".00","17550.51",".00","17550.51","","{0DA9D519-E398-2EE1-F57B-139FE54D1C97}"
"78832","88896","1","250.00","0",".00","0",".00","0",".00","1","250.00",".00",".00",".00","323.61","323.61",".00",".00",".00",".00",".00","","{5B7748A9-0B84-96E8-39CA-BEA24EE3A447}"
"78841","88905","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C27BAF79-1A61-2049-1E52-C3CA57A6A60E}"
"78848","88912","1","250.00","0",".00","2","110.00","0",".00","3","360.00",".00",".00",".00","9710.18","9710.18",".00",".00",".00",".00",".00","","{A19F1369-FBB8-11AA-0C19-DEA2DAFD0DCC}"
"78852","88916","2","2300.00","0",".00","0",".00","0",".00","2","2300.00",".00",".00",".00","1701.70","1701.70",".00",".00",".00",".00",".00","","{6D4E79E4-91C5-66C8-E677-8984785EE938}"
"78858","88922","0",".00","2","600.00","2","100.00","0",".00","4","700.00",".00","600.00",".00","1120.42","1720.42","12668.94",".00","12668.94","2384.33","10284.61","","{4022B37A-091D-CBDC-AE98-E4B8ADD400B7}"
"78867","88931","0",".00","0",".00","0",".00","0",".00","0",".00","410.00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DFFFB84C-709E-269C-4B37-247192F4232C}"
"78880","88946","3","1200.00","0",".00","0",".00","0",".00","3","1200.00",".00",".00",".00","3252.76","3252.76",".00",".00",".00",".00",".00","","{5C9C1F82-AA12-823F-8081-9270C4331041}"
"78881","88947","3","1250.00","0",".00","1","100.00","0",".00","4","1350.00",".00",".00",".00","829.29","829.29",".00",".00",".00",".00",".00","","{3B2FDF37-8F63-D274-1DB0-32A76B659E8B}"
"78882","88948","6","2850.00","0",".00","2","200.00","0",".00","8","3050.00",".00",".00",".00","3541.86","3541.86",".00",".00",".00",".00",".00","","{5111FEFC-8EBF-9FD3-EEEC-74D869E38995}"
"78884","88950","3","1200.00","0",".00","0",".00","0",".00","3","1200.00",".00",".00",".00","3352.76","3352.76",".00",".00",".00",".00",".00","","{5C9C1F82-AA12-823F-8081-9270C4331041}"
"78885","88951","3","1250.00","0",".00","1","100.00","0",".00","4","1350.00",".00",".00",".00","829.29","829.29",".00",".00",".00",".00",".00","","{3B2FDF37-8F63-D274-1DB0-32A76B659E8B}"
"78886","88952","6","2850.00","0",".00","2","200.00","0",".00","8","3050.00",".00",".00",".00","3541.86","3541.86",".00",".00",".00",".00",".00","","{5111FEFC-8EBF-9FD3-EEEC-74D869E38995}"
"78889","88955","2","450.00","0",".00","1","100.00","0",".00","3","550.00",".00",".00",".00","904.54","904.54",".00",".00",".00",".00",".00","","{EF4F01A8-5754-2692-8056-03B764EC32BD}"
"78890","88956","2","400.00","0",".00","1","100.00","0",".00","3","500.00",".00",".00",".00","195.17","195.17",".00",".00",".00",".00",".00","","{E00645E3-30CA-4C16-93E6-DF01FB0D00DD}"
"78891","88957","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00","294.72","294.72",".00",".00",".00",".00",".00","","{F6A6ABE7-C4ED-F89E-8DA8-9D87B27447FA}"
"78893","88959","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","341.01","341.01",".00",".00",".00",".00",".00","","{B096864C-CCB8-1AD0-3182-3C88D12DB532}"
"78894","88960","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","341.01","341.01",".00",".00",".00",".00",".00","","{B096864C-CCB8-1AD0-3182-3C88D12DB532}"
