"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"8237","8255","1019.03",".00",".00",".00",".00","1019.03",".00",".00",".00",".00","1019.03","5000.00","1019.03",".00",".00",".00","1019.03",".00",".00",".00","1019.03","","{0F5F4D66-C430-CF71-83AF-6BAF63A32BC0}"
"127323","138271",".00","2581.50",".00",".00","2581.50","2581.50","1291.02",".00",".00","1291.02","1290.48",".00",".00",".00","2581.50","2581.50","2581.50",".00","1291.02","1291.02","1290.48","","{886547AC-3A96-7898-20AD-F8301751071D}"
"127527","138512","1569.57",".00",".00",".00",".00","1569.57",".00",".00",".00",".00","1569.57",".00","1569.57",".00",".00",".00","1569.57",".00",".00",".00","1569.57","","{7BE99D83-29A7-71F0-3F45-7523505700B1}"
"127591","138587","25.00",".00",".00",".00",".00","25.00",".00",".00","25.00","25.00",".00",".00","25.00",".00",".00",".00","25.00",".00","25.00","25.00",".00","","{BD00A093-8394-ED21-961D-B8446CD1665C}"
"128078","139146",".00","2548.00",".00",".00","2548.00","2548.00",".00",".00",".00",".00","2548.00",".00",".00",".00","2548.00","2548.00","2548.00",".00",".00",".00","2548.00","","{DD2FFB0B-ABA0-BDE6-5509-326D78DE0F2F}"
"128081","139149","8805.18","12963.88",".00",".00","12963.88","21769.06","4849.79",".00",".00","4849.79","16919.27",".00","14965.36",".00","12963.88","12963.88","27929.24","6160.18","4849.79","11009.97","16919.27","","{D00332C6-583F-AC1A-3C43-B7BD11DEFB77}"
"128083","139151","5000.00","25.00",".00","2000.00","2025.00","7025.00","4932.58",".00",".00","4932.58","2092.42","7550.00",".00","5550.00","2025.00","7575.00","7575.00","550.00","4932.58","5482.58","2092.42","","{B58501B7-A208-B0EB-30C3-878900DF56B2}"
"128084","139152","1002.26",".00",".00",".00",".00","1002.26",".00",".00",".00",".00","1002.26","40000.00","1237.16","20.00",".00","20.00","1257.16","254.90",".00","254.90","1002.26","","{CB357080-A81F-D429-5ADC-CE20FADD0E24}"
"128086","139154",".00","1795.00",".00","593.42","2388.42","2388.42","299.39",".00",".00","299.39","2089.03","593.42",".00",".00","2388.42","2388.42","2388.42",".00","299.39","299.39","2089.03","","{146F689F-299F-30EF-4260-3B1884503D13}"
"128087","139155",".00","300.00",".00",".00","300.00","300.00",".00",".00",".00",".00","300.00",".00",".00",".00","300.00","300.00","300.00",".00",".00",".00","300.00","","{A2FEDB21-CA9D-6DE6-3DB3-EB40536A00D3}"
