"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"27078","28088","35584.77","4750.00",".00",".00","4750.00","40334.77","15933.41",".00",".00","15933.41","24401.36",".00","5175.87","75700.00","4750.00","80450.00","85625.87","45291.10","15933.41","61224.51","24401.36","","{565C104B-A265-9ADC-7D94-622BF798CF09}"
"28324","29776",".00","125000.00",".00",".00","125000.00","125000.00",".00",".00",".00",".00","125000.00",".00",".00",".00","125000.00","125000.00","125000.00",".00",".00",".00","125000.00","","{AE2DFFCC-3625-FF4B-7FC8-C4B94B8E43A6}"
"29006","31463",".00","12393.00",".00","440.00","12833.00","12833.00","1664.20","440.00",".00","2104.20","10728.80",".00",".00",".00","12833.00","12833.00","12833.00",".00","2104.20","2104.20","10728.80","","{E112787F-9702-F16B-5108-12E5AA7E7813}"
"29819","32330","182.78",".00",".00",".00",".00","182.78","182.78",".00",".00","182.78",".00",".00",".00","1225.00",".00","1225.00","1225.00","1042.22","182.78","1225.00",".00","","{6D057529-B897-1528-433D-65DDDD0A7AA0}"
"30504","33050","72478.79","134586.37",".00",".00","134586.37","207065.16","178342.65",".00",".00","178342.65","28722.51","40592.61","3772.93","922463.30","134586.37","1057049.67","1060822.60","853757.44","178342.65","1032100.09","28722.51","","{2A9D3874-13B7-3889-90D2-D9BC0688DBBE}"
"31114","33830","2178.71","180.00",".00",".00","180.00","2358.71","530.73",".00",".00","530.73","1827.98",".00","1441.81","1183.14","180.00","1363.14","2804.95","446.24","530.73","976.97","1827.98","","{28B586D3-7908-D591-D429-50BD54BB6E52}"
"31130","33850",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E95279B4-8C9D-DEE9-772D-718C4376EC82}"
"31132","33852","193.67",".00",".00",".00",".00","193.67",".00",".00",".00",".00","193.67",".00","193.67",".00",".00",".00","193.67",".00",".00",".00","193.67","","{AEDA4FD1-F971-F255-D3E9-45347CD119FF}"
"31133","33853","981.97","2003.04",".00",".00","2003.04","2985.01","2003.04",".00",".00","2003.04","981.97","19500.00","1580.45","6420.90","2003.04","8423.94","10004.39","7019.38","2003.04","9022.42","981.97","","{EE3786A1-2F83-C07D-82B1-F8D2761F8EDA}"
"31134","33854",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","16022.00",".00","16022.00","16022.00","16022.00",".00","16022.00",".00","","{871BAB83-639C-B111-C0C2-DA1FF2140B20}"
"31135","33855","4614.65",".00",".00",".00",".00","4614.65",".00",".00",".00",".00","4614.65",".00","5708.90",".00",".00",".00","5708.90","1094.25",".00","1094.25","4614.65","","{D709143A-123D-0A24-7060-3423EEA4F607}"
"31137","33857",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F8099C5E-9D8C-34AB-55DD-BB9007C61E3F}"
"31138","33858","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{2451FB9A-4788-0B93-F442-E2775DD88EEA}"
"31139","33859","1019.03",".00",".00",".00",".00","1019.03",".00",".00",".00",".00","1019.03","5000.00","1019.03",".00",".00",".00","1019.03",".00",".00",".00","1019.03","","{49E3F467-C8D0-1CAA-B503-718C2A913BA6}"
"31141","33863","11888.08",".00",".00",".00",".00","11888.08","900.00",".00",".00","900.00","10988.08",".00",".00","51283.91",".00","51283.91","51283.91","39395.83","900.00","40295.83","10988.08","","{C71B648D-ECC2-9095-A595-75A2826F2954}"
"31145","33870","1402.81",".00",".00",".00",".00","1402.81",".00",".00",".00",".00","1402.81",".00","902.81","1000.00",".00","1000.00","1902.81","500.00",".00","500.00","1402.81","","{EDA528E4-214F-DBC2-7395-1F9517F00D5C}"
"31146","33871","500.00",".00",".00",".00",".00","500.00",".00",".00",".00",".00","500.00","4900.00","500.00",".00",".00",".00","500.00",".00",".00",".00","500.00","","{0F131072-BEF7-75A0-1D48-9B165CD45968}"
"31147","33872","5777.91","17188.00",".00",".00","17188.00","22965.91","19252.50",".00",".00","19252.50","3713.41",".00","4594.79","3600.00","17188.00","20788.00","25382.79","2416.88","19252.50","21669.38","3713.41","","{05D8516B-CDBF-94C7-8B31-548882F814D6}"
"31150","33875","110.50","169.76",".00",".00","169.76","280.26","119.76",".00",".00","119.76","160.50",".00","85.74","1226.71","169.76","1396.47","1482.21","1201.95","119.76","1321.71","160.50","","{DCDA6BD2-0D5E-4162-9BFB-11246C2DAC01}"
"31151","33876","113.52",".00","100.00",".00","100.00","213.52","20.00",".00",".00","20.00","193.52",".00",".00","8707.29","100.00","8807.29","8807.29","8593.77","20.00","8613.77","193.52","","{FE2D630A-EC51-C3E8-0CD3-1DEE9738C57A}"
"31153","33878","24168.72","3850.00",".00",".00","3850.00","28018.72","10501.93",".00",".00","10501.93","17516.79",".00","56859.84","110498.32","3850.00","114348.32","171208.16","143189.44","10501.93","153691.37","17516.79","","{F62BB746-5341-1AA2-387E-BA1B8F84B2E0}"
"31154","33879","4553.40",".00",".00",".00",".00","4553.40","4553.40",".00",".00","4553.40",".00",".00","4553.40",".00",".00",".00","4553.40",".00","4553.40","4553.40",".00","","{94C59078-65EB-ADF5-E125-A1EA79EEDAF8}"
"31155","33880","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00",".00","3243.49",".00","3243.49","3243.49","3203.67",".00","3203.67","39.82","","{5354504D-C6B1-5D7D-1CE2-89A30A24BDCF}"
"31156","33881","163.92","2390.83",".00",".00","2390.83","2554.75","2387.28",".00",".00","2387.28","167.47",".00","389.72","320.00","2390.83","2710.83","3100.55","545.80","2387.28","2933.08","167.47","","{80A7B9A9-2F14-E0ED-FB83-D33FC288C51F}"
"31157","33882","1050.00",".00",".00",".00",".00","1050.00",".00",".00",".00",".00","1050.00",".00","2050.00",".00",".00",".00","2050.00","1000.00",".00","1000.00","1050.00","","{2BAC9BCF-5807-99C6-13B6-A78D1C484ACD}"
"31160","33885","1362.56",".00",".00",".00",".00","1362.56","320.00",".00","1042.56","1362.56",".00",".00",".00","1009327.98",".00","1009327.98","1009327.98","1007965.42","1362.56","1009327.98",".00","","{4AD1C107-4868-96F2-9673-60863F5199A5}"
"31161","33886","2403.93","1042.76",".00",".00","1042.76","3446.69","326.00",".00",".00","326.00","3120.69",".00","2760.47",".46","1042.76","1043.22","3803.69","357.00","326.00","683.00","3120.69","","{7D075D26-B99A-2B37-F48C-EFEC9D57BDCD}"
"31162","33887","3018.81","1000.00",".00",".00","1000.00","4018.81","3074.82",".00",".00","3074.82","943.99",".00",".00","1024922.61","1000.00","1025922.61","1025922.61","1021903.80","3074.82","1024978.62","943.99","","{E8D801B8-6520-8CE9-2253-33D734B55EBC}"
"31164","33889","1226.61",".00",".00",".00",".00","1226.61",".00",".00",".00",".00","1226.61","1181.72","1126.61","100.00",".00","100.00","1226.61",".00",".00",".00","1226.61","","{373F8951-5B24-0CEA-CFE0-41AD28392895}"
"31166","33892","36455.43","50.00","24.02",".00","74.02","36529.45","4263.34",".00",".00","4263.34","32266.11",".00","34170.36","172648.66","74.02","172722.68","206893.04","170363.59","4263.34","174626.93","32266.11","","{02B052D0-8E7D-4BC6-0B50-80C25A924498}"
"31167","33893","20981.01","2850.00",".00",".00","2850.00","23831.01","170.00",".00",".00","170.00","23661.01",".00","17145.60","6543.34","2850.00","9393.34","26538.94","2707.93","170.00","2877.93","23661.01","","{DA39F3CE-8CD3-91C4-16A2-FF2903C8F032}"
"31168","33894","3251.23",".00","5.78",".00","5.78","3257.01",".00",".00",".00",".00","3257.01",".00","4713.39","217.79","5.78","223.57","4936.96","1679.95",".00","1679.95","3257.01","","{97906F46-4FEE-C3A3-3AD1-34565D5D3D50}"
"31188","33911","772.32",".00",".00",".00",".00","772.32","400.00",".00",".00","400.00","372.32",".00",".00","14660.22",".00","14660.22","14660.22","13887.90","400.00","14287.90","372.32","","{9EDC934D-BDA7-5E84-2DAF-11CC9ACD5D9D}"
"31189","33912","611.31",".00",".00",".00",".00","611.31",".00",".00",".00",".00","611.31",".00","611.31","26.00",".00","26.00","637.31","26.00",".00","26.00","611.31","","{DD94B367-632F-0176-1A4D-F30B2D2EEC58}"
"31190","33913","24819.12",".00",".00",".00",".00","24819.12","816.52",".00",".00","816.52","24002.60",".00","22470.21","225105.65",".00","225105.65","247575.86","222756.74","816.52","223573.26","24002.60","","{700F1C9B-B538-230F-2BC6-3017F9CDCEF5}"
"31192","33915","4086.06","2767.00",".00",".00","2767.00","6853.06","369.60",".00",".00","369.60","6483.46","30000.00","5456.06",".00","2767.00","2767.00","8223.06","1370.00","369.60","1739.60","6483.46","","{1CDC29C2-B00C-7AB1-C14E-7506D06EA308}"
