"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"32923","36953","6","328.00","8","664.88","58","1399.00","1","65.87","73","2457.75",".00","664.88","65.87","743.66","1474.41",".00",".00",".00",".00",".00","","{49A5E1EB-43BE-543E-67DB-A0EB7DBDE230}"
"33099","37180","13","15876.46","0",".00","3","200.00","0",".00","16","16076.46",".00",".00",".00","16668.82","16668.82",".00",".00",".00",".00",".00","","{A4605ECF-80CC-B343-2EB1-6CC9CBBCFD6E}"
"33102","37183","120","58438.00","3","55512.13","3952","60592.54","0",".00","4075","174542.67",".00","55512.13",".00","164693.04","220205.17",".00",".00",".00",".00",".00","","{95AB497B-A6E2-A652-75B7-2EADE1DD2CDD}"
"33105","37188","18","19630.00","0",".00","133","4687.43","0",".00","151","24317.43","911.27",".00",".00","361788.89","361788.89",".00",".00",".00",".00",".00","","{E7B72758-A39D-428D-C809-E8772AF6E572}"
"33106","37189","12","11000.00","0",".00","0",".00","0",".00","12","11000.00",".00",".00",".00","40406.17","40406.17",".00",".00",".00",".00",".00","","{4D443D78-2FEB-5F4C-3F7C-BACB6CAE23AD}"
"33108","37191","4357","2368705.90","22","255839.14","7482","297843.84","0",".00","11861","2922388.88","46.00","255839.14",".00","3112499.88","3368339.02",".00",".00",".00",".00",".00","","{72E74C00-3A7F-30B7-12B0-9E28DE14A870}"
"33112","37195","41","54625.00","8","244675.79","216","6711.00","0",".00","265","306011.79",".00","244675.79",".00","52269.27","296945.06",".00",".00",".00",".00",".00","","{AEE872FC-2F16-CF3C-22E1-2C8FB4872645}"
"33119","37203","3","600.00","0",".00","2","30.00","0",".00","5","630.00",".00",".00",".00","788.08","788.08","4500.00",".00","4500.00",".00","4500.00","","{A928C036-45CB-CAEB-16A6-F4B626441D3A}"
"33134","37220","7","28550.00","6","27757.35","3","205.00","0",".00","16","56512.35",".00","27757.35",".00","68508.44","96265.79",".00",".00",".00",".00",".00","","{FFD6CD40-4470-1329-1B88-AB3AAB2B93D3}"
"33140","37229","54","59075.00","11","100351.11","37","2070.00","0",".00","102","161496.11",".00","100351.11",".00","150969.47","251320.58","150000.00",".00","150000.00",".00","150000.00","","{5BCF661C-CA5A-EB95-9334-C567F8281E8F}"
"33166","37257","19","20727.00","0",".00","15","1160.00","0",".00","34","21887.00",".00",".00",".00","812.14","812.14",".00","500.00","500.00",".00","500.00","","{2487E5A6-D324-789F-78EB-CAA9323E958E}"
"33167","37258","2","5500.00","2","435.00","7","700.00","0",".00","11","6635.00",".00","435.00",".00","2079.98","2514.98","500.00",".00","500.00",".00","500.00","","{2EA1B7AE-8B1A-240C-5249-F0080626D430}"
"33168","37259","4","3450.00","0",".00","19","1525.36","0",".00","23","4975.36",".00",".00",".00","20519.20","20519.20","500.00",".00","500.00",".00","500.00","","{94D7DB22-64BD-BCA0-0BD8-EF4BF0347F43}"
"33169","37260","10","8800.00","0",".00","8","500.00","0",".00","18","9300.00",".00",".00",".00","2570.28","2570.28","500.00",".00","500.00",".00","500.00","","{7FE12FEA-DBF0-B974-E88C-2EC6D9C93159}"
"33170","37261","3","5625.00","2","378.43","11","600.00","0",".00","16","6603.43",".00","378.43",".00","5012.92","5391.35","500.00",".00","500.00",".00","500.00","","{A024D69F-B694-EC08-AC4C-CDB79889C3AC}"
"33171","37262","0",".00","0",".00","3","200.00","0",".00","3","200.00",".00",".00",".00","6209.91","6209.91","500.00",".00","500.00",".00","500.00","","{A327A81B-29C9-C2A2-A105-0930A1C60011}"
