"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"84137","91632","1577.39","18245.00",".00",".00","18245.00","19822.39","11062.42",".00",".00","11062.42","8759.97",".00","1577.39",".00","18245.00","18245.00","19822.39",".00","11062.42","11062.42","8759.97","","{96CF7783-9FF4-FF98-D4F2-0C72503CF2A1}"
"84611","92229","16985.82","2730.00",".00",".00","2730.00","19715.82","9343.56",".00",".00","9343.56","10372.26",".00","8214.39","15308.36","2730.00","18038.36","26252.75","6536.93","9343.56","15880.49","10372.26","","{F4032DA0-13EE-5781-55AB-6D8DD2DA96CB}"
"84619","92237","83670.71","340.00",".70",".00","340.70","84011.41","8050.28",".00",".00","8050.28","75961.13",".00","83670.71",".00","340.70","340.70","84011.41",".00","8050.28","8050.28","75961.13","","{0A7E6F9E-8056-106D-68C8-C6465BBCA5D2}"
"84620","92238","67240.80","2670.00",".47",".00","2670.47","69911.27","20831.48",".00",".00","20831.48","49079.79",".00","67240.80",".00","2670.47","2670.47","69911.27",".00","20831.48","20831.48","49079.79","","{F9171093-8AD9-4068-89BC-507FB0DB83E7}"
"84625","92249","14491.12","1693.05",".40",".00","1693.45","16184.57","147.60",".00",".00","147.60","16036.97",".00","14491.12",".00","1693.45","1693.45","16184.57",".00","147.60","147.60","16036.97","","{65506E8A-4F01-8E09-3AB6-EA498305A6E0}"
"84630","92258","900.00",".00",".00",".00",".00","900.00",".00",".00",".00",".00","900.00",".00","900.00",".00",".00",".00","900.00",".00",".00",".00","900.00","","{42DF61BF-8E4E-8A29-3BAD-D12D11E76C42}"
"84631","92259","900.00",".00",".00",".00",".00","900.00",".00",".00",".00",".00","900.00",".00","900.00",".00",".00",".00","900.00",".00",".00",".00","900.00","","{EFA76856-C305-1A39-FA25-6340C2C33AA2}"
"84635","92264","934.26","2043.35",".00",".00","2043.35","2977.61",".00","2977.61",".00","2977.61",".00",".00","715.40","6077.61","2043.35","8120.96","8836.36","5858.75","2977.61","8836.36",".00","","{11319FED-2202-666B-C42D-91D972DC2606}"
"84677","92323",".00","125.00",".00","10000.00","10125.00","10125.00","918.62",".00",".00","918.62","9206.38","10000.00",".00",".00","10125.00","10125.00","10125.00",".00","918.62","918.62","9206.38","","{CE855C3F-1459-D00B-B361-9D2C068306F1}"
"84699","92344",".00","35.00",".00",".00","35.00","35.00","35.00",".00",".00","35.00",".00",".00",".00",".00","35.00","35.00","35.00",".00","35.00","35.00",".00","","{8B9B914F-BA54-7E6E-C078-2DF124C4BBCE}"
