"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"14333","14403","1270.65",".00",".00",".00",".00","1270.65",".00",".00",".00",".00","1270.65",".00","1041.03","259.62",".00","259.62","1300.65","30.00",".00","30.00","1270.65","","{70EFBE91-E751-F511-F76A-7F7B1A6FF1F9}"
"14334","14404","1270.65",".00",".00",".00",".00","1270.65",".00",".00",".00",".00","1270.65",".00","1041.03","259.62",".00","259.62","1300.65","30.00",".00","30.00","1270.65","","{70EFBE91-E751-F511-F76A-7F7B1A6FF1F9}"
"14337","14407","1270.65",".15",".00",".00",".15","1270.80","30.00",".00",".00","30.00","1240.80",".00","1041.03","259.62",".15","259.77","1300.80","30.00","30.00","60.00","1240.80","","{70EFBE91-E751-F511-F76A-7F7B1A6FF1F9}"
"14338","14408","1240.80","543.33",".00",".00","543.33","1784.13","30.00",".00",".00","30.00","1754.13",".00","1041.03","259.77","543.33","803.10","1844.13","60.00","30.00","90.00","1754.13","","{3A8EAE46-1603-A022-928A-90073A21E90F}"
"14339","14409","1240.80","635.83",".00",".00","635.83","1876.63","30.00",".00",".00","30.00","1846.63",".00","1041.03","259.77","635.83","895.60","1936.63","60.00","30.00","90.00","1846.63","","{3A8EAE46-1603-A022-928A-90073A21E90F}"
"14340","14410","1846.63","7.59",".00",".00","7.59","1854.22","30.00",".00",".00","30.00","1824.22",".00","1041.03","895.60","7.59","903.19","1944.22","90.00","30.00","120.00","1824.22","","{BA35C389-63AD-4DE1-46C5-54488F9645E1}"
"14383","14452","1097.43","279.00",".00",".00","279.00","1376.43",".00",".00",".00",".00","1376.43",".00","970.83",".00","279.00","279.00","1249.83",".00",".00",".00","1249.83","","{3E08BC79-4C12-40FA-4E1B-510506E17298}"
"14389","14458",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","2682.50",".00","2682.50","2682.50","2682.50",".00","2682.50",".00","","{60F5A452-8900-D9EF-9B77-2B85C915451C}"
"14400","14469","20259.84",".00",".00",".00",".00","20259.84","280.00",".00",".00","280.00","19979.84",".00","25787.85",".00",".00",".00","25787.85","5528.01","280.00","5808.01","19979.84","","{736B588E-DA9D-6FE7-4C39-A0B750412708}"
"14402","14471",".00","21700.00",".00",".00","21700.00","21700.00",".00",".00",".00",".00","21700.00",".00",".00",".00","21700.00","21700.00","21700.00",".00",".00",".00","21700.00","","{BCF35E51-D7C3-FCAF-2983-AB2C4DF22619}"
