"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"22879","23677","3258.05","3085.00",".00",".00","3085.00","6343.05","1299.23",".00",".00","1299.23","5043.82",".00",".00","8746.72","3085.00","11831.72","11831.72","5488.67","1299.23","6787.90","5043.82","","{11A9C685-80E5-C610-CDDF-4C188358EECF}"
"22880","23678","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00",".00","3243.49",".00","3243.49","3243.49","3203.67",".00","3203.67","39.82","","{EFD7FB05-572D-501A-997F-488DE26EB3A0}"
"22885","23683","888.46","5774.83",".00",".00","5774.83","6663.29","5539.02",".00",".00","5539.02","1124.27",".00",".00","2580.00","5774.83","8354.83","8354.83","1691.54","5539.02","7230.56","1124.27","","{D05E3916-DB66-5429-2FBD-32936F084C7D}"
"22887","23685","233.04",".00",".00",".00",".00","233.04",".00",".00",".00",".00","233.04",".00","20.00","2500.00",".00","2500.00","2520.00","2286.96",".00","2286.96","233.04","","{C6F97993-790B-E038-AEB4-45720DF6EDC7}"
"22890","23688","20458.06",".00",".00",".00",".00","20458.06",".00",".00",".00",".00","20458.06","5500.00","9228.77","18906.17",".00","18906.17","28134.94","7676.88",".00","7676.88","20458.06","","{F755C766-5E93-AEC9-8847-9BC968F52CB8}"
"22891","23689","20458.06",".00",".00",".00",".00","20458.06",".00",".00",".00",".00","20458.06","5500.00","9228.77","18906.17",".00","18906.17","28134.94","7676.88",".00","7676.88","20458.06","","{92616B97-B372-0538-0E2E-7C1656B8C1E9}"
"22892","23690","20458.06","275.00",".00",".00","275.00","20733.06",".00",".00",".00",".00","20733.06","5500.00","9228.77","18906.17","275.00","19181.17","28409.94","7676.88",".00","7676.88","20733.06","","{18438CE5-F849-13F2-E812-BF0260AE28E9}"
"22901","23699","430.31","2035.34",".00",".00","2035.34","2465.65","1267.29",".00",".00","1267.29","1198.36",".00",".00","1431.00","2035.34","3466.34","3466.34","1000.69","1267.29","2267.98","1198.36","","{C518DC96-E1DA-7FD7-2E49-D209E8161875}"
"22904","23702","1226.61",".00",".00",".00",".00","1226.61",".00",".00",".00",".00","1226.61","1181.72","1126.61","100.00",".00","100.00","1226.61",".00",".00",".00","1226.61","","{04D24D95-AC4D-0E9D-5989-5FFDE00276B0}"
"22913","23710",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C06AFCEF-A131-2CB3-061D-C75E22137218}"
"22915","23712","51.42","1401.00",".00","320.00","1721.00","1772.42","1553.66",".00",".00","1553.66","218.76","420.00",".00","733.88","1721.00","2454.88","2454.88","682.46","1553.66","2236.12","218.76","","{96345E7A-6315-17D7-F2AB-BDA6CD5F0B07}"
"22916","23713","1475.00","2463.28",".00",".00","2463.28","3938.28","428.28",".00",".00","428.28","3510.00",".00",".00","1475.00","2463.28","3938.28","3938.28",".00","428.28","428.28","3510.00","","{5BD76F4F-CEAE-5180-1181-0B2480B580F8}"
"22920","23717","55710.20","11143.98","5.56",".00","11149.54","66859.74","1967.57",".00",".00","1967.57","64892.17",".00","44558.56","17804.90","11149.54","28954.44","73513.00","6653.26","1967.57","8620.83","64892.17","","{C32E057E-7BB7-6699-7301-A4A86C312B0F}"
