"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"89534","97367","47.35",".00",".00",".00",".00","47.35",".00",".00",".00",".00","47.35",".00","47.35",".00",".00",".00","47.35",".00",".00",".00","47.35","","{DA4A1ABB-1D56-63A3-3620-B5ED3C6A6000}"
"90669","98491","185.00",".00",".00",".00",".00","185.00",".00",".00",".00",".00","185.00",".00","185.00",".00",".00",".00","185.00",".00",".00",".00","185.00","","{58AA3A8F-561A-2E21-4D82-B0288A3A18E1}"
"91189","99044","525.00","334.99",".00",".00","334.99","859.99","443.99",".00",".00","443.99","416.00",".00",".00","735.00","334.99","1069.99","1069.99","210.00","443.99","653.99","416.00","","{46F93A79-2FEE-B225-4ACB-CA45C91AC449}"
"91875","99742","11091.62","6795.00",".00",".00","6795.00","17886.62","12348.40",".00",".00","12348.40","5538.22","20560.24",".00","112439.64","6795.00","119234.64","119234.64","101348.02","12348.40","113696.42","5538.22","","{FAA5EEBE-C632-5F0C-4268-8D303756E864}"
"92023","99901","29155.20","6350.00",".00",".00","6350.00","35505.20","5920.00",".00",".00","5920.00","29585.20","7013.00","288.72","63147.15","6350.00","69497.15","69785.87","34280.67","5920.00","40200.67","29585.20","","{A011DB98-78DB-BC2C-07D3-951E132FACA9}"
"92025","99903","125.00","35.00",".00",".00","35.00","160.00","130.47",".00",".00","130.47","29.53",".00",".00","125.00","35.00","160.00","160.00",".00","130.47","130.47","29.53","","{2312DDB3-5A4B-EC9B-C93E-85E9FEAE48F6}"
"92027","99905","446.85",".00",".00",".00",".00","446.85",".00",".00",".00",".00","446.85",".00","501.97",".00",".00",".00","501.97","55.12",".00","55.12","446.85","","{FB3E20D4-D15D-83DA-5BDD-5C317B2EC4B9}"
"92029","99907",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0296819B-1776-2089-AD00-290617DCA8D9}"
"92030","99908","91621.27","28.00",".00",".00","28.00","91649.27",".00",".00",".00",".00","91649.27",".00","95677.53","60.00","28.00","88.00","95765.53","4116.26",".00","4116.26","91649.27","","{B2DF9BE9-B9B1-2C20-FF7B-030A3C1FE8F8}"
"92031","99909","14785.77",".00",".00",".00",".00","14785.77",".00",".00",".00",".00","14785.77",".00","11773.92","3800.00",".00","3800.00","15573.92","788.15",".00","788.15","14785.77","","{C25AA2D1-125B-D8FC-86DB-719D84FB6C3C}"
"92033","99911","611.31",".00",".00",".00",".00","611.31",".00",".00",".00",".00","611.31",".00","611.31",".00",".00",".00","611.31",".00",".00",".00","611.31","","{1FDC1B69-4390-C402-165C-E5DE31D1B790}"
