"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"64186","71312","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{179AF3BB-9F4B-3B46-B202-13226CA59C9B}"
"64194","71321","6","929.08","0",".00","5","287.00","0",".00","11","1216.08",".00",".00",".00","382.88","382.88",".00",".00",".00",".00",".00","","{F9FE8C56-5AE4-C4A2-8D37-84D847F72B94}"
"70754","80250","9","2600.00","6","2578.95","9","700.00","0",".00","24","5878.95",".00","2578.95",".00","6591.35","9170.30",".00","6560.00","6560.00",".00","6560.00","","{A01A4771-A9F4-E72D-8F0C-14687F39A41E}"
"71586","81195","12","2055.29","0",".00","1","54.75","0",".00","13","2110.04",".00",".00",".00",".00",".00","2373.26",".00","2373.26","2373.26",".00","","{098D3112-98FB-F8A7-4501-6D9352613949}"
"71593","81202","0",".00","0",".00","0",".00","0",".00","0",".00","200.00",".00",".00","200.00","200.00","14404.13",".00","14404.13",".00","14404.13","","{1A4D0C72-3782-CC42-CEA8-0347807561AF}"
"71642","81251","1","100.00","0",".00","0",".00","0",".00","1","100.00",".00",".00",".00","1086.53","1086.53",".00",".00",".00",".00",".00","","{7C12308A-F3D3-7079-7C91-207E5FC9BA9E}"
"71693","81308","2","1000.00","0",".00","1",".16","0",".00","3","1000.16",".00",".00",".00","2879.98","2879.98","1265.07",".00","1265.07",".00","1265.07","","{7A15D1F7-5423-AEB3-6A90-2B97128C7027}"
"71770","81387","4","700.00","6","4039.75","4","200.00","0",".00","14","4939.75","255.00","4039.75",".00","7068.77","11108.52","5000.00","6000.00","11000.00",".00","11000.00","","{CA70375C-BAF1-FA2A-6649-7AC08A5BA5D3}"
"71853","81473","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","335.80","335.80",".00",".00",".00",".00",".00","","{64D25AE7-4E73-00BB-60DA-12E126412F7F}"
"71863","81483","13","5500.00","3","22563.80","13","1050.00","0",".00","29","29113.80",".00","22563.80",".00","176724.70","199288.50","10000.00","1000.00","11000.00",".00","11000.00","","{B512A4B5-8257-7312-E37B-855B3DD726B6}"
"72005","81631","11","7500.00","0",".00","2","150.00","0",".00","13","7650.00",".00",".00",".00","17965.55","17965.55","25000.00",".00","25000.00",".00","25000.00","","{55BEA86D-2AD4-196F-38F6-8F524DDD8D6E}"
"72010","81636","4","1550.00","4","655.70","18","880.00","0",".00","26","3085.70",".00","655.70",".00","2481.74","3137.44",".00",".00",".00",".00",".00","","{11B49BED-4F36-6D54-3F6F-CB3C2157C16F}"
"72034","81664","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","10030.44","10030.44",".00",".00",".00",".00",".00","","{5D051A3B-BF4C-8DA3-BE0E-31F334442756}"
"72237","81884","7","3350.00","2","2716.94","7","550.00","0",".00","16","6616.94","500.00","2716.94",".00","6555.68","9272.62",".00",".00",".00",".00",".00","","{D5E1A076-287B-125E-E0F6-2DB75427E50A}"
"72270","81918","1","250.00","0",".00","3","250.00","1","50.00","5","550.00",".00",".00","50.00","12136.96","12186.96","5000.00",".00","5000.00",".00","5000.00","","{8F44AB56-B1ED-1AE8-5A85-E1586E667D7E}"
"72279","81927","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","820.00",".00","820.00",".00","820.00","","{A7596DED-23BE-75BF-101A-472844127970}"
"72282","81930","64","518150.00","3","17281.56","46","2472.91","0",".00","113","537904.47","412.27","17281.56",".00","925954.47","943236.03",".00","200000.00","200000.00",".00","200000.00","","{2F523020-BCAA-7182-1BE0-045865219860}"
