"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"87245","95080","600.00","615.00",".00",".00","615.00","1215.00",".00",".00",".00",".00","1215.00",".00",".00","600.00","615.00","1215.00","1215.00",".00",".00",".00","1215.00","","{BF01275C-C96B-7E71-EC1D-130FA0D09631}"
"96084","104243","710.69","10000.00",".00",".00","10000.00","10710.69","10360.00",".00",".00","10360.00","350.69",".00",".00","7586.94","10000.00","17586.94","17586.94","6876.25","10360.00","17236.25","350.69","","{1D3576F1-E11B-BB84-B642-408AF681B1B9}"
"104763","113275",".00",".00",".00","4125.00","4125.00","4125.00","3609.02",".00",".00","3609.02","515.98","4325.00",".00",".00","4125.00","4125.00","4125.00",".00","3609.02","3609.02","515.98","","{9492F9D4-6569-4B8A-FFC5-B73B609B6289}"
"104770","113282","515.98",".00",".00",".00",".00","515.98",".00",".00",".00",".00","515.98","4325.00",".00","4125.00",".00","4125.00","4125.00","3609.02",".00","3609.02","515.98","","{09352882-B0FE-AE69-E4AC-C6D1108E442D}"
"104814","113326",".00","100.00",".00","150.00","250.00","250.00","132.00",".00",".00","132.00","118.00","150.00",".00",".00","250.00","250.00","250.00",".00","132.00","132.00","118.00","","{9D8986B3-1C4D-E8F6-A92F-4FA7CA08E31A}"
"104824","113336","64282.94","10668.53",".00",".00","10668.53","74951.47","19034.77",".00",".00","19034.77","55916.70","300.00","64282.94",".00","10668.53","10668.53","74951.47",".00","19034.77","19034.77","55916.70","","{FC46A129-F414-0D87-1645-ED07475BC6AF}"
"104832","113344","67605.56","82186.44",".00",".00","82186.44","149792.00","128365.60",".00",".00","128365.60","21426.40",".00","12975.23","309688.75","82186.44","391875.19","404850.42","255058.42","128365.60","383424.02","21426.40","","{A34373F6-C3C8-C30E-BB26-CEAD08B6E543}"
"104841","113353",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{AC6343A1-0DBA-37EA-985B-A2CF3082E4B1}"
"104859","113372",".00","2786.15",".01",".00","2786.16","2786.16","1275.47",".00",".00","1275.47","1510.69",".00",".00",".00","2786.16","2786.16","2786.16",".00","1275.47","1275.47","1510.69","","{53ADC06F-CE0D-77E1-2723-B71BD22D6A3F}"
"104862","113375","1510.69","1735.38",".04",".00","1735.42","3246.11","3246.11",".00",".00","3246.11",".00",".00",".00","2786.16","1735.42","4521.58","4521.58","1275.47","3246.11","4521.58",".00","","{DAD6C25C-8F81-B833-B083-AC4588E5EB6D}"
