"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"17371","17548","1147.20","11358.95",".00","2000.00","13358.95","14506.15","13462.51",".00",".00","13462.51","1043.64","4000.00",".00","2000.00","13358.95","15358.95","15358.95","852.80","13462.51","14315.31","1043.64","","{1DE1EFBA-5E6B-4BA7-9830-ED7A77FB827C}"
"17479","17658","54433.72",".00",".00",".00",".00","54433.72","25594.34",".00",".00","25594.34","28839.38",".00","56803.94","46236.66",".00","46236.66","103040.60","48606.88","25594.34","74201.22","28839.38","","{204A1DB5-F722-27F2-7DDF-550D5F30D8EC}"
"17505","17683","46984.12","10361.80",".00",".00","10361.80","57345.92","11281.90",".00",".00","11281.90","46064.02",".00",".00","192246.69","10361.80","202608.49","202608.49","160243.75","11281.90","171525.65","31082.84","","{6B93E872-9211-2234-AE59-202324003EF1}"
"17542","17723","10379.04","3220.00",".00",".00","3220.00","13599.04","477.45",".00",".00","477.45","13121.59",".00",".00","34962.56","3220.00","38182.56","38182.56","24583.52","477.45","25060.97","13121.59","","{BFB2A19A-477F-6009-9D32-429329078E53}"
"17624","17957","31000.00","950.00",".00",".00","950.00","31950.00","3064.61",".00",".00","3064.61","28885.39",".00",".00","31369.80","950.00","32319.80","32319.80","369.80","3064.61","3434.41","28885.39","","{7C4578CA-29E0-4BFC-4CD1-9B435BD39604}"
"17637","17970","1839.96","2425.00",".00",".00","2425.00","4264.96","2203.87","133.79",".00","2337.66","1927.30","33.00",".00","2665.79","2425.00","5090.79","5090.79","825.83","2337.66","3163.49","1927.30","","{BA0545EF-70E5-11D7-BAFB-C1A772242083}"
"17657","17990","1601.16","5500.00",".00",".00","5500.00","7101.16","5315.95",".00",".00","5315.95","1785.21",".00","1111.42","71857.54","5500.00","77357.54","78468.96","71367.80","5315.95","76683.75","1785.21","","{E180A27E-16F3-74D8-0C13-BE4697929414}"
"17661","17994","50.00","125.41",".00",".00","125.41","175.41","57.75",".00",".00","57.75","117.66",".00",".00","579.00","125.41","704.41","704.41","529.00","57.75","586.75","117.66","","{55F7F399-89CE-0DA8-5214-3FD868010F4C}"
"17663","17996","13595.24","3165.00",".00",".00","3165.00","16760.24","1346.40",".00",".00","1346.40","15413.84",".00",".00","21031.97","3165.00","24196.97","24196.97","7436.73","1346.40","8783.13","15413.84","","{D0EB19C9-B69A-0583-E44B-973FCA914F7F}"
"17667","18001","48342.42","6450.00","470.00",".00","6920.00","55262.42","4812.47",".00",".00","4812.47","50449.95","1386.56","37156.58","37310.56","6920.00","44230.56","81387.14","26124.72","4812.47","30937.19","50449.95","","{31D87BA3-9D2D-039A-9066-7D5ED6BCAF95}"
"17671","18005","86812.84","42284.76",".00",".00","42284.76","129097.60","16809.39","3000.00",".00","19809.39","109288.21","8404.13",".00","726007.60","42284.76","768292.36","768292.36","639194.76","19809.39","659004.15","109288.21","","{BB05C5F8-D391-DA87-16CB-56B6C46AE173}"
"17681","18015","25.00",".00",".00",".00",".00","25.00",".00",".00",".00",".00","25.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F6EC6CB1-A0CD-E072-2776-BE74AD652EA8}"
"17686","18020","12377.79","12637.63",".00","10000.00","22637.63","35015.42","23015.42","12000.00",".00","35015.42",".00",".00",".00","20836.00","22637.63","43473.63","43473.63","8458.21","35015.42","43473.63",".00","","{9AC83FA8-9433-7E26-4611-E25C80088377}"
"17687","18021","12377.79","12637.63",".00","10000.00","22637.63","35015.42","23015.42","12000.00",".00","35015.42",".00",".00",".00","20836.00","22637.63","43473.63","43473.63","8458.21","35015.42","43473.63",".00","","{9AC83FA8-9433-7E26-4611-E25C80088377}"
"17695","18030","29632.74","29370.39","617.47",".00","29987.86","59620.60","26180.20",".00",".00","26180.20","33440.40",".00","54465.18","214593.44","29987.86","244581.30","299046.48","239425.88","26180.20","265606.08","33440.40","","{B1F0B4AA-480A-5343-BF92-9EA0BD9F6021}"
"17698","18033","1535.88","500.00","352.80",".00","852.80","2388.68","1100.00",".00",".00","1100.00","1288.68",".00","10755.54","850.00","852.80","1702.80","12458.34","10069.66","1100.00","11169.66","1288.68","","{B1694F1A-746D-5043-279C-66C2320F7D0F}"
"17706","18041",".00","100.00",".00",".00","100.00","100.00",".00",".00",".00",".00","100.00",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{18D46AA0-5915-6435-93FF-C0B3DDA9518B}"
"17712","18047",".00","1515.00",".00","10000.00","11515.00","11515.00","625.82",".00",".00","625.82","10889.18","10000.00",".00",".00","11515.00","11515.00","11515.00",".00","625.82","625.82","10889.18","","{D065DE57-9296-026B-4EAD-324975369D46}"
"17714","18050","11323.67","450.00","402.80",".00","852.80","12176.47","9039.30",".00",".00","9039.30","3137.17",".00","13734.57","36959.69","852.80","37812.49","51547.06","39370.59","9039.30","48409.89","3137.17","","{CB963A94-45CA-8819-EEB1-EBBED1279983}"
"17715","18051",".00","150.00",".00","270.34","420.34","420.34","273.22",".00",".00","273.22","147.12","270.34",".00",".00","420.34","420.34","420.34",".00","273.22","273.22","147.12","","{0CA7A8F1-0671-1160-5238-5E568BBCFC2A}"
"17719","18057","50.00",".00",".00",".00",".00","50.00",".00",".00",".00",".00","50.00",".00","50.00",".00",".00",".00","50.00",".00",".00",".00","50.00","","{C4E7FB37-807A-D187-0FFE-9549DCFF0579}"
"17724","18061","8358.19","234.66",".00",".00","234.66","8592.85","3415.05",".00",".00","3415.05","5177.80","5000.00",".00","11941.38","234.66","12176.04","12176.04","3583.19","3415.05","6998.24","5177.80","","{B6B0F872-A868-6808-33DA-544CE0BA5718}"
"17736","18073",".00","22330.27",".00",".00","22330.27","22330.27","1868.58",".00",".00","1868.58","20461.69",".00",".00",".00","22330.27","22330.27","22330.27",".00","1868.58","1868.58","20461.69","","{64657026-DAB1-2C24-83EE-725A1FF7191D}"
"17737","18074",".00","37188.40",".00","4000.00","41188.40","41188.40","27319.21",".00",".00","27319.21","13869.19","4352.80",".00","352.80","41188.40","41541.20","41541.20","352.80","27319.21","27672.01","13869.19","","{0FA22974-C779-FA0A-5908-8CA7CEAA10F7}"
"17740","18077","23353.11","47200.00","352.80",".00","47552.80","70905.91","10069.81",".00",".00","10069.81","60836.10","28000.00",".00","266922.27","47552.80","314475.07","314475.07","243569.16","10069.81","253638.97","60836.10","","{EFDF2D74-31DC-337E-02F2-73C717669FF3}"
"17741","18078","1684.15","32485.64",".00",".00","32485.64","34169.79","33371.53",".00",".00","33371.53","798.26",".00",".00","55920.01","32485.64","88405.65","88405.65","54235.86","33371.53","87607.39","798.26","","{22B3C5C7-70AD-82DB-0F97-0F12C8BFD6E6}"
"17748","18085","50.00",".00",".00",".00",".00","50.00",".00",".00",".00",".00","50.00",".00","50.00",".00",".00",".00","50.00",".00",".00",".00","50.00","","{4C20A31E-8AD1-4646-14A3-6D781208D728}"
"17750","18087","54268.22","49175.54",".00",".00","49175.54","103443.76","38148.76",".00",".00","38148.76","65295.00",".00",".00","81399.89","49175.54","130575.43","130575.43","27131.67","38148.76","65280.43","65295.00","","{498B5644-A4F5-72D1-B001-DEDCCC306DF4}"
"17762","18100","1724.35",".00",".00",".00",".00","1724.35",".00",".00",".00",".00","1724.35","2301.00",".00","30408.45",".00","30408.45","30408.45","28684.10",".00","28684.10","1724.35","","{280BEDBC-AFB2-33A1-2C55-16A41B09FAF3}"
"17766","18103","26948.95","97255.00",".00","2000.00","99255.00","126203.95","126067.27",".00",".00","126067.27","136.68","87133.92",".00","262503.95","99255.00","361758.95","361758.95","235555.00","126067.27","361622.27","136.68","","{51AC8B34-873B-41B9-5798-9060DA6EE487}"
"17780","18114","8072.96","13135.00",".00",".00","13135.00","21207.96","5271.92",".00",".00","5271.92","15936.04",".00","9019.93","38104.49","13135.00","51239.49","60259.42","39051.46","5271.92","44323.38","15936.04","","{DBFEFF23-8F62-6E94-39F5-F5805B7E7DF8}"
"17789","18120","86148.86","20651.67",".00",".00","20651.67","106800.53","5297.62",".00",".00","5297.62","101502.91",".00","87516.56","120259.61","20651.67","140911.28","228427.84","121627.31","5297.62","126924.93","101502.91","","{C0A284BD-8B37-5C56-EF0A-0779CCA3F4BB}"
"17791","18122","15027.76","6750.00",".00",".00","6750.00","21777.76","679.19",".00",".00","679.19","21098.57",".00","16124.04","22788.02","6750.00","29538.02","45662.06","23884.30","679.19","24563.49","21098.57","","{B2D7F177-92CC-901A-169A-66AB568C374D}"
"17798","18129","17123.31",".61",".00",".00",".61","17123.92","4429.51",".00",".00","4429.51","12694.41",".00","18639.44","16663.96",".61","16664.57","35304.01","18180.09","4429.51","22609.60","12694.41","","{42F0CF12-5A21-80A8-7665-93649D6815FB}"
"17802","18133",".00","1952.50",".00",".00","1952.50","1952.50","552.50",".00",".00","552.50","1400.00",".00",".00",".00","1952.50","1952.50","1952.50",".00","552.50","552.50","1400.00","","{ED411CB9-8B0C-C816-F57D-B64935090A75}"
"17805","18136",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","155.00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6879F504-97E9-C81C-6738-F35EBAF32223}"
"17807","18139","200.00",".00",".00",".00",".00","200.00",".00",".00",".00",".00","200.00",".00",".00","200.00",".00","200.00","200.00",".00",".00",".00","200.00","","{DBA1775E-19BE-A5DA-EBF5-D0B2698459A9}"
"17810","18142","282448.31","64727.25",".00",".00","64727.25","347175.56","30641.54",".00",".00","30641.54","316534.02",".00",".00","833073.95","64727.25","897801.20","897801.20","550625.64","30641.54","581267.18","316534.02","","{9421C60D-3C9B-5A25-67E7-21DF5E36F250}"
"17812","18144","1338.68",".00",".00",".00",".00","1338.68",".00",".00",".00",".00","1338.68",".00",".00","13239.14",".00","13239.14","13239.14","11900.46",".00","11900.46","1338.68","","{8F288A1C-B5A7-3525-B48E-D0E605696365}"
"17813","18145","32842.77","552.80",".00",".00","552.80","33395.57","803.57",".00",".00","803.57","32592.00",".00",".00","124682.54","552.80","125235.34","125235.34","91839.77","803.57","92643.34","32592.00","","{482D00C8-EF0C-7836-B24C-B3DB4D22C438}"
"17815","18147","1128.20","5500.00",".00",".00","5500.00","6628.20","2872.49",".00",".00","2872.49","3755.71",".00",".00","2152.72","5500.00","7652.72","7652.72","1024.52","2872.49","3897.01","3755.71","","{C52587A1-A79E-5824-2E50-28365A286E0E}"
"17816","18148",".00",".00",".00","100000.00","100000.00","100000.00","33452.74",".00",".00","33452.74","66547.26","100000.00",".00",".00","100000.00","100000.00","100000.00",".00","33452.74","33452.74","66547.26","","{87D2E170-E51A-33FD-922F-6D7B794C2E22}"
