"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"36957","40117","15.00","520.00",".00","21.19","541.19","556.19","21.19",".00",".00","21.19","535.00","4147.19",".00","3806.89","541.19","4348.08","4348.08","3791.89","21.19","3813.08","535.00","","{426A9B06-187A-B067-5525-9743F9FF8F5F}"
"37161","40362","314.80",".00",".00",".00",".00","314.80",".00",".00",".00",".00","314.80",".00","314.80","100.00",".00","100.00","414.80","100.00",".00","100.00","314.80","","{76838510-4D1C-207A-C7FB-5F4612064689}"
"37164","40365","100.00","200.00",".00",".00","200.00","300.00","76.20",".00",".00","76.20","223.80",".00",".00","100.00","200.00","300.00","300.00",".00","76.20","76.20","223.80","","{8937669A-4244-8DD7-2F77-3E053BCEDE5A}"
"37171","40372","10.70","9.26",".04","10.74","20.04","30.74","20.00","10.74",".00","30.74",".00",".00","10.70",".00","20.04","20.04","30.74",".00","30.74","30.74",".00","","{C3FCD3E9-B21E-C56A-0B52-B4715185FCE8}"
"37173","40374","26069.41","7234.48",".00","7500.00","14734.48","40803.89","27846.86",".00",".00","27846.86","12957.03","17500.00",".00","41693.13","14734.48","56427.61","56427.61","15623.72","27846.86","43470.58","12957.03","","{482C483B-2806-BA91-2613-681A2F96BEF0}"
"37174","40375","433.56",".00",".00",".00",".00","433.56",".00",".00",".00",".00","433.56","4900.00","500.00","525.00",".00","525.00","1025.00","591.44",".00","591.44","433.56","","{73D629A4-CEDB-03DE-5D41-1FDB6598DF41}"
"37181","40380","43.00","1175.00",".00",".00","1175.00","1218.00","54.67",".00",".00","54.67","1163.33",".00",".00","43.00","1175.00","1218.00","1218.00",".00","54.67","54.67","1163.33","","{D6A72B59-768F-A47F-0D78-A40B4CFFA271}"
"37183","40382",".00","2480.85",".00",".00","2480.85","2480.85","2480.85",".00",".00","2480.85",".00",".00",".00","3068.89","2480.85","5549.74","5549.74","3068.89","2480.85","5549.74",".00","","{09463D7C-D859-BC9C-3CDB-634D26484B0C}"
"37186","40385",".00","3068.89",".00",".00","3068.89","3068.89","3068.89",".00",".00","3068.89",".00",".00",".00",".00","3068.89","3068.89","3068.89",".00","3068.89","3068.89",".00","","{11604942-D8D4-F52D-F609-C16AB7E3F986}"
"37187","40386",".00","1103.97",".00",".00","1103.97","1103.97","301.57",".00",".00","301.57","802.40",".00",".00",".00","1103.97","1103.97","1103.97",".00","301.57","301.57","802.40","","{0318BC14-E410-947A-1B9F-E7DE5AEE44AB}"
"37189","40388",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{45EEC5A7-D991-8255-0707-51FD41EA02E1}"
"37190","40389","615.00","3424.99",".00",".00","3424.99","4039.99","2973.73",".00",".00","2973.73","1066.26","15.00",".00","615.00","3424.99","4039.99","4039.99",".00","2973.73","2973.73","1066.26","","{419E56BC-84D1-EC06-0D7B-F178B85C4AEF}"
"37191","40390","10814.77","5957.93",".00",".00","5957.93","16772.70","2908.20",".00",".00","2908.20","13864.50",".00",".00","103947.30","5957.93","109905.23","109905.23","93132.53","2908.20","96040.73","13864.50","","{B0245202-1573-B615-B922-47DA7264308A}"
"37196","40395",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3FAA20D8-999D-AAE7-C434-A644B9DC2533}"
"37198","40397",".00","4415.00",".00",".00","4415.00","4415.00","670.64",".00",".00","670.64","3744.36","58.00",".00",".00","4415.00","4415.00","4415.00",".00","670.64","670.64","3744.36","","{3A755114-15CD-7AB0-D244-8B21DFFA7D41}"
"37199","40398",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3DC55753-7B06-8B81-DED4-E9A5F9038144}"
"37200","40399",".00","200.00",".00",".00","200.00","200.00","75.99",".00",".00","75.99","124.01",".00",".00",".00","200.00","200.00","200.00",".00","75.99","75.99","124.01","","{BFA113B0-939C-783D-B983-C01E3062F1A5}"
"37201","40400","745.30",".00",".00",".00",".00","745.30","15.00",".00",".00","15.00","730.30",".00","582.98","8935.00",".00","8935.00","9517.98","8772.68","15.00","8787.68","730.30","","{89B5F33D-C0DE-F9A3-3065-485FBE0CE952}"
"37203","40402","6796.96","7684.38",".00","1340.66","9025.04","15822.00","9051.16",".00",".00","9051.16","6770.84","5615.07",".00","21234.28","9025.04","30259.32","30259.32","14437.32","9051.16","23488.48","6770.84","","{35FF5ADE-DB49-A595-D475-558C4DC497CB}"
"37205","40404",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00",".00","100.00","100.00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{8AD0B8B0-89AE-EC18-1D74-BDE7EBBD3CA6}"
