"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"106636","118827","4","19050.00","0",".00","10","2582.22","0",".00","14","21632.22","1280.81",".00",".00","24524.95","24524.95",".00",".00",".00",".00",".00","","{16158F0A-9AC7-E359-00CC-9112874EB0A0}"
"115997","130422","7","3500.00","0",".00","24","235.81","0",".00","31","3735.81",".00",".00",".00","3181.22","3181.22","5646.86",".00","5646.86",".00","5646.86","","{2981D654-0BDA-D61E-1712-4A2373531B55}"
"116842","131405","86","265040.00","12","78878.24","45","2330.00","0",".00","143","346248.24","700.00","78878.24",".00","227353.74","306231.98",".00",".00",".00",".00",".00","","{2EB1CA4C-F0D0-88CC-E31A-6DDB81ACE477}"
"117011","131590","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4FB82A15-9649-85D7-03C2-5C3F39EF3E45}"
"117012","131591","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1400.00","1400.00",".00",".00",".00",".00",".00","","{AEB126E7-C04E-CFD9-5245-8AC81C60B2F7}"
"117013","131592","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","100.00",".00","100.00",".00","100.00","","{A0BEFCCC-4A5C-C525-CC54-74E2D2760306}"
"117015","131594","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8F938DC5-E29B-34DE-23CB-E40FE827CD39}"
"117016","131595","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8AD6A6D3-BD00-9387-9D07-1DEDFF8E5B2A}"
"117018","131597","0",".00","1","254.93","0",".00","0",".00","1","254.93",".00","254.93",".00",".00","254.93","18034.06",".00","18034.06",".00","18034.06","","{EEB171A8-0E83-582C-8312-1DB4A8406BA3}"
"117022","131601","7","2815.00","0",".00","3","275.00","0",".00","10","3090.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0C2EC6BD-907C-A8FF-D023-8F1BB001068A}"
"117027","131606","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3822.78",".00","3822.78",".00","3822.78","","{6DCBCB3B-3DC3-470A-17A0-19F3080426B5}"
"117029","131608","1","210.38","0",".00","0",".00","0",".00","1","210.38",".00",".00",".00",".00",".00","2544.56",".00","2544.56","2544.56",".00","","{218E0FFE-06DD-5141-78B7-E769E274EB1E}"
"117030","131609","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FFE73565-D60B-BBA5-AC85-7490DBE2BA87}"
