"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"109997","118827","2558.35","21632.22","1280.81",".00","22913.03","25471.38","24524.95",".00",".00","24524.95","946.43",".00","2558.35",".00","22913.03","22913.03","25471.38",".00","24524.95","24524.95","946.43","","{16158F0A-9AC7-E359-00CC-9112874EB0A0}"
"119733","130422","3666.09","3735.81",".00",".00","3735.81","7401.90","3181.22",".00",".00","3181.22","4220.68","5646.86",".00","38701.25","3735.81","42437.06","42437.06","35035.16","3181.22","38216.38","4220.68","","{2981D654-0BDA-D61E-1712-4A2373531B55}"
"120599","131405","76552.47","346248.24","700.00",".00","346948.24","423500.71","306231.98",".00",".00","306231.98","117268.73",".00","1165.48","493669.64","346948.24","840617.88","841783.36","418282.65","306231.98","724514.63","117268.73","","{2EB1CA4C-F0D0-88CC-E31A-6DDB81ACE477}"
"120772","131590","100.84",".00",".00",".00",".00","100.84",".00",".00",".00",".00","100.84",".00","100.84",".00",".00",".00","100.84",".00",".00",".00","100.84","","{4FB82A15-9649-85D7-03C2-5C3F39EF3E45}"
"120773","131591","1936.66",".00",".00",".00",".00","1936.66","1400.00",".00",".00","1400.00","536.66",".00","7169.88","13105.00",".00","13105.00","20274.88","18338.22","1400.00","19738.22","536.66","","{AEB126E7-C04E-CFD9-5245-8AC81C60B2F7}"
"120774","131592","3966.06",".00",".00",".00",".00","3966.06",".00",".00",".00",".00","3966.06","100.00",".00","7900.00",".00","7900.00","7900.00","3933.94",".00","3933.94","3966.06","","{A0BEFCCC-4A5C-C525-CC54-74E2D2760306}"
"120776","131594","557.61",".00",".00",".00",".00","557.61",".00",".00",".00",".00","557.61",".00","557.61",".00",".00",".00","557.61",".00",".00",".00","557.61","","{8F938DC5-E29B-34DE-23CB-E40FE827CD39}"
"120777","131595","431.62",".00",".00",".00",".00","431.62",".00",".00",".00",".00","431.62",".00","431.62",".00",".00",".00","431.62",".00",".00",".00","431.62","","{8AD6A6D3-BD00-9387-9D07-1DEDFF8E5B2A}"
"120779","131597","220.48","254.93",".00",".00","254.93","475.41","254.93",".00",".00","254.93","220.48","18034.06","220.48",".00","254.93","254.93","475.41",".00","254.93","254.93","220.48","","{EEB171A8-0E83-582C-8312-1DB4A8406BA3}"
"120783","131601","6350.00","3090.00",".00",".00","3090.00","9440.00",".00",".00",".00",".00","9440.00",".00","4000.00","2600.00","3090.00","5690.00","9690.00","250.00",".00","250.00","9440.00","","{0C2EC6BD-907C-A8FF-D023-8F1BB001068A}"
"120788","131606","741.59",".00",".00",".00",".00","741.59",".00",".00",".00",".00","741.59",".00","1269.75",".00",".00",".00","1269.75",".00",".00",".00","1269.75","","{6DCBCB3B-3DC3-470A-17A0-19F3080426B5}"
"120790","131608","2334.18","210.38",".00",".00","210.38","2544.56",".00","2544.56",".00","2544.56",".00",".00",".00","13032.12","210.38","13242.50","13242.50","10697.94","2544.56","13242.50",".00","","{218E0FFE-06DD-5141-78B7-E769E274EB1E}"
"120791","131609","6480.72",".00",".00",".00",".00","6480.72",".00",".00",".00",".00","6480.72",".00","6480.72",".00",".00",".00","6480.72",".00",".00",".00","6480.72","","{FFE73565-D60B-BBA5-AC85-7490DBE2BA87}"
"120793","131610","4383.55","50.00",".00",".00","50.00","4433.55","1047.83",".00",".00","1047.83","3385.72",".00","2691.15","10611.00","50.00","10661.00","13352.15","8918.60","1047.83","9966.43","3385.72","","{03333AC3-37A5-9389-230A-7C13E2163092}"
"120794","131611","28447.77",".00",".00",".00",".00","28447.77","11752.70",".00",".00","11752.70","16695.07",".00","5806.62","103628.65",".00","103628.65","109435.27","80987.50","11752.70","92740.20","16695.07","","{36E5F109-6A40-CEBA-46F0-8336969512E8}"
"120795","131612","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00","39.82",".00",".00",".00","39.82",".00",".00",".00","39.82","","{C980D6BA-C124-B518-4711-3D0AC9F9D2DF}"
"120798","131615","5737.92",".00",".00",".00",".00","5737.92",".00",".00",".00",".00","5737.92","4010.00","6737.92",".00",".00",".00","6737.92","1000.00",".00","1000.00","5737.92","","{2DD21316-9F67-478D-C41C-061F1DB8D9E5}"
"120800","131617","420.68",".00",".00",".00",".00","420.68",".00",".00",".00",".00","420.68",".00","542.68",".00",".00",".00","542.68","122.00",".00","122.00","420.68","","{E8C80AB6-9D46-EA80-2FF8-2248A31E92BA}"
"120803","131620","16471.00",".00",".00",".00",".00","16471.00",".00",".00",".00",".00","16471.00",".00","11576.95","15780.00",".00","15780.00","27356.95","10885.95",".00","10885.95","16471.00","","{75FC608F-46B7-1971-02C9-92462973B0BE}"
"120804","131621","70594.16",".00",".00",".00",".00","70594.16","11750.00",".00",".00","11750.00","58844.16",".00","123385.91",".00",".00",".00","123385.91","52791.75","11750.00","64541.75","58844.16","","{0C5A9E14-80FB-8907-7F20-CE39106E7833}"
"120805","131622","15.45",".00",".00",".00",".00","15.45",".00",".00",".00",".00","15.45",".00","15.45",".00",".00",".00","15.45",".00",".00",".00","15.45","","{0B6CDD35-3260-228E-384E-4A8DE92D55DB}"
"120807","131624","3376.07",".00",".00",".00",".00","3376.07","3376.07",".00",".00","3376.07",".00",".00","3751.07","9000.00",".00","9000.00","12751.07","9375.00","3376.07","12751.07",".00","","{C22F91DF-C8B6-6B43-B473-1189D273D78C}"
"120808","131625","446.85",".00",".00",".00",".00","446.85",".00",".00",".00",".00","446.85",".00","446.85",".00",".00",".00","446.85",".00",".00",".00","446.85","","{C0709385-1EE8-A3A1-6286-B4C88DAA34D9}"
"120811","131628","98.45",".00",".00",".00",".00","98.45",".00",".00",".00",".00","98.45",".00","98.45",".00",".00",".00","98.45",".00",".00",".00","98.45","","{80950F80-80FA-7652-2429-391571159C35}"
"120812","131628","98.45",".00",".00",".00",".00","98.45",".00",".00",".00",".00","98.45",".00","98.45",".00",".00",".00","98.45",".00",".00",".00","98.45","","{80950F80-80FA-7652-2429-391571159C35}"
"120813","131629","1088.24",".00",".00",".00",".00","1088.24",".00",".00",".00",".00","1088.24",".00","1088.24",".00",".00",".00","1088.24",".00",".00",".00","1088.24","","{F11C3BC0-659A-A850-3907-0CC3F775DE31}"
