"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"113775","122910","2471.94","100.84",".00",".00","100.84","2572.78",".00",".00",".00",".00","2572.78",".00","2193.42","278.52","100.84","379.36","2572.78",".00",".00",".00","2572.78","","{EBDE0CB9-76DC-ADBC-221B-1CFD0D78EDD1}"
"124458","135305","44033.75","51356.87",".00",".00","51356.87","95390.62","16457.76",".00",".00","16457.76","78932.86",".00","40087.23","59740.84","51356.87","111097.71","151184.94","55794.32","16457.76","72252.08","78932.86","","{BA54A179-6D53-C683-B695-E85B041D9208}"
"124464","135313","455.11","774.00",".00",".00","774.00","1229.11","876.78",".00",".00","876.78","352.33","300.00","202.22","3588.77","774.00","4362.77","4564.99","3335.88","876.78","4212.66","352.33","","{EEF8F361-F982-5632-42F4-4737A916B22A}"
"124465","135314","352.33",".00",".00",".00",".00","352.33",".00",".00",".00",".00","352.33","300.00","202.22","4362.77",".00","4362.77","4564.99","4212.66",".00","4212.66","352.33","","{91C14B33-CD85-1286-E795-2F2B520B91EB}"
"124470","135320","5875.62",".00",".00",".00",".00","5875.62","680.16",".00",".00","680.16","5195.46",".00",".00","303799.62",".00","303799.62","303799.62","297924.00","680.16","298604.16","5195.46","","{12643867-0B1D-0462-202B-B7A34694F226}"
"124471","135322","29.92",".00",".00",".00",".00","29.92",".00",".00","29.92","29.92",".00",".00","29.92",".00",".00",".00","29.92",".00","29.92","29.92",".00","","{958EA7D5-286B-B5ED-F95F-4147DC6E364C}"
"124472","135323","237.71",".00",".00",".00",".00","237.71",".00",".00",".00",".00","237.71",".00","237.71",".00",".00",".00","237.71",".00",".00",".00","237.71","","{73572D44-DA87-146D-45F3-2A4925482873}"
"124477","135328","850.22",".00","191.28","10000.00","10191.28","11041.50","11041.50",".00",".00","11041.50",".00","36000.00",".00","19500.00","10191.28","29691.28","29691.28","18649.78","11041.50","29691.28",".00","","{D1459CF9-1FCB-CC73-0B3F-9170D1766995}"
"124478","135329",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","36000.00",".00","29691.28",".00","29691.28","29691.28","29691.28",".00","29691.28",".00","","{2938D0E7-9599-16B1-2F28-0FE7BD600E69}"
"124480","135331","1019.03",".00",".00",".00",".00","1019.03",".00",".00",".00",".00","1019.03","5000.00","1019.03",".00",".00",".00","1019.03",".00",".00",".00","1019.03","","{08C55498-F0A9-EE64-FFDB-C18F8E15AA1C}"
"124481","135332","1370.44",".00",".00",".00",".00","1370.44",".00",".00",".00",".00","1370.44",".00","1370.44",".00",".00",".00","1370.44",".00",".00",".00","1370.44","","{66E5E764-B9C7-1726-11D3-FDA482495FC3}"
