"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"91479","99336","226.09","129.96",".00",".00","129.96","356.05","7.99","348.06",".00","356.05",".00",".00",".00","5001.78","129.96","5131.74","5131.74","4775.69","356.05","5131.74",".00","","{45B0208A-A690-5347-5CEF-DAFC33B3D591}"
"92751","100625","2394.83","50.00",".00",".00","50.00","2444.83",".00","2000.00",".00","2000.00","444.83","2593.39",".00","17029.22","50.00","17079.22","17079.22","14634.39","2000.00","16634.39","444.83","","{AA71981A-FCB9-7832-DD91-FAD4EC5C204A}"
"94351","102287","2070.56","4225.00",".00",".00","4225.00","6295.56","3430.00",".00",".00","3430.00","2865.56",".00",".00","4600.00","4225.00","8825.00","8825.00","2529.44","3430.00","5959.44","2865.56","","{13235BC2-8F3B-A9C4-6B1B-DC576AF5BE37}"
"94353","102289","2745.14","3530.00",".00",".00","3530.00","6275.14","31.31",".00",".00","31.31","6243.83",".00",".00","4431.47","3530.00","7961.47","7961.47","1686.33","31.31","1717.64","6243.83","","{8B4F60C0-0F61-F0AE-C9AC-4635C6B72921}"
"94354","102290","952.39","903.00",".00",".00","903.00","1855.39","873.00",".00",".00","873.00","982.39",".00",".00","4785.12","903.00","5688.12","5688.12","3832.73","873.00","4705.73","982.39","","{D57D375B-4362-3489-E595-88E832980CBD}"
"94355","102291","952.39","903.00",".00",".00","903.00","1855.39","873.00",".00",".00","873.00","982.39",".00",".00","4785.12","903.00","5688.12","5688.12","3832.73","873.00","4705.73","982.39","","{D57D375B-4362-3489-E595-88E832980CBD}"
"94356","102292","1375.19","709.00",".00",".00","709.00","2084.19","475.25",".00",".00","475.25","1608.94",".00","4.20","6375.46","709.00","7084.46","7088.66","5004.47","475.25","5479.72","1608.94","","{462A14A6-1EFB-BBFC-9A82-EB289059A841}"
"94358","102293","257.91","376.17",".00",".00","376.17","634.08","337.50",".00",".00","337.50","296.58",".00",".00","1624.58","376.17","2000.75","2000.75","1366.67","337.50","1704.17","296.58","","{4187D03D-D550-3A3F-641C-89718DC63902}"
"94360","102295","10469.50","5783.00","7.46",".00","5790.46","16259.96","9558.24",".00",".00","9558.24","6701.72","43000.00",".00","61918.06","5790.46","67708.52","67708.52","51448.56","9558.24","61006.80","6701.72","","{B3C37432-6852-F49D-B790-69E07E450E7B}"
"94363","102298","10469.50","5783.00","7.46",".00","5790.46","16259.96","9558.24",".00",".00","9558.24","6701.72","43000.00",".00","61918.06","5790.46","67708.52","67708.52","51448.56","9558.24","61006.80","6701.72","","{B3C37432-6852-F49D-B790-69E07E450E7B}"
"94364","102300","1.00",".00",".00",".00",".00","1.00",".00",".00",".00",".00","1.00",".00","1.00","1.00",".00","1.00","2.00",".00",".00",".00","2.00","","{A08CFE9E-802D-D137-EC52-03F2A4DD5675}"
"94367","102314","8297.42","130.00",".00",".00","130.00","8427.42","3711.84",".00",".00","3711.84","4715.58",".00","6416.43","3245.00","130.00","3375.00","9791.43","1364.01","3711.84","5075.85","4715.58","","{81D06BC7-99B1-90CE-777A-2F3B899BA342}"
"94368","102315","8297.42","130.00",".00",".00","130.00","8427.42","3711.84",".00",".00","3711.84","4715.58",".00","6416.43","3245.00","130.00","3375.00","9791.43","1364.01","3711.84","5075.85","4715.58","","{81D06BC7-99B1-90CE-777A-2F3B899BA342}"
"94370","102317",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CF389A9D-38EC-8CE4-345A-B1D73E00A6E0}"
"94371","102318",".00","250.00",".00",".00","250.00","250.00","85.17",".00",".00","85.17","164.83",".00",".00",".00","250.00","250.00","250.00",".00","85.17","85.17","164.83","","{49194DE4-4D0C-AC63-E4BE-A20C6263EB17}"
"94374","102322","164.83","370.00",".00","231.75","601.75","766.58","766.58",".00",".00","766.58",".00","231.75",".00","250.00","601.75","851.75","851.75","85.17","766.58","851.75",".00","","{FA33E649-7839-FCED-DEB0-0378EAFA0A9F}"
"94379","102331","1447.32","150.00",".00",".00","150.00","1597.32",".00",".00",".00",".00","1597.32",".00",".00","4345.55","150.00","4495.55","4495.55","2898.23",".00","2898.23","1597.32","","{C82389E0-AED4-729C-143F-F080223E0A24}"
"94380","102332","7517.09","9761.13",".00",".00","9761.13","17278.22","4413.12",".00",".00","4413.12","12865.10",".00",".00","19693.00","9761.13","29454.13","29454.13","12175.91","4413.12","16589.03","12865.10","","{065EAA9A-3D56-8845-B490-4DC73E87952A}"
"94388","102349","2305.49","376.00",".00",".00","376.00","2681.49",".00",".00",".00",".00","2681.49",".00",".00","3840.68","376.00","4216.68","4216.68","1535.19",".00","1535.19","2681.49","","{F4120B66-14A9-6749-AC3A-F0B19C8959E9}"
"94400","102369","1459756.18","186825.11","25054.85",".00","211879.96","1671636.14","141043.11",".00",".00","141043.11","1530593.03",".00","1092422.01","604229.87","211879.96","816109.83","1908531.84","236895.70","141043.11","377938.81","1530593.03","","{6F20B987-4D56-FCF8-2147-E1CEC00CE0B2}"
"94408","102388","444.95","402.22","630.00","1500.00","2532.22","2977.17","1800.00",".00",".00","1800.00","1177.17","1500.00",".00","10657.99","2532.22","13190.21","13190.21","10213.04","1800.00","12013.04","1177.17","","{492BBC71-0293-44B9-0A29-EDC8BA6D25CD}"
