"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"98906","107146",".00","1000.00",".00",".00","1000.00","1000.00",".00",".00",".00",".00","1000.00",".00",".00",".00","1000.00","1000.00","1000.00",".00",".00",".00","1000.00","","{5E7C124E-64A7-B950-51CA-85BC829F22E9}"
"99280","107508","1000.00","3588.20",".00",".00","3588.20","4588.20","858.64",".00",".00","858.64","3729.56",".00",".00","1000.00","3588.20","4588.20","4588.20",".00","858.64","858.64","3729.56","","{298E9484-F37C-3F74-7233-B48ABF09FF70}"
"102747","111138",".00","4826.00",".00",".00","4826.00","4826.00","4.99",".00",".00","4.99","4821.01",".00",".00",".00","4826.00","4826.00","4826.00",".00","4.99","4.99","4821.01","","{66DC3E89-6C1E-E81D-6238-1C094E35BB84}"
"104327","112786","3056.03","4533.13","496.53",".00","5029.66","8085.69","7766.29",".00",".00","7766.29","319.40",".00","3056.03",".00","5029.66","5029.66","8085.69",".00","7766.29","7766.29","319.40","","{13AE52C1-BDE5-6D52-8609-78F8759D42B2}"
"106977","115788",".00","809.00",".00",".00","809.00","809.00","706.80",".00",".00","706.80","102.20",".00",".00",".00","809.00","809.00","809.00",".00","706.80","706.80","102.20","","{0ED51D6F-117E-BD56-C281-75D0E7232E9E}"
"106980","115791","149.55",".00",".00",".00",".00","149.55",".00",".00",".00",".00","149.55",".02","142.03","15.02",".00","15.02","157.05","7.50",".00","7.50","149.55","","{E56681B6-F9E2-DDC6-67FC-AB26D0DA7758}"
"106982","115793","211.46","557.00",".00",".00","557.00","768.46","326.07",".00","442.39","768.46",".00",".00",".00","29688.39","557.00","30245.39","30245.39","29476.93","768.46","30245.39",".00","","{34EA7C70-471D-1230-2A50-DF9CA3EF41AF}"
"106984","115795","185.92",".00",".00",".00",".00","185.92","185.92",".00",".00","185.92",".00",".00","685.05",".00",".00",".00","685.05","499.13","185.92","685.05",".00","","{C25D8600-DDAF-08E3-26F3-9F640F1F82D0}"
"106985","115796","100.00","600.00",".00",".00","600.00","700.00","185.00",".00",".00","185.00","515.00","100.00",".00","100.00","600.00","700.00","700.00",".00","185.00","185.00","515.00","","{B835C0B1-EDDB-6521-301A-B85AB39A69E5}"
"106991","115802","1078.01",".00",".00",".00",".00","1078.01",".00",".00",".00",".00","1078.01",".00","1078.01",".00",".00",".00","1078.01",".00",".00",".00","1078.01","","{EAB8781C-E85C-73B7-DF0C-76449AE49580}"
"106992","115803","3268.11",".00",".00",".00",".00","3268.11",".00",".00",".00",".00","3268.11",".00","3268.11",".00",".00",".00","3268.11",".00",".00",".00","3268.11","","{3464DF31-C9F5-3064-2F7B-79AF704A6546}"
"106993","115804","590.42","4410.32",".00","1128.56","5538.88","6129.30","2889.10",".00",".00","2889.10","3240.20","2128.56",".00","3675.00","5538.88","9213.88","9213.88","3084.58","2889.10","5973.68","3240.20","","{625A93EB-8644-65F1-760D-D8DE5827AC0D}"
"106995","115806","56234.01",".00",".00",".00",".00","56234.01","5991.63",".00",".00","5991.63","50242.38",".00","39081.92","158234.46",".00","158234.46","197316.38","141082.37","5991.63","147074.00","50242.38","","{2A422AC1-9570-69FA-4088-05C6DC136805}"
"106998","115809","1938.90",".00",".00",".00",".00","1938.90",".00",".00",".00",".00","1938.90",".00","2477.55","6.35",".00","6.35","2483.90","545.00",".00","545.00","1938.90","","{EEAC0439-B7CF-B273-6BB7-1BFE61D80F4B}"
"106999","115810","6480.72",".00",".00",".00",".00","6480.72",".00",".00",".00",".00","6480.72",".00","6480.72",".00",".00",".00","6480.72",".00",".00",".00","6480.72","","{276F2231-5248-8433-A17F-2DCCC41FD0EF}"
"107000","115811","42514.60","44345.00",".00",".00","44345.00","86859.60","34302.63",".00",".00","34302.63","52556.97","1742.06","3561.91","86791.00","44345.00","131136.00","134697.91","47838.31","34302.63","82140.94","52556.97","","{1CE22A5F-6707-2E8F-27DC-C91644919B75}"
"107001","115812",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{78E24EBC-154B-9853-5B56-01D4D9D39DE0}"
"107002","115813","18076.07",".00",".00",".00",".00","18076.07","14000.00",".00",".00","14000.00","4076.07",".00","32266.11","139766.97",".00","139766.97","172033.08","153957.01","14000.00","167957.01","4076.07","","{94BBADCF-546C-7E40-F00B-FDB6A09B3393}"
"107004","115816","826.96",".00",".00",".00",".00","826.96",".00",".00",".00",".00","826.96",".00",".00","3498.49",".00","3498.49","3498.49","2671.53",".00","2671.53","826.96","","{59744073-A1CF-F634-3E9B-CE6649D344B7}"
"107005","115815","25552.39","17540.00",".00",".00","17540.00","43092.39","10247.30",".00",".00","10247.30","32845.09",".00","20341.54","17192.00","17540.00","34732.00","55073.54","11981.15","10247.30","22228.45","32845.09","","{57C6869C-6390-D8A7-7FA7-F45864BAF233}"
"107007","115818","120.00",".00",".00",".00",".00","120.00",".00",".00",".00",".00","120.00",".00",".00","270.00",".00","270.00","270.00","150.00",".00","150.00","120.00","","{1540E39A-652C-573A-CD47-AE20285224C8}"
"107009","115820","2859.60","1350.00",".00",".00","1350.00","4209.60","549.00",".00",".00","549.00","3660.60","100.00",".00","3000.00","1350.00","4350.00","4350.00","140.40","549.00","689.40","3660.60","","{7FFC9112-53C0-00F8-CBB3-BEF32471A4FF}"
"107010","115821","12479.15",".00",".00",".00",".00","12479.15","3595.24",".00",".00","3595.24","8883.91",".00","26039.37","53473.68",".00","53473.68","79513.05","67033.90","3595.24","70629.14","8883.91","","{1725EF1F-CEA4-ED37-981E-723E8E422279}"
"107011","115822","230.21","1365.00",".00",".00","1365.00","1595.21","16.18",".00",".00","16.18","1579.03",".00",".00","15499.29","1365.00","16864.29","16864.29","15269.08","16.18","15285.26","1579.03","","{0CD1E14E-8DA8-59ED-8ECB-FAF3D6CA59A4}"
"107012","115823","571.38","183.23",".00",".00","183.23","754.61","366.04",".00",".00","366.04","388.57","163.25","6.38","674.22","183.23","857.45","863.83","109.22","366.04","475.26","388.57","","{D2BE0A18-C72C-F5F2-71AD-10E193FBE044}"
"107013","115824","17083.77",".00",".00",".00",".00","17083.77","300.00",".00",".00","300.00","16783.77",".00","16828.77","600.00",".00","600.00","17428.77","345.00","300.00","645.00","16783.77","","{2B04AF0E-0D21-13D4-2AB6-983F3E778024}"
"107015","115826","220.48",".00",".00",".00",".00","220.48",".00",".00",".00",".00","220.48","18034.06","220.48",".00",".00",".00","220.48",".00",".00",".00","220.48","","{2E6AEEA5-FB7C-A9CF-04E7-BBC0628DA0AA}"
"107016","115827","10753.59","17200.00",".00","1500.00","18700.00","29453.59","27863.54",".00",".00","27863.54","1590.05","16500.00",".00","57335.44","18700.00","76035.44","76035.44","46581.85","27863.54","74445.39","1590.05","","{85B4D1E2-450D-74A3-11F4-27201A5985F0}"
"107017","115828","24131.37","150.00",".00",".00","150.00","24281.37","1114.48",".00",".00","1114.48","23166.89",".00","11576.95","13660.00","150.00","13810.00","25386.95","1105.58","1114.48","2220.06","23166.89","","{73B2F870-D182-A0BF-FB69-2D149A024E32}"
"107021","115832","431.62",".00",".00",".00",".00","431.62",".00",".00",".00",".00","431.62",".00","431.62",".00",".00",".00","431.62",".00",".00",".00","431.62","","{C68B0174-7702-D185-9FC2-F13412B04759}"
"107022","115833","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00","39.82",".00",".00",".00","39.82",".00",".00",".00","39.82","","{20ECB203-D09E-35D9-C78D-314E59145A98}"
