"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"131339","146786","8","7250.00","1","455.00","14","975.00","0",".00","23","8680.00",".00","455.00",".00","3773.41","4228.41",".00",".00",".00",".00",".00","","{FDADDF84-C9C2-9FFE-56B7-2BACAC1D6DA1}"
"133391","149086","7","1770.00","0",".00","11","870.00","0",".00","18","2640.00",".00",".00",".00","3553.10","3553.10",".00",".00",".00",".00",".00","","{2BD6DD9A-0928-81B6-7DF9-CD8961228947}"
"133666","149380","2","1500.00","2","222.92","0",".00","0",".00","4","1722.92",".00","222.92",".00","5017.02","5239.94",".00",".00",".00",".00",".00","","{0858A37F-C4D4-27BA-A7C3-07C865580FFD}"
"133669","149383","2","750.00","0",".00","5","280.00","1","5.45","8","1035.45",".03",".00","5.45","1060.00","1065.45",".00",".00",".00",".00",".00","","{9E41D7D4-F0A6-1BDB-BD78-5AFF9DAF5EFD}"
"133671","149385","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F07D5756-EBD7-560F-AE5B-6A2357DFD04E}"
"133672","149386","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","40000.00",".00","40000.00",".00","40000.00","","{08D9CA93-361E-277B-D418-64D54ED3FC67}"
"133674","149388","1","200.00","0",".00","1","5.00","0",".00","2","205.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{29AC889C-95FC-73D3-9753-04B13BBE0D34}"
"133678","149393","1","100.00","2","1667.50","0",".00","0",".00","3","1767.50",".00","1667.50",".00","218.29","1885.79",".00",".00",".00",".00",".00","","{8ADBD7F3-C224-788F-3375-ED6863A69507}"
"133679","149394","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F07D5756-EBD7-560F-AE5B-6A2357DFD04E}"
"133681","149396","1","70.00","0",".00","2","120.00","0",".00","3","190.00","262.00",".00",".00","1328.64","1328.64",".00",".00",".00",".00",".00","","{15E55023-71E9-AAC9-1260-E5A3B2E60E1A}"
