"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"7286","7297","14150.40","1422.63",".00",".00","1422.63","15573.03","281.25",".00",".00","281.25","15291.78",".00",".00","14208.40","1422.63","15631.03","15631.03","58.00","281.25","339.25","15291.78","","{68834B36-1895-878E-D918-18E3190E098D}"
"18432","18715","1022.20",".00",".00",".00",".00","1022.20",".00",".00",".00",".00","1022.20",".00",".00","1375.00",".00","1375.00","1375.00","352.80",".00","352.80","1022.20","","{346FC29F-A3C6-6326-AE2A-268D47BBA5F8}"
"19078","19605","1872.90",".00",".00",".00",".00","1872.90",".00",".00",".00",".00","1872.90",".00","1872.90",".00",".00",".00","1872.90",".00",".00",".00","1872.90","","{DB0AF406-4440-3873-AC29-741BECD6BCB3}"
"19079","19606","3385.83",".00",".00",".00",".00","3385.83",".00",".00",".00",".00","3385.83",".00",".00","29785.29",".00","29785.29","29785.29","26399.46",".00","26399.46","3385.83","","{D29CE647-B403-E0B3-99CA-ED64B89F4E1F}"
"19080","19607","157958.33","49135.00",".00",".00","49135.00","207093.33","47568.64",".00",".00","47568.64","159524.69",".00","152458.33","5500.00","49135.00","54635.00","207093.33",".00","47568.64","47568.64","159524.69","","{8475308A-3175-52B3-9A34-A49122F088B7}"
"19081","19608",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B216E38D-089F-75D2-F335-3117592D7DB0}"
"19085","19612","141434.12","6350.00","3.00",".00","6353.00","147787.12","16050.01",".00",".00","16050.01","131737.11",".00","148930.91","3253.22","6353.00","9606.22","158537.13","10750.01","16050.01","26800.02","131737.11","","{AA69D73D-5D17-5E68-5110-040F67B98A89}"
"19086","19613","20147.63","10250.00",".00",".00","10250.00","30397.63","11550.00",".00",".00","11550.00","18847.63",".00","16993.92","6003.71","10250.00","16253.71","33247.63","2850.00","11550.00","14400.00","18847.63","","{4779BAE5-BCD7-1714-B787-C86FC22D8469}"
"19088","19615","863.30",".00",".00",".00",".00","863.30",".00",".00",".00",".00","863.30",".00",".00","1276.60",".00","1276.60","1276.60","413.30",".00","413.30","863.30","","{EDF4D24C-A269-597B-B34A-1108A355B35A}"
"19090","19617","205602.25","75617.97",".00",".00","75617.97","281220.22","53601.23",".00",".00","53601.23","227618.99",".00","142402.66","178165.64","75617.97","253783.61","396186.27","114966.05","53601.23","168567.28","227618.99","","{7B387B51-5B9A-1B9C-63E4-603E8A19576F}"
