"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"48728","52601",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","1000.00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E89B8E64-9C81-BE57-FD68-D98D8A4FA5F6}"
"53196","57233",".00","4178.00",".00",".00","4178.00","4178.00","2623.29",".00",".00","2623.29","1554.71",".00",".00",".00","4178.00","4178.00","4178.00",".00","2623.29","2623.29","1554.71","","{58DC175E-A6B8-4736-7F82-FAE292DB0BDF}"
"53198","57236","1438.44","4140.34",".00",".00","4140.34","5578.78",".00","5578.78",".00","5578.78",".00",".00","1438.44",".00","4140.34","4140.34","5578.78",".00","5578.78","5578.78",".00","","{BCE97EF8-732E-A307-7BAA-727C7E381EB5}"
"53207","57246","2916.73",".00",".00",".00",".00","2916.73",".00",".00",".00",".00","2916.73",".00",".00","17035.00",".00","17035.00","17035.00","14118.27",".00","14118.27","2916.73","","{484C678E-2C95-9CE9-D654-2B48022A0EF9}"
"53209","57247","2916.73",".00",".00",".00",".00","2916.73",".00",".00",".00",".00","2916.73",".00",".00","17035.00",".00","17035.00","17035.00","14118.27",".00","14118.27","2916.73","","{915D5B2F-0181-2DB2-344B-9A1ABC3291B9}"
"53210","57248","2916.73",".00",".00",".00",".00","2916.73",".00",".00",".00",".00","2916.73",".00",".00","17035.00",".00","17035.00","17035.00","14118.27",".00","14118.27","2916.73","","{FF27CEEE-C9A1-C877-4D3D-F5CD30BBE8FF}"
"53219","57261",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7AB34F7C-CD09-AEC6-D38B-6D7C9787BCF3}"
"53231","57276","386.41",".00",".00",".00",".00","386.41",".00","212.56","173.85","386.41",".00",".00",".00","1524.78",".00","1524.78","1524.78","1138.37","386.41","1524.78",".00","","{B3A510C3-3D11-BC8E-E09C-44C6D95A8163}"
"53240","57285","154.95",".00",".00",".00",".00","154.95",".00",".00",".00",".00","154.95","2869.80","154.95","110.00",".00","110.00","264.95","110.00",".00","110.00","154.95","","{EE5F8918-CA1B-1DA6-A5B4-5E8A88F68E06}"
"53244","57289","154.95",".00",".00",".00",".00","154.95",".00",".00",".00",".00","154.95","2869.80","154.95","110.00",".00","110.00","264.95","110.00",".00","110.00","154.95","","{0390536C-0DB6-69CF-9495-D88C39080D8C}"
"53250","57295",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{84AC60B0-CEBB-BEC9-15DE-76B8E480E9B8}"
"53253","57299","829.72",".00",".00",".00",".00","829.72",".00",".00",".00",".00","829.72","1850.00",".00","304937.43",".00","304937.43","304937.43","304107.71",".00","304107.71","829.72","","{E415E8C5-D54B-84C0-846E-759FD3AA4836}"
"53268","57316","60476.16","50791.00",".00",".00","50791.00","111267.16","15934.95",".00",".00","15934.95","95332.21",".00",".00","222948.75","50791.00","273739.75","273739.75","162472.59","15934.95","178407.54","95332.21","","{37552534-B0DD-1A56-7FAB-E48DFA2A28F8}"
"53290","57340","3312.09","85008.00","21.65",".00","85029.65","88341.74","21238.67",".00",".00","21238.67","67103.07",".00","10320.94","10850.00","85029.65","95879.65","106200.59","17858.85","21238.67","39097.52","67103.07","","{E205E817-CE16-4675-22D8-94E236D16E60}"
"53304","57354",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","63.00",".00","63.00","63.00",".00",".00",".00","63.00","","{657B1BD4-0157-ED0C-5F9F-CD1E30D00FF7}"
"53305","57355",".00","3812.00",".00",".00","3812.00","3812.00","1367.47",".00",".00","1367.47","2444.53",".00",".00",".00","3812.00","3812.00","3812.00",".00","1367.47","1367.47","2444.53","","{04560DEA-D9FA-4E93-229F-F4FFD5D7A970}"
"53306","57356","2444.53","21094.32",".00",".00","21094.32","23538.85","6982.25",".00",".00","6982.25","16556.60",".00","2444.53",".00","21094.32","21094.32","23538.85",".00","6982.25","6982.25","16556.60","","{1C3A0D0E-EEE1-EC06-6744-95CEF4B84B61}"
"53308","57358","17106.60","28871.81",".00",".00","28871.81","45978.41","15225.00",".00",".00","15225.00","30753.41",".00","17106.60",".00","28871.81","28871.81","45978.41",".00","15225.00","15225.00","30753.41","","{48843FB4-D452-C723-612F-B57441D21A93}"
"53311","57361",".00","11800.00",".00",".00","11800.00","11800.00","7370.78",".00",".00","7370.78","4429.22",".00",".00",".00","11800.00","11800.00","11800.00",".00","7370.78","7370.78","4429.22","","{8F6D2AE8-0C79-E4C7-A504-8529F027141A}"
"53312","57362","4429.22","31681.00",".00",".00","31681.00","36110.22","19061.75",".00",".00","19061.75","17048.47",".00",".00","11800.00","31681.00","43481.00","43481.00","7370.78","19061.75","26432.53","17048.47","","{16648C10-8B47-A4CD-C422-6586CBF35882}"
"53313","57363","5.00","1846.20",".00","698.20","2544.40","2549.40","703.20","1846.20",".00","2549.40",".00",".00",".00","1148.00","2544.40","3692.40","3692.40","1143.00","2549.40","3692.40",".00","","{EE1486FF-FB6E-6ADF-FBAC-359B2858AA7D}"
"53314","57364","5.00","1846.20",".00","698.20","2544.40","2549.40","703.20","1846.20",".00","2549.40",".00",".00",".00","1148.00","2544.40","3692.40","3692.40","1143.00","2549.40","3692.40",".00","","{EE1486FF-FB6E-6ADF-FBAC-359B2858AA7D}"
"53324","57374","154.95",".00",".00","322.30","322.30","477.25","322.30",".00",".00","322.30","154.95","2869.80","154.95","110.00","322.30","432.30","587.25","110.00","322.30","432.30","154.95","","{5D4BCD82-2CA0-1F92-89E6-019E078F81FA}"
"53325","57375","153633.45","275568.87","4226.61",".00","279795.48","433428.93","203714.00",".00",".00","203714.00","229714.93","366508.13","153633.45",".00","279795.48","279795.48","433428.93",".00","203714.00","203714.00","229714.93","","{2926897E-F18D-6D29-F4A7-F1093D26B80B}"
"53330","57381","730.00","722.46",".00",".00","722.46","1452.46","452.46","1000.00",".00","1452.46",".00",".00",".00","1000.00","722.46","1722.46","1722.46","270.00","1452.46","1722.46",".00","","{0FC35DB9-5201-3857-2674-4DF26D342DCA}"
"53334","57385",".00","560.05",".00",".00","560.05","560.05","86.05",".00",".00","86.05","474.00",".00",".00",".00","560.05","560.05","560.05",".00","86.05","86.05","474.00","","{987046E9-0E6E-6FFA-5417-76817776CC74}"
"53390","57442","154.95",".00",".00","322.30","322.30","477.25","322.30",".00",".00","322.30","154.95","2869.80","154.95","110.00","322.30","432.30","587.25","110.00","322.30","432.30","154.95","","{5D4BCD82-2CA0-1F92-89E6-019E078F81FA}"
"53397","57449","5.00","1846.20",".00","698.20","2544.40","2549.40","703.20","1846.20",".00","2549.40",".00",".00",".00","1148.00","2544.40","3692.40","3692.40","1143.00","2549.40","3692.40",".00","","{EE1486FF-FB6E-6ADF-FBAC-359B2858AA7D}"
"53402","57454",".00","3595.00",".00",".00","3595.00","3595.00","1824.66",".00",".00","1824.66","1770.34",".00",".00",".00","3595.00","3595.00","3595.00",".00","1824.66","1824.66","1770.34","","{ACF8E7A1-681B-5846-A224-8DBA65AB8E3E}"
"53410","57463","342.48",".00",".00",".00",".00","342.48",".00",".00",".00",".00","342.48",".00","342.48",".00",".00",".00","342.48",".00",".00",".00","342.48","","{69A3ACE9-2940-0E07-4BCD-C018FD6E9E2B}"
"53421","57478","154.95",".00",".00",".00",".00","154.95",".00",".00",".00",".00","154.95","2869.80","154.95","432.30",".00","432.30","587.25","432.30",".00","432.30","154.95","","{EE5F8918-CA1B-1DA6-A5B4-5E8A88F68E06}"
