"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"76402","86310","6","2070.00","6","11190.60","18","1125.00","1","10.00","31","14395.60",".00","11190.60","10.00","1038.50","12239.10",".00","52.72","52.72",".00","52.72","","{7370B98D-8042-9F38-66A0-1CCB151D49C8}"
"87581","98318","1","150.00","0",".00","1","27.82","0",".00","2","177.82",".00",".00",".00","1000.00","1000.00",".00",".00",".00",".00",".00","","{7D7F95CC-829B-8FD0-1C8F-3E6967AF38B0}"
"87588","98325","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B811D51A-A70B-68AB-1F7A-3DA4F7C19FF6}"
"87598","98335","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","46.22","46.22","274.60",".00","274.60","274.60",".00","","{9379EF74-9CCC-A891-400A-E8D0136FB0D7}"
"87600","98337","2","288.86","0",".00","0",".00","0",".00","2","288.86",".00",".00",".00","4.00","4.00",".00",".00",".00","534.86","-534.86","","{F7D29768-0317-8756-4BA8-3C9D08B2876B}"
"87601","98338","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","-534.86",".00","-534.86",".00","-534.86","","{B29739FE-4047-C6BD-2719-6E85A43C4060}"
"87609","98348","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DEBD76B2-241D-8F7A-FBC9-46A908E11B24}"
"87613","98352","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00",".00",".00","13835.03",".00","13835.03",".00","13835.03","","{397787D7-F44F-EE64-58F1-59A816A15011}"
"87617","98356","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00","251.29","251.29","13835.03",".00","13835.03",".00","13835.03","","{397787D7-F44F-EE64-58F1-59A816A15011}"
"87621","98362","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{066D140C-8D52-3585-BDB6-8B4601EA2888}"
"87627","98368","8","6000.00","0",".00","2","200.00","0",".00","10","6200.00",".00",".00",".00","23000.33","23000.33",".00",".00",".00",".00",".00","","{ACE8237A-7D52-06C4-4A53-E45443E55E6B}"
"87628","98370","8","6000.00","0",".00","2","200.00","0",".00","10","6200.00",".00",".00",".00","19005.60","19005.60",".00",".00",".00",".00",".00","","{ACE8237A-7D52-06C4-4A53-E45443E55E6B}"
"87629","98371","20","14400.00","0",".00","1","25.00","0",".00","21","14425.00",".00",".00",".00","5505.42","5505.42",".00",".00",".00",".00",".00","","{45EC23C4-2E89-585A-7256-66D6507FBE27}"
"87630","98372","16","9400.00","0",".00","0",".00","0",".00","16","9400.00",".00",".00",".00","2309.98","2309.98",".00",".00",".00",".00",".00","","{D64D1EFD-33C7-79C5-51A1-D7533368DCC7}"
"87632","98374","27","11290.00","0",".00","53","2955.00","0",".00","80","14245.00",".00",".00",".00","12748.32","12748.32",".00",".00",".00",".00",".00","","{2755E4F2-30C4-065F-010B-5842DCE639FF}"
"87633","98375","6","3600.00","0",".00","0",".00","0",".00","6","3600.00",".00",".00",".00","9723.67","9723.67",".00",".00",".00",".00",".00","","{ED962443-0E9C-6DEB-BFA9-2B910DB24878}"
"87634","98376","2","3000.00","0",".00","0",".00","0",".00","2","3000.00",".00",".00",".00","17414.33","17414.33",".00",".00",".00",".00",".00","","{6A5ED0A2-AA42-8314-C1E5-43F68FB5535A}"
"87635","98377","2","3000.00","0",".00","0",".00","0",".00","2","3000.00",".00",".00",".00","17414.33","17414.33",".00",".00",".00",".00",".00","","{6A5ED0A2-AA42-8314-C1E5-43F68FB5535A}"
"87636","98378","17","9700.00","0",".00","4","300.00","0",".00","21","10000.00",".00",".00",".00","13672.66","13672.66",".00",".00",".00",".00",".00","","{25B3F95F-B1C9-58F5-B547-5B5ED577B7D0}"
"87637","98379","2","3000.00","0",".00","0",".00","0",".00","2","3000.00",".00",".00",".00","17414.33","17414.33",".00",".00",".00",".00",".00","","{6A5ED0A2-AA42-8314-C1E5-43F68FB5535A}"
"87638","98380","12","6900.00","0",".00","0",".00","0",".00","12","6900.00",".00",".00",".00","21441.75","21441.75",".00",".00",".00",".00",".00","","{3DB331A7-B76A-73F5-610F-16A950E4EF49}"
"87639","98381","27","11290.00","0",".00","53","2955.00","0",".00","80","14245.00",".00",".00",".00","12748.32","12748.32",".00",".00",".00",".00",".00","","{2755E4F2-30C4-065F-010B-5842DCE639FF}"
"87640","98382","16","9400.00","0",".00","0",".00","0",".00","16","9400.00",".00",".00",".00","2309.98","2309.98",".00",".00",".00",".00",".00","","{D64D1EFD-33C7-79C5-51A1-D7533368DCC7}"
"87641","98383","20","14400.00","0",".00","1","25.00","0",".00","21","14425.00",".00",".00",".00","5505.42","5505.42",".00",".00",".00",".00",".00","","{45EC23C4-2E89-585A-7256-66D6507FBE27}"
"87642","98384","8","6000.00","0",".00","2","200.00","0",".00","10","6200.00",".00",".00",".00","19005.60","19005.60",".00",".00",".00",".00",".00","","{ACE8237A-7D52-06C4-4A53-E45443E55E6B}"
"87643","98385","6","3600.00","0",".00","0",".00","0",".00","6","3600.00",".00",".00",".00","9723.67","9723.67",".00",".00",".00",".00",".00","","{ED962443-0E9C-6DEB-BFA9-2B910DB24878}"
"87644","98386","2","3000.00","0",".00","0",".00","0",".00","2","3000.00",".00",".00",".00","17414.33","17414.33",".00",".00",".00",".00",".00","","{6A5ED0A2-AA42-8314-C1E5-43F68FB5535A}"
"87651","98393","85","54992.81","0",".00","35","2022.43","0",".00","120","57015.24","750.00",".00",".00","38416.29","38416.29",".00",".00",".00",".00",".00","","{09874BE4-D94B-AE7A-39C0-716A01D60A60}"
"87654","98396","1","1000.00","0",".00","0",".00","1","10.00","2","1010.00",".00",".00","10.00","37.91","47.91","4274.31",".00","4274.31",".00","4274.31","","{374D320B-9642-259F-480D-4C9643003469}"
