"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"90085","100941","9","4715.00","0",".00","19","1188.83","0",".00","28","5903.83",".00",".00",".00","6622.71","6622.71",".00",".00",".00",".00",".00","","{C3333D37-6908-85A6-609E-848C4481C17D}"
"91640","102705","2","32.32","0",".00","3","48.48","0",".00","5","80.80",".00",".00",".00","557.50","557.50",".00",".00",".00",".00",".00","","{40859D2B-F6D9-BE82-E7F2-77BAE5F3A30B}"
"91823","102917","3","450.00","0",".00","0",".00","0",".00","3","450.00",".00",".00",".00","422.00","422.00",".00",".00",".00",".00",".00","","{20256235-C06F-E0E5-CA6C-07F8C15C45C9}"
"91825","102919","3","450.00","0",".00","0",".00","0",".00","3","450.00",".00",".00",".00","12.00","12.00",".00",".00",".00",".00",".00","","{20256235-C06F-E0E5-CA6C-07F8C15C45C9}"
"91830","102924","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","469.30","469.30",".00",".00",".00",".00",".00","","{B4667F91-888D-53D9-2A1C-FF52AFC4EC9F}"
"91833","102927","6","1200.00","0",".00","9","570.00","0",".00","15","1770.00",".00",".00",".00","24435.39","24435.39","17000.00",".00","17000.00","5000.00","12000.00","","{B08542B4-D2C5-5D09-BD96-6A3F7B43377D}"
"91835","102929","2","400.00","0",".00","8","315.00","0",".00","10","715.00",".00",".00",".00","100.77","100.77","309.32","84.09","393.41",".00","393.41","","{638B65BF-A1D3-DED9-9A1A-FB70D2746488}"
"91837","102931","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3000.00",".00","3000.00",".00","3000.00","","{68D67CF2-8776-74D8-09B8-9C033E4EBAD3}"
"91838","102932","2","325.00","0",".00","2","120.00","0",".00","4","445.00",".00",".00",".00","4878.10","4878.10",".00",".00",".00",".00",".00","","{28D70B57-6302-95E7-EC01-8CCE231BEED9}"
"91840","102934","2","1100.00","0",".00","3","80.00","0",".00","5","1180.00",".00",".00",".00","1752.73","1752.73","393.41","600.00","993.41","600.00","393.41","","{62A238AB-591A-4BF2-F6D7-9D94D91D0421}"
"91843","102937","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","940.00",".00","940.00",".00","940.00","","{78F817D0-0266-EC45-0162-6FDEC8836A3C}"
"91844","102938","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CDD11674-0CBE-3F7E-FE22-363DD544BCBC}"
"91846","102940","0",".00","1","135.46","1","75.00","0",".00","2","210.46",".00","135.46",".00","1813.96","1949.42","25500.00",".00","25500.00","9000.00","16500.00","","{87AF4555-E906-E0BB-E7BD-D9E3DC64216D}"
"91847","102941","1","500.00","0",".00","6","275.00","0",".00","7","775.00",".00",".00",".00","4477.14","4477.14",".00","700.00","700.00","400.00","300.00","","{8217446C-0C56-EE1C-20BE-77248D92541A}"
"91848","102942","0",".00","1","10000.00","0",".00","0",".00","1","10000.00",".00","10000.00",".00","360.00","10360.00",".00",".00",".00",".00",".00","","{1D3576F1-E11B-BB84-B642-408AF681B1B9}"
"91849","102943","4","1880.00","1","20.00","8","313.52","6","6.48","19","2220.00",".00","20.00","6.48","4073.41","4099.89","5010.00",".00","5010.00",".00","5010.00","","{DCE3F9DD-185C-BBF5-7BCE-B0D1DF2D322E}"
"91853","102947","6","1643.90","0",".00","5","500.00","0",".00","11","2143.90",".00",".00",".00","5930.82","5930.82",".00",".00",".00",".00",".00","","{25D47A6F-A976-7E2A-64CC-06514F2504C9}"
