"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"93064","100941","2289.57","5903.83",".00",".00","5903.83","8193.40","6622.71",".00",".00","6622.71","1570.69",".00",".00","3754.90","5903.83","9658.73","9658.73","1465.33","6622.71","8088.04","1570.69","","{C3333D37-6908-85A6-609E-848C4481C17D}"
"94648","102705","8705.49","80.80",".00",".00","80.80","8786.29","557.50",".00",".00","557.50","8228.79",".00","9865.75","16099.28","80.80","16180.08","26045.83","17259.54","557.50","17817.04","8228.79","","{40859D2B-F6D9-BE82-E7F2-77BAE5F3A30B}"
"94833","102917","43.30","450.00",".00",".00","450.00","493.30","422.00",".00",".00","422.00","71.30",".00",".00","760.00","450.00","1210.00","1210.00","716.70","422.00","1138.70","71.30","","{20256235-C06F-E0E5-CA6C-07F8C15C45C9}"
"94835","102919","43.30","450.00",".00",".00","450.00","493.30","12.00",".00",".00","12.00","481.30",".00",".00","760.00","450.00","1210.00","1210.00","716.70","12.00","728.70","481.30","","{20256235-C06F-E0E5-CA6C-07F8C15C45C9}"
"94840","102924","469.30",".00",".00",".00",".00","469.30","469.30",".00",".00","469.30",".00",".00",".00","1210.00",".00","1210.00","1210.00","740.70","469.30","1210.00",".00","","{B4667F91-888D-53D9-2A1C-FF52AFC4EC9F}"
"94843","102927","29533.98","1770.00",".00",".00","1770.00","31303.98","24435.39","5000.00",".00","29435.39","1868.59","12000.00","7.26","108695.99","1770.00","110465.99","110473.25","79169.27","29435.39","108604.66","1868.59","","{B08542B4-D2C5-5D09-BD96-6A3F7B43377D}"
"94845","102929","37.27","715.00",".00","84.09","799.09","836.36","100.77",".00",".00","100.77","735.59","393.41",".00","509.32","799.09","1308.41","1308.41","472.05","100.77","572.82","735.59","","{638B65BF-A1D3-DED9-9A1A-FB70D2746488}"
"94847","102931","66.46",".00",".00",".00",".00","66.46",".00",".00",".00",".00","66.46","3000.00","4548.85","35903.27",".00","35903.27","40452.12","40385.66",".00","40385.66","66.46","","{68D67CF2-8776-74D8-09B8-9C033E4EBAD3}"
"94848","102932","4753.07","445.00",".00",".00","445.00","5198.07","4878.10",".00",".00","4878.10","319.97",".00",".00","6955.90","445.00","7400.90","7400.90","2202.83","4878.10","7080.93","319.97","","{28D70B57-6302-95E7-EC01-8CCE231BEED9}"
"94850","102934","735.59","1180.00",".00","600.00","1780.00","2515.59","1752.73","600.00",".00","2352.73","162.86","393.41",".00","1308.41","1780.00","3088.41","3088.41","572.82","2352.73","2925.55","162.86","","{62A238AB-591A-4BF2-F6D7-9D94D91D0421}"
