"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980066","Committee to Elect Robert Neitz","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","E","R","0","08/20/2004","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","103.81","0.00","0.00","0.00","103.81","0.00","0.00","","0.00","103.81","0.00","0.00","1719.98","103.81","0.00","0.00","103.81","0.00","0.00","103.81"
"CC980066","Committee to Elect Robert Neitz","2004","01/18/2005","JAN15_05","07/01/2004","12/31/2004","E","R","0","01/17/2005","T","0","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","103.81","13616.17","0.00","0.00","13719.98","1719.98","12000.00","","0.00","0.00","13616.17","13719.98","0.00","103.81","0.00","13616.17","13719.98","0.00","13719.98","0.00"
"CC980066","Committee to Elect Robert Neitz","2004","01/18/2005","JANN15_05","07/01/2004","12/31/2004","E","R","0","01/20/2005","T","0","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","103.81","0.00","0.00","0.00","103.81","103.81","0.00","","0.00","0.00","0.00","103.81","1719.98","103.81","0.00","0.00","103.81","0.00","103.81","0.00"
"CC980085","Friends of Mike Pocalyko","2004","01/18/2005","JAN15_05","07/01/2004","12/31/2004","D","F","","01/15/2005","T","0","CandOfficer","Pocalyko","Michael","N","HOD","036","Virginia Republican Party","H","265.07","30878.93","6.00","0.00","31150.00","350.00","30800.00","0.00","0.00","0.00","31150.00","30884.93","0.00","265.07","0.00","30884.93","31150.00","0.00","31150.00","0.00"
"CC980124","Stephen Smith for Delegate","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","D","R","0","07/13/2004","R","1999","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","774.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","774.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","774.01"
"CC980176","Friends of Virginia M. Stephens","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","D","R","","07/15/2004","T","1999","CandOfficer","Stephens","Virginia","M","HOD","051","Virginia Democratic Party","H","11.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980233","John Massoud For Delegate","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","D","R","","07/15/2004","T","1999","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","389.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980279","Committee to Re-Elect  Senator Maxwell","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","D","R","","07/15/2004","T","1999","CandOfficer","Maxwell","Walter","Henry","SEN","002","Virginia Democratic Party","H","1643.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1643.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980351","Friends of Bob Barlow","2004","07/15/2004","JUL15_04","01/01/2004","06/30/2004","D","R","","07/13/2004","T","1999","CandOfficer","Barlow","Robert","J","HOD","099","Virginia Democratic Party","H","75.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","75.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980351","Friends of Bob Barlow","2004","01/18/2005","JAN15_05","07/01/2004","12/31/2004","D","R","0","01/11/2005","T","0","CandOfficer","Barlow","Robert","J","HOD","099","Virginia Democratic Party","H","75.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","75.97","0.00","0.00","0.00","75.97","0.00","0.00","0.00","0.00","0.00","75.97"
