"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980053","Friends of Vance Wilkins, Jr.","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","07/20/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","H","24927.91","9880.00","0.00","0.00","34807.91","7571.99","0.00","0.00","0.00","27235.92","179792.58","151963.64","0.00","","","","","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/28/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","H","24927.91","39933.11","0.00","0.00","64861.02","23591.98","0.00","0.00","0.00","41269.04","209845.69","167983.63","0.00","","","","","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/22/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","H","24927.91","8410.00","0.00","0.00","33337.91","9914.55","0.00","0.00","0.00","23423.36","178322.58","154306.20","0.00","","","","","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","12/02/1999","DECN02_99","10/21/1999","11/25/1999","E","R","","01/31/2000","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","H","24927.91","10200.00","91.36","10000.00","45219.27","34373.75","0.00","0.00","0.00","10845.52","180112.58","178765.40","0.00","","","","","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","10/25/1999","OCTN25_99","10/01/1999","10/20/1999","E","R","","01/31/2000","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","H","24927.91","24057.11","0.00","0.00","48985.02","37931.98","0.00","0.00","0.00","11053.04","193969.69","182323.63","0.00","","","","","","",""
"CC980065","Friends of Rowena Fullinwider","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","10/04/1999","T","1999","CandOfficer","Fullinwider","Rowena","J.","HOD","088","Virginia Republican Party","H","14059.96","39376.40","800.00","0.00","54236.36","24965.66","0.00","0.00","0.00","29270.70","79837.92","59377.21","8009.99","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","04/15/1999","APRN15_99","01/01/1999","03/01/1999","E","R","","04/06/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","3000.00","1220.00","0.00","0.00","4220.00","338.61","0.00","0.00","0.00","3881.39","4220.00","338.61","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","06/01/1999","JUNN01_99","04/01/1999","05/26/1999","E","R","","06/02/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","3881.39","5000.00","0.00","8000.00","16881.39","15933.69","0.00","0.00","0.00","947.70","9220.00","16272.30","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/23/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","9292.78","8860.00","0.00","0.00","18152.78","11365.46","0.00","0.00","0.00","6787.32","27225.00","28437.76","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/21/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","6787.32","2900.00","0.00","0.00","9687.32","5992.54","0.00","0.00","0.00","3694.78","30125.00","34430.30","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","11/09/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","947.78","9145.00","0.00","0.00","10092.78","800.00","0.00","0.00","0.00","9292.78","18365.00","17072.30","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","10/25/1999","OCTN25_99","10/01/1999","10/20/1999","E","R","","11/17/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","3694.78","15959.76","0.00","0.00","19654.54","5349.56","0.00","0.00","0.00","14304.98","46084.76","39779.86","0.00","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","12/02/1999","DECN02_99","10/21/1999","11/25/1999","E","R","","01/31/2000","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","14304.98","9247.32","0.00","1000.00","24552.30","24387.52","0.00","0.00","0.00","164.78","55332.08","64167.38","5101.14","","","","","","",""
"CC980066","Committee to Elect Robert Neitz","1999","01/18/2000","JAN18_00","07/01/1999","12/31/1999","E","R","","08/10/2000","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","164.78","3429.00","100.00","3000.00","6693.78","5828.94","0.00","0.00","0.00","864.84","58761.08","69996.32","1429.69","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","04/15/1999","APRN15_99","01/01/1999","03/01/1999","E","R","","04/19/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","15022.41","5500.00","0.00","0.00","20522.41","1654.46","0.00","0.00","0.00","18867.95","21522.41","2654.46","0.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","06/01/1999","JUNN01_99","04/01/1999","05/26/1999","E","R","","06/10/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","18867.95","23800.64","0.00","0.00","42668.59","8471.69","0.00","0.00","0.00","34196.90","45323.05","11126.15","0.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","07/19/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","34196.90","27120.00","0.00","0.00","61316.90","14890.24","0.00","0.00","0.00","46426.66","72443.05","26016.39","0.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/30/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","46426.66","55352.81","0.00","0.00","101779.47","21341.89","0.00","0.00","0.00","80437.58","127795.86","47358.28","0.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/28/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","80437.58","124898.45","0.00","0.00","205336.03","157463.38","0.00","0.00","0.00","47872.65","252694.31","204821.66","0.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","10/25/1999","OCTN25_99","10/01/1999","10/20/1999","E","R","","10/29/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","47872.65","90351.33","0.00","40000.00","178223.98","134285.39","0.00","0.00","0.00","43938.59","343045.64","339107.05","40000.00","","","","","","",""
"CC980067","Don Williams for the House of Delegates","1999","12/02/1999","DECN02_99","10/21/1999","11/25/1999","E","R","","12/13/1999","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","H","43938.59","15236.00","780.74","0.00","59955.33","48093.87","0.00","0.00","0.00","11861.46","358281.64","387200.92","40000.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","07/06/1999","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","16305.69","780.00","0.00","0.00","17085.69","1645.87","0.00","0.00","0.00","15439.82","17510.18","2423.16","0.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/28/1999","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","15439.82","6375.00","0.00","0.00","21814.82","2360.90","0.00","0.00","0.00","19453.92","23885.18","4784.06","0.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/21/1999","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","19453.92","1400.00","0.00","0.00","20853.92","2205.17","0.00","0.00","0.00","18648.75","25285.18","6989.23","0.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","10/25/1999","OCTN25_99","10/01/1999","10/20/1999","E","R","","11/29/1999","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","18648.75","4640.00","0.00","0.00","23288.75","1167.39","0.00","0.00","0.00","22121.36","29925.18","8156.62","0.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","12/02/1999","DECN02_99","10/21/1999","11/25/1999","E","R","","12/16/1999","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","22121.36","1854.00","0.00","0.00","23975.36","244.69","0.00","0.00","0.00","23730.67","31779.18","8401.31","0.00","","","","","","",""
"CC980075","Friends of Beverly J. Sherwood","1999","01/18/2000","JAN18_00","07/01/1999","12/31/1999","E","R","","08/10/2000","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","H","23730.67","0.00","0.00","0.00","23730.67","1068.31","0.00","0.00","0.00","22662.36","31779.18","9469.62","0.00","","","","","","",""
"CC980076","Nick Rerras for State Senate","1999","06/01/1999","JUNN01_99","04/01/1999","05/26/1999","E","R","","06/02/1999","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","H","16091.80","16348.72","376.72","0.00","32817.24","13608.65","186.86","0.00","0.00","19021.73","34457.61","19609.06","3796.46","","","","","","",""
"CC980076","Nick Rerras for State Senate","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","07/20/1999","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","H","19021.73","18782.99","9.99","6835.41","44650.12","7600.65","711.32","0.00","0.00","36338.15","53240.60","27209.71","9920.55","","","","","","",""
"CC980076","Nick Rerras for State Senate","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/22/1999","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","H","67033.47","37612.56","8.00","0.00","104654.03","54307.17","0.00","0.00","0.00","50346.86","131874.30","93376.26","11375.81","","","","","","",""
"CC980076","Nick Rerras for State Senate","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","11/17/1999","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","H","36338.15","41021.14","78.30","1455.26","78892.85","11859.38","0.00","0.00","0.00","67033.47","94261.74","39069.09","11375.81","","","","","","",""
