"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980053","Friends of Vance Wilkins, Jr.","1999","07/15/1999","JULN15_99","05/27/1999","06/30/1999","E","R","","07/20/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","9400.00","15","480.00","1","0.00","0","0.00","0","9880.00","16","480.00","7091.99","0.00","0.00","0.00","0.00","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/28/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","38427.96","86","1505.15","6","0.00","0","0.00","0","39933.11","92","1505.15","22086.83","0.00","0.00","0.00","0.00","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/22/1999","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","8350.00","15","60.00","1","0.00","0","0.00","0","8410.00","16","60.00","9854.55","0.00","0.00","0.00","0.00","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","12/02/1999","DECN02_99","10/21/1999","11/25/1999","E","R","","01/31/2000","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","10200.00","17","0.00","0","0.00","0","91.36","0","10200.00","17","0.00","34373.75","0.00","10000.00","0.00","10000.00","","",""
"CC980053","Friends of Vance Wilkins, Jr.","1999","10/25/1999","OCTN25_99","10/01/1999","10/20/1999","E","R","","01/31/2000","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","24057.11","10","0.00","0","0.00","0","0.00","0","24057.11","10","0.00","37931.98","0.00","0.00","0.00","0.00","","",""
"CC980065","Friends of Rowena Fullinwider","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","10/04/1999","T","1999","CandOfficer","Fullinwider","Rowena","J.","HOD","088","Virginia Republican Party","G","27680.00","54","6607.40","12","5089.00","92","800.00","0","39376.40","158","6607.40","18358.26","8009.99","0.00","0.00","8009.99","","",""
"CC980066","Committee to Elect Robert Neitz","1999","04/15/1999","APRN15_99","01/01/1999","03/01/1999","E","R","","04/06/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","1000.00","3","0.00","0","220.00","3","0.00","0","1220.00","6","0.00","338.61","0.00","0.00","0.00","0.00","","",""
"CC980066","Committee to Elect Robert Neitz","1999","06/01/1999","JUNN01_99","04/01/1999","05/26/1999","E","R","","06/02/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","4150.00","10","0.00","0","850.00","9","0.00","0","5000.00","19","0.00","15933.69","0.00","8000.00","0.00","8000.00","","",""
"CC980066","Committee to Elect Robert Neitz","1999","09/15/1999","SEPN15_99","07/01/1999","08/31/1999","E","R","","09/23/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","4550.00","15","1050.00","3","3260.00","60","0.00","0","8860.00","78","1050.00","10315.46","8000.00","0.00","0.00","8000.00","","",""
"CC980066","Committee to Elect Robert Neitz","1999","10/15/1999","OCTN15_99","09/01/1999","09/30/1999","E","R","","10/21/1999","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","1250.00","7","0.00","0","1650.00","30","0.00","0","2900.00","37","0.00","5992.54","8000.00","0.00","0.00","8000.00","","",""
