"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980053","Friends of Vance Wilkins, Jr.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/24/2000","T","1999","CandOfficer","Wilkins","S.","Vance","HOD","024","Virginia Republican Party","G","77656.00","67","0.00","0","0.00","0","0.00","0","77656.00","67","0.00","41499.21","0.00","0.00","0.00","0.00","","",""
"CC980066","Committee to Elect Robert Neitz","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/02/2000","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","2550.00","18","504.00","1","375.00","7","100.00","0","3429.00","26","504.00","5324.94","9000.00","3000.00","0.00","12000.00","","",""
"CC980066","Committee to Elect Robert Neitz","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/17/2000","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","83.03","12000.00","0.00","0.00","12000.00","","",""
"CC980067","Don Williams for the House of Delegates","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/02/2000","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","G","1450.00","7","0.00","0","30.00","1","0.00","0","1480.00","8","0.00","806.73","40000.00","0.00","0.00","40000.00","","",""
"CC980067","Don Williams for the House of Delegates","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/17/2000","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","G","7425.00","21","0.00","0","1256.00","15","538.26","0","8681.00","36","0.00","3791.97","40000.00","0.00","0.00","40000.00","","",""
"CC980067","Don Williams for the House of Delegates","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","E","R","","04/16/2001","T","1999","CandOfficer","Williams","Donald","","HOD","086","Virginia Democratic Party","G","1450.00","7","0.00","0","30.00","1","0.00","0","1480.00","8","0.00","806.73","40000.00","0.00","0.00","40000.00","","",""
"CC980073","Howell for Delegate","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/17/2000","T","1999","CandOfficer","Howell","William","J.","HOD","028","Virginia Republican Party","G","1750.00","5","0.00","0","0.00","0","230.54","0","1750.00","5","0.00","4075.09","0.00","0.00","0.00","0.00","","",""
"CC980075","Friends of Beverly J. Sherwood","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/02/2000","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1068.31","0.00","0.00","0.00","0.00","","",""
"CC980075","Friends of Beverly J. Sherwood","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/17/2000","T","1999","CandOfficer","Sherwood","Beverly","J","HOD","029","Virginia Republican Party","G","800.00","2","0.00","0","0.00","0","361.54","0","800.00","2","0.00","1258.14","0.00","0.00","0.00","0.00","","",""
"CC980076","Nick Rerras for State Senate","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","01/06/2000","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","G","24675.00","84","0.00","0","2275.00","53","30.50","0","26950.00","137","0.00","18575.84","3085.14","0.00","3085.14","0.00","","",""
"CC980076","Nick Rerras for State Senate","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/02/2000","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","G","24675.00","84","0.00","0","2275.00","53","30.50","0","26950.00","137","0.00","18575.84","3085.14","0.00","3085.14","0.00","","",""
"CC980076","Nick Rerras for State Senate","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","D","F","","07/09/2000","T","1999","CandOfficer","Rerras","Dimitrios","Nick","SEN","006","Virginia Republican Party","G","17525.00","82","0.00","0","3445.00","69","991.41","0","20970.00","151","0.00","12919.84","0.00","0.00","0.00","0.00","","",""
"CC980088","Friends of Harry Blevins","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","01/15/2000","T","1999","CandOfficer","Blevins","Harry","B","HOD","078","Virginia Republican Party","G","0.00","0","0.00","0","100.00","1","0.00","0","100.00","1","0.00","406.00","0.00","0.00","0.00","0.00","","",""
"CC980088","Friends of Harry Blevins","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/01/2000","L","1999","CandOfficer","Blevins","Harry","B","HOD","078","Virginia Republican Party","G","0.00","0","0.00","0","100.00","1","0.00","0","100.00","1","0.00","406.00","0.00","0.00","0.00","0.00","","",""
"CC980095","Committee to Re-Elect Dickinson","2000","01/18/2000","JANN18_00","12/01/1999","12/31/1999","D","R","","02/02/2000","T","1999","CandOfficer","Dickinson","V.","Earl","HOD","056","Virginia Democratic Party","G","500.00","1","0.00","0","0.00","0","48.40","0","500.00","1","0.00","305.04","0.00","0.00","0.00","0.00","","",""
"CC980095","Committee to Re-Elect Dickinson","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/17/2000","T","1999","CandOfficer","Dickinson","V.","Earl","HOD","056","Virginia Democratic Party","G","1550.00","5","0.00","0","0.00","0","136.29","0","1550.00","5","0.00","4741.83","0.00","0.00","0.00","0.00","","",""
