"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"90803","98632","256.97","3195.49",".00",".00","3195.49","3452.46","1162.89",".00",".00","1162.89","2289.57",".00",".00","559.41","3195.49","3754.90","3754.90","302.44","1162.89","1465.33","2289.57","","{B54C483A-9C99-149B-5742-70E06451B80A}"
"90876","98710","4976.00",".00",".00",".00",".00","4976.00","24.00",".00",".00","24.00","4952.00",".00",".00","5000.00",".00","5000.00","5000.00","24.00","24.00","48.00","4952.00","","{958F0920-AC20-833D-7E81-1CAB7249B7CF}"
"91102","98955","279.74","1273.79",".00",".00","1273.79","1553.53","977.94",".00",".00","977.94","575.59",".00",".00","300.00","1273.79","1573.79","1573.79","20.26","977.94","998.20","575.59","","{763ACF74-4251-131E-A76B-97B16E280FFF}"
"91104","98957","9.90","100.00",".00","155.82","255.82","265.72","106.35",".00",".00","106.35","159.37","255.82",".00","100.00","255.82","355.82","355.82","90.10","106.35","196.45","159.37","","{0377558A-32FE-79C9-B0A1-C43DC98C139B}"
"91106","98959","40494.70",".00",".00",".00",".00","40494.70",".00",".00",".00",".00","40494.70","40494.70",".00","41094.70",".00","41094.70","41094.70","600.00",".00","600.00","40494.70","","{A5CA3D21-317E-6C2B-3EDA-E3B6F814DCFC}"
"91107","98960","13608.88","1589.95",".00",".00","1589.95","15198.83","2169.88",".00",".00","2169.88","13028.95","25500.00","3901.20","18600.22","1589.95","20190.17","24091.37","8892.54","2169.88","11062.42","13028.95","","{DDD9FBFC-E58D-FC3B-5307-EC0B5CF6A97B}"
"91109","98962","26419.67","600.00",".25",".00","600.25","27019.92","8913.54",".00",".00","8913.54","18106.38",".00","11191.32","119595.79","600.25","120196.04","131387.36","104367.44","8913.54","113280.98","18106.38","","{8ED17667-0888-9194-5177-2A6966ACDBAB}"
"91118","98971","2895.06","3972.74",".00","500.00","4472.74","7367.80","3023.25",".00",".00","3023.25","4344.55","2500.00",".00","3043.00","4472.74","7515.74","7515.74","147.94","3023.25","3171.19","4344.55","","{63F58AAE-851A-90D9-44F2-D1C53126A672}"
"91124","98977","131.02","4240.00",".00","800.00","5040.00","5171.02","1595.44",".00",".00","1595.44","3575.58","800.00","100.00","100.00","5040.00","5140.00","5240.00","68.98","1595.44","1664.42","3575.58","","{8FF41419-723B-32F8-3E18-97CF05F11800}"
"91125","98978","2913.16",".00",".00",".00",".00","2913.16","224.03",".00",".00","224.03","2689.13","3000.00",".00","3060.00",".00","3060.00","3060.00","146.84","224.03","370.87","2689.13","","{D2ECA2D9-A090-8386-3A06-AEBE7CCA7FCA}"
