"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980233","John Massoud For Delegate","2010","07/15/2010","CC20120001","01/01/2010","06/30/2010","E","R","0","07/14/2010","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2010","01/18/2011","CC20120002","07/01/2010","12/31/2010","E","R","0","01/17/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980274","Friends of  Barbara Chrisley","2010","07/15/2010","CC20120001","01/01/2010","06/30/2010","D","R","0","07/08/2010","R","2010","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","D","R","0","01/10/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980316","Walter Benjamin Keister for Delegate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","D","R","0","07/13/2010","R","2010","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","D","R","0","01/18/2011","R","2011","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980555","Reynolds for State Senate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","20473.89","35538.16","0.00","0.00","56012.05","17267.73","0.00","","0.00","38744.32","35538.16","17267.73","0.00","20473.89","0.00","35538.16","56012.05","0.00","17267.73","38744.32"
"CC980555","Reynolds for State Senate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","A","1","09/01/2010","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","20473.89","35538.16","0.00","0.00","56012.05","17267.73","0.00","","0.00","38744.32","35538.16","17267.73","0.00","11360.08","60215.29","95753.45","107113.53","51101.48","68369.21","38744.32"
"CC980555","Reynolds for State Senate","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","E","R","0","01/07/2011","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","38744.32","29036.29","0.00","0.00","67780.61","15979.18","0.00","","0.00","51801.43","29036.29","15979.18","0.00","11360.08","95753.45","124789.74","136149.82","68369.21","84348.39","51801.43"
"CC980566","Friends of Nick Rerras","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/12/2010","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","8930.64","0.00","0.00","0.00","8930.64","0.00","0.00","","0.00","8930.64","0.00","0.00","0.00","9837.11","2944.03","2944.03","12781.14","3850.50","3850.50","8930.64"
"CC980566","Friends of Nick Rerras","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","8930.64","0.00","0.00","0.00","8930.64","0.00","0.00","","0.00","8930.64","0.00","0.00","0.00","9837.11","2944.03","2944.03","12781.14","3850.50","3850.50","8930.64"
"CC980566","Friends of Nick Rerras","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","A","1","12/30/2011","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","1895.67","0.00","0.00","0.00","1895.67","0.00","0.00","","0.00","1895.67","0.00","0.00","0.00","2350.17","3396.00","3396.00","5746.17","3850.50","3850.50","1895.67"
"CC980566","Friends of Nick Rerras","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","E","A","1","12/30/2011","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","1895.67","0.00","0.00","0.00","1895.67","0.00","0.00","","0.00","1895.67","0.00","0.00","0.00","2350.17","3396.00","3396.00","5746.17","3850.50","3850.50","1895.67"
"CC980575","Friends of John Watkins","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/01/2010","T","0","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","H","164013.35","56172.69","0.00","0.00","220186.04","43139.29","0.00","","0.00","177046.75","56172.69","43139.29","0.00","164013.35","0.00","56172.69","220186.04","0.00","43139.29","177046.75"
"CC980575","Friends of John Watkins","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","E","R","0","01/04/2011","T","0","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","H","177046.75","35683.30","0.00","0.00","212730.05","18476.49","0.00","","0.00","194253.56","35683.30","18476.49","0.00","164013.35","56172.69","91855.99","255869.34","43139.29","61615.78","194253.56"
"CC980589","Puckett for Senate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","CandOfficer","Puckett","Phillip","P.","SEN","38","Virginia Democratic Party","H","47875.65","30637.76","0.00","0.00","78513.41","12193.10","0.00","","0.00","66320.31","30637.76","12193.10","0.00","47875.65","0.00","30637.76","78513.41","0.00","12193.10","66320.31"
