"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980233","John Massoud For Delegate","2010","07/15/2010","CC20120001","01/01/2010","06/30/2010","E","R","0","07/14/2010","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"CC980233","John Massoud For Delegate","2010","01/18/2011","CC20120002","07/01/2010","12/31/2010","E","R","0","01/17/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"CC980274","Friends of  Barbara Chrisley","2010","07/15/2010","CC20120001","01/01/2010","06/30/2010","D","R","0","07/08/2010","R","2010","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980274","Friends of  Barbara Chrisley","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","D","R","0","01/10/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980316","Walter Benjamin Keister for Delegate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","D","R","0","07/13/2010","R","2010","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980316","Walter Benjamin Keister for Delegate","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","D","R","0","01/18/2011","R","2011","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980555","Reynolds for State Senate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","G","20550.00","32","14888.16","1","100.00","1","0.00","","35538.16","34","14888.16","2379.57","0.00","0.00","0.00","0.00","0.00","0",""
"CC980555","Reynolds for State Senate","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","A","1","09/01/2010","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","G","20550.00","32","14888.16","1","100.00","1","0.00","","35538.16","34","14888.16","2379.57","0.00","0.00","0.00","0.00","0.00","0",""
"CC980555","Reynolds for State Senate","2010","01/18/2011","CC20110002","07/01/2010","12/31/2010","E","R","0","01/07/2011","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","G","18200.00","34","10761.29","1","75.00","2","0.00","","29036.29","37","10761.29","5217.89","0.00","0.00","0.00","0.00","0.00","0",""
"CC980566","Friends of Nick Rerras","2010","07/15/2010","CC20110001","01/01/2010","06/30/2010","E","R","0","07/12/2010","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","2000.00","0.00","0.00","2000.00","0.00","0",""
