"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"109443","118279",".00","25.00",".00",".00","25.00","25.00",".00",".00",".00",".00","25.00",".00",".00",".00","25.00","25.00","25.00",".00",".00",".00","25.00","","{704FFEE0-3CF6-7E62-655B-A6E06919B54E}"
"109694","118525","149.00","1196.25",".00",".00","1196.25","1345.25","1301.00","44.25",".00","1345.25",".00",".00",".00","837.44","1196.25","2033.69","2033.69","688.44","1345.25","2033.69",".00","","{AF14FD2C-5785-269A-0355-C1D2C399E7DA}"
"110055","118883","941.62",".00",".00",".00",".00","941.62",".00",".00",".00",".00","941.62","41950.00","1841.62","1000.00",".00","1000.00","2841.62","1900.00",".00","1900.00","941.62","","{E7BBEC4B-7C1B-6864-4CA6-1C35779A316B}"
"111662","120603","904.50",".00",".00",".00",".00","904.50","904.50",".00",".00","904.50",".00",".00",".00","3425.09",".00","3425.09","3425.09","2520.59","904.50","3425.09",".00","","{F5C7AEF3-1243-B300-61B5-888DEDBD03B7}"
"111687","120641","350.68","250.00",".00",".00","250.00","600.68","318.08",".00",".00","318.08","282.60",".00",".00","671.00","250.00","921.00","921.00","320.32","318.08","638.40","282.60","","{9ED0BC74-8F23-4F60-BBC2-4AC35567D659}"
"111690","120644","361.76","2500.00",".00","62.00","2562.00","2923.76","2922.59",".00",".00","2922.59","1.17","437.00",".00","1157.91","2562.00","3719.91","3719.91","796.15","2922.59","3718.74","1.17","","{88F2A9B1-D978-558A-A991-1808ADB0775D}"
"111691","120645","5015.20","2000.00",".00",".00","2000.00","7015.20","1829.05",".00",".00","1829.05","5186.15","2128.56",".00","11194.88","2000.00","13194.88","13194.88","6179.68","1829.05","8008.73","5186.15","","{9B5E8DC2-198E-8590-FE99-913CFDD32699}"
"111693","120647","452.50",".00",".00",".00",".00","452.50",".00",".00",".00",".00","452.50",".00","752.50",".00",".00",".00","752.50","300.00",".00","300.00","452.50","","{47E1C527-81F1-D4CE-6DD4-F12578FF61CC}"
"111694","120648","149.55",".00",".00",".00",".00","149.55",".00",".00",".00",".00","149.55",".02","142.03","15.02",".00","15.02","157.05","7.50",".00","7.50","149.55","","{5BB3708B-C84E-0B69-4DAD-DA3083E1B2BA}"
"111698","120654","150.00",".00",".00",".00",".00","150.00",".00",".00",".00",".00","150.00","100.00",".00","150.00",".00","150.00","150.00",".00",".00",".00","150.00","","{37C83414-4427-6421-AA8D-C9579E8FAAB4}"
"111699","120655","50242.38",".00",".00",".00",".00","50242.38","16914.34",".00",".00","16914.34","33328.04",".00","39081.92","158234.46",".00","158234.46","197316.38","147074.00","16914.34","163988.34","33328.04","","{D67E90DA-FEDC-6BB8-E56D-7FEC5A0E77AF}"
"111703","120658","55949.78","2525.00",".00",".00","2525.00","58474.78","11207.24",".00",".00","11207.24","47267.54",".00","8386.69","99065.10","2525.00","101590.10","109976.79","51502.01","11207.24","62709.25","47267.54","","{C764EC12-7B3B-FA0C-DC56-8939A5F66EAB}"
"111704","120659",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{15CAC181-66E0-75A4-408D-C87200A6FBFF}"
"111708","120663","1176.60",".00",".00",".00",".00","1176.60",".00",".00",".00",".00","1176.60","1181.72","1176.60",".00",".00",".00","1176.60",".00",".00",".00","1176.60","","{91408039-1C4F-B3E7-2C74-3987AAFD2A12}"
"111709","120664","1554.19","600.00",".00",".00","600.00","2154.19","125.00",".00",".00","125.00","2029.19","2090.00",".00","14915.15","600.00","15515.15","15515.15","13360.96","125.00","13485.96","2029.19","","{9DFDA694-95CD-46C8-9A3F-FA99C2BEFB0E}"
"111710","120665","23166.89","685.00",".00",".00","685.00","23851.89","1255.22",".00",".00","1255.22","22596.67",".00","11576.95","13810.00","685.00","14495.00","26071.95","2220.06","1255.22","3475.28","22596.67","","{39ECB625-86D3-C276-6810-EAF645A98FDA}"
"111711","120666",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","17586.94",".00","17586.94","17586.94","17586.94",".00","17586.94",".00","","{A6031BF5-91C5-050C-2EB7-DC6CA133C648}"
"111725","120682","22.03",".00",".00",".00",".00","22.03","6.00",".00",".00","6.00","16.03","13835.03","231.31","100.01",".00","100.01","331.32","309.29","6.00","315.29","16.03","","{2C4443AC-977B-89C6-8D11-94C77CE98976}"
"111726","120683","16.03",".00",".00",".00",".00","16.03",".00",".00",".00",".00","16.03","13835.03","231.31","100.01",".00","100.01","331.32","315.29",".00","315.29","16.03","","{F55FDC3C-6D81-E96F-9669-2D5069D6087A}"
"111733","120692","5056.60","1726.00",".00",".00","1726.00","6782.60","2632.85",".00",".00","2632.85","4149.75",".00",".00","6279.83","1726.00","8005.83","8005.83","1223.23","2632.85","3856.08","4149.75","","{CB9705D8-8492-9FC3-30A7-D6502105042C}"
"111737","120697",".00","2712.72",".00",".00","2712.72","2712.72","12.72",".00",".00","12.72","2700.00","50.00",".00",".00","2712.72","2712.72","2712.72",".00","12.72","12.72","2700.00","","{68C2966B-D536-8B95-C750-F8F946D5B1FD}"
"111747","120707","2700.00","2503.56",".00",".00","2503.56","5203.56","121.40",".00",".00","121.40","5082.16","50.00",".00","2712.72","2503.56","5216.28","5216.28","12.72","121.40","134.12","5082.16","","{7037CEE3-D162-FDF2-9BDA-09F1A78E90A1}"
