"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"39856","44635","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7C12B5B0-6217-F25A-D26D-B6581793A49F}"
"39921","44702","7","975.00","0",".00","67","1535.00","1","25.00","75","2535.00",".00",".00","25.00","379.85","404.85",".00",".00",".00",".00",".00","","{7B4B0810-97FA-70CB-7B3B-8410072D1B62}"
"39925","44706","1","300.00","6","300.00","0",".00","0",".00","7","600.00",".00","300.00",".00","5028.64","5328.64",".00",".00",".00",".00",".00","","{58F5C1CA-C8EA-05EE-8BA4-B4A046EB9849}"
"39928","44720","50","24500.00","10","2528.51","4","400.00","0",".00","64","27428.51",".00","2528.51",".00","13292.34","15820.85",".00",".00",".00",".00",".00","","{0DC2B270-EE89-35B5-4592-15B1F0FC5562}"
"39934","44727","8","2997.65","0",".00","11","875.00","0",".00","19","3872.65",".00",".00",".00","3804.06","3804.06",".00","900.00","900.00","900.00",".00","","{F195BC93-5453-9FAC-1CAA-4CE9DEC89722}"
"39942","44739","0",".00","0",".00","0",".00","0",".00","0",".00","12.57",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1F956A66-9E5E-697A-DB5B-7BBC2BEFAC82}"
"39970","44767","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","500.00",".00","500.00",".00","500.00","","{10460D01-3A62-D6EA-B762-239964D753DE}"
"39979","44777","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1985.06",".00","1985.06",".00","1985.06","","{1F0DD6AE-BBD0-1465-CA52-6464C924B811}"
"39989","44788","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{397E96E8-CA09-D9B7-CE1B-B8FA9E9106F6}"
"39991","44790","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","33.66",".00","33.66",".00","33.66","","{47AA9656-ABCE-589C-C499-81F62BF3F240}"
"39994","44793","0",".00","0",".00","3","300.00","0",".00","3","300.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5CFC604A-1934-C0A0-FE49-A4CECB71C086}"
"40034","44851","12","11550.00","1","125.00","1","100.00","3","89.08","17","11864.08",".00","125.00","89.08","11541.00","11755.08",".00","362.80","362.80","362.80",".00","","{E662550B-94BA-218E-682C-C14995119A56}"
"40051","44877","1","400.00","0",".00","0",".00","0",".00","1","400.00",".00",".00",".00","1150.95","1150.95",".00","750.95","750.95",".00","750.95","","{A6B99414-C5A4-1C12-EC73-81AEB4BA4E1F}"
"40054","44880","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","750.95",".00","750.95",".00","750.95","","{A6B78B02-7BAA-049F-58E5-8BA67A841D4F}"
"40057","44963","5","6450.00","1","121.90","14","975.00","0",".00","20","7546.90",".00","121.90",".00","6153.81","6275.71",".00",".00",".00",".00",".00","","{643CB66B-9A01-7411-0939-DF1AEB6A6779}"
"40058","44964","201","372950.00","24","214631.65","67","5104.00","0",".00","292","592685.65",".00","214631.65",".00","361058.52","575690.17",".00",".00",".00",".00",".00","","{FD25D629-C979-8783-FD37-3EE19CB0C888}"
"40067","44975","7","2000.00","0",".00","33","1603.00","0",".00","40","3603.00",".00",".00",".00","4626.57","4626.57",".00","1023.57","1023.57",".00","1023.57","","{FF2CA551-24CD-B803-6615-E78D938E87C2}"
"40069","44977","78","406774.81","4","89089.60","97","6074.40","0",".00","179","501938.81",".00","89089.60",".00","403094.67","492184.27","9173.46",".00","9173.46",".00","9173.46","","{D400115D-9D69-3986-33EF-1122C9A24F75}"
"40070","44982","159","79317.01","4","1140.61","227","17084.99","0",".00","390","97542.61","1.27","1140.61",".00","45377.15","46517.76",".00","1250.00","1250.00",".00","1250.00","","{07A3DC5B-2B25-5D10-9B86-B13F1B4FA207}"
"40074","44986","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C6247274-1D34-020A-3496-DB092839588F}"
