"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"41284","44635","630.00",".00",".00",".00",".00","630.00",".00",".00",".00",".00","630.00",".00","630.00",".00",".00",".00","630.00",".00",".00",".00","630.00","","{7C12B5B0-6217-F25A-D26D-B6581793A49F}"
"41352","44702","8051.51","2535.00",".00",".00","2535.00","10586.51","404.85",".00",".00","404.85","10181.66",".00","7233.13","5215.00","2535.00","7750.00","14983.13","4396.62","404.85","4801.47","10181.66","","{7B4B0810-97FA-70CB-7B3B-8410072D1B62}"
"41354","44706","29378.40","600.00",".00",".00","600.00","29978.40","5328.64",".00",".00","5328.64","24649.76",".00","40087.46","1133.94","600.00","1733.94","41821.40","11843.00","5328.64","17171.64","24649.76","","{58F5C1CA-C8EA-05EE-8BA4-B4A046EB9849}"
"41357","44720","22847.07","27428.51",".00",".00","27428.51","50275.58","15820.85",".00",".00","15820.85","34454.73",".00","22847.07",".00","27428.51","27428.51","50275.58",".00","15820.85","15820.85","34454.73","","{0DC2B270-EE89-35B5-4592-15B1F0FC5562}"
"41363","44727",".00","3872.65",".00","900.00","4772.65","4772.65","3804.06","900.00","68.59","4772.65",".00",".00",".00",".00","4772.65","4772.65","4772.65",".00","4772.65","4772.65",".00","","{F195BC93-5453-9FAC-1CAA-4CE9DEC89722}"
"41371","44739","7752.05",".00","12.57",".00","12.57","7764.62",".00",".00",".00",".00","7764.62",".00","80.60","11.76","12.57","24.33","104.93",".00",".00",".00","104.93","","{1F956A66-9E5E-697A-DB5B-7BBC2BEFAC82}"
"41399","44767","409.66",".00",".00",".00",".00","409.66",".00",".00",".00",".00","409.66","500.00",".00","4266.99",".00","4266.99","4266.99","3857.33",".00","3857.33","409.66","","{10460D01-3A62-D6EA-B762-239964D753DE}"
"41408","44777","52.49",".00",".00",".00",".00","52.49",".00",".00",".00",".00","52.49","1172.53","100.00","4480.76",".00","4480.76","4580.76","4428.27",".00","4428.27","152.49","","{1F0DD6AE-BBD0-1465-CA52-6464C924B811}"
"41418","44788","-127.39",".00",".00",".00",".00","-127.39",".00",".00",".00",".00","-127.39","6568.81","211704.48",".00",".00",".00","211704.48",".00",".00",".00","211704.48","","{397E96E8-CA09-D9B7-CE1B-B8FA9E9106F6}"
"41420","44790","138.68",".00",".00",".00",".00","138.68",".00",".00",".00",".00","138.68",".00","138.68",".00",".00",".00","138.68",".00",".00",".00","138.68","","{47AA9656-ABCE-589C-C499-81F62BF3F240}"
"41423","44793",".00","300.00",".00",".00","300.00","300.00",".00",".00",".00",".00","300.00",".00",".00",".00","300.00","300.00","300.00",".00",".00",".00","300.00","","{5CFC604A-1934-C0A0-FE49-A4CECB71C086}"
"41463","44851",".00","11864.08",".00","362.80","12226.88","12226.88","11755.08","362.80",".00","12117.88","109.00",".00",".00",".00","12226.88","12226.88","12226.88",".00","12117.88","12117.88","109.00","","{E662550B-94BA-218E-682C-C14995119A56}"
"41480","44877",".00","400.00",".00","750.95","1150.95","1150.95","1150.95",".00",".00","1150.95",".00","750.95",".00",".00","1150.95","1150.95","1150.95",".00","1150.95","1150.95",".00","","{A6B99414-C5A4-1C12-EC73-81AEB4BA4E1F}"
"41483","44880",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","750.95",".00","1150.95",".00","1150.95","1150.95","1150.95",".00","1150.95",".00","","{A6B78B02-7BAA-049F-58E5-8BA67A841D4F}"
"41486","44963",".00","7546.90",".00",".00","7546.90","7546.90","6275.71",".00",".00","6275.71","1271.19",".00",".00",".00","7546.90","7546.90","7546.90",".00","6275.71","6275.71","1271.19","","{643CB66B-9A01-7411-0939-DF1AEB6A6779}"
"41487","44964","49661.75","592685.65",".00",".00","592685.65","642347.40","575690.17",".00",".00","575690.17","66657.23",".00",".00","50449.23","592685.65","643134.88","643134.88","787.48","575690.17","576477.65","66657.23","","{FD25D629-C979-8783-FD37-3EE19CB0C888}"
"41496","44975",".00","3603.00",".00","1023.57","4626.57","4626.57","4626.57",".00",".00","4626.57",".00","1023.57",".00",".00","4626.57","4626.57","4626.57",".00","4626.57","4626.57",".00","","{FF2CA551-24CD-B803-6615-E78D938E87C2}"
"41498","44977","29147.01","501938.81",".00",".00","501938.81","531085.82","492184.27",".00",".00","492184.27","38901.55",".00",".00","48423.28","501938.81","550362.09","550362.09","19276.27","492184.27","511460.54","38901.55","","{D400115D-9D69-3986-33EF-1122C9A24F75}"
"41499","44982",".00","97542.61","1.27","1250.00","98793.88","98793.88","46517.76",".00",".00","46517.76","52276.12","1250.00",".00",".00","98793.88","98793.88","98793.88",".00","46517.76","46517.76","52276.12","","{07A3DC5B-2B25-5D10-9B86-B13F1B4FA207}"
"41503","44986","3171.80",".00",".00",".00",".00","3171.80",".00",".00",".00",".00","3171.80",".00",".00","3635.94",".00","3635.94","3635.94","464.14",".00","464.14","3171.80","","{C6247274-1D34-020A-3496-DB092839588F}"
"41505","44988",".00","39864.32",".00","17550.51","57414.83","57414.83","12777.95",".00",".00","12777.95","44636.88","17550.51",".00",".00","57414.83","57414.83","57414.83",".00","12777.95","12777.95","44636.88","","{C7682958-1C33-97E6-A59B-9AC9C6B53E7A}"
"41506","44989","1449.82","112585.48",".00",".00","112585.48","114035.30","74704.96",".00",".00","74704.96","39330.34",".00",".00","5000.00","112585.48","117585.48","117585.48","3550.18","74704.96","78255.14","39330.34","","{6486F334-28CF-A41E-E851-A8E4702487A7}"
"41516","45013",".00","5499.47",".00",".00","5499.47","5499.47","4720.08",".00",".00","4720.08","779.39",".00",".00",".00","5499.47","5499.47","5499.47",".00","4720.08","4720.08","779.39","","{2682F5B9-B037-6583-7326-686EC7764921}"
"41518","45014","779.39","250.00",".00",".00","250.00","1029.39","305.25",".00",".00","305.25","724.14",".00",".00","5499.47","250.00","5749.47","5749.47","4720.08","305.25","5025.33","724.14","","{4C2E4EC5-A086-372E-6C55-60639296DF59}"
"41519","45015","724.14",".00",".00",".00",".00","724.14","374.63",".00",".00","374.63","349.51",".00",".00","5749.47",".00","5749.47","5749.47","5025.33","374.63","5399.96","349.51","","{0652504D-BC77-D86D-19E3-619C3184B7F3}"
"41521","45016","349.51","25.00",".00",".00","25.00","374.51","350.00",".00",".00","350.00","24.51",".00",".00","5749.47","25.00","5774.47","5774.47","5399.96","350.00","5749.96","24.51","","{128DDD1D-B758-7632-4E21-8E626123201D}"
"41523","45018","24.51",".00",".00",".00",".00","24.51","24.51",".00",".00","24.51",".00",".00",".00","5774.47",".00","5774.47","5774.47","5749.96","24.51","5774.47",".00","","{ABF8A8DB-F640-9A6E-449B-72D5E828B99B}"
"41538","45034",".00","850.95",".00","100.00","950.95","950.95","100.00","850.95",".00","950.95",".00",".00",".00","1150.95","950.95","2101.90","2101.90","1150.95","950.95","2101.90",".00","","{D7D33EB1-2B42-4A01-420B-DC2206451AFC}"
"41552","45049","161.45",".00",".00",".00",".00","161.45",".00",".00","161.45","161.45",".00",".00",".00","4900.00",".00","4900.00","4900.00","4738.55","161.45","4900.00",".00","","{E5450233-9DB6-61AD-520A-896C29133A16}"
"41553","45052",".00","7243.75",".00","7243.75","14487.50","14487.50","7243.75","7243.75",".00","14487.50",".00",".00",".00",".00","14487.50","14487.50","14487.50",".00","14487.50","14487.50",".00","","{2DEA3C93-9ABE-FFCC-D2AF-B89B96FA688A}"
"41562","45063",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{58C1F963-F01E-D825-B721-3D019BC00C73}"
"41566","45067","3171.80","8831.00",".00",".00","8831.00","12002.80","7703.37",".00",".00","7703.37","4299.43",".00",".00","3635.94","8831.00","12466.94","12466.94","464.14","7703.37","8167.51","4299.43","","{C6247274-1D34-020A-3496-DB092839588F}"
"41569","45074",".00","2150.00",".00",".00","2150.00","2150.00","1594.01",".00",".00","1594.01","555.99","118.50",".00",".00","2150.00","2150.00","2150.00",".00","1594.01","1594.01","555.99","","{158A9DE6-7307-604A-FA84-33A8A848B55F}"
"41570","45075","1449.82","116184.48",".00",".00","116184.48","117634.30","78307.77",".00",".00","78307.77","39326.53",".00",".00","5000.00","116184.48","121184.48","121184.48","3550.18","78307.77","81857.95","39326.53","","{6486F334-28CF-A41E-E851-A8E4702487A7}"
"41602","45139",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5F0B941F-BA7F-1974-08D2-0339BCA24692}"
"41606","45148","2836.54",".00",".00",".00",".00","2836.54","90.00",".00",".00","90.00","2746.54",".00","2986.54",".00",".00",".00","2986.54","150.00","90.00","240.00","2746.54","","{FE518C3A-BCDE-11A9-B9A4-FF570AA0A5F5}"
"41607","45149",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","1023.57",".00","4626.57",".00","4626.57","4626.57","4626.57",".00","4626.57",".00","","{7910280A-FA7B-DAE9-EBA8-13325DFBE760}"
"41621","45166","624877.51","40100.00",".00",".00","40100.00","664977.51","26172.43",".00","638805.08","664977.51",".00",".00","674688.55","561356.33","40100.00","601456.33","1276144.88","611167.37","664977.51","1276144.88",".00","","{87930E46-C86B-FEB6-6397-F70E49240C60}"
"41623","45169","1449.82","117873.05",".00",".00","117873.05","119322.87","79996.34",".00",".00","79996.34","39326.53",".00",".00","5000.00","117873.05","122873.05","122873.05","3550.18","79996.34","83546.52","39326.53","","{6486F334-28CF-A41E-E851-A8E4702487A7}"
"41645","45190","39326.53","56401.83",".00",".00","56401.83","95728.36","62509.76",".00",".00","62509.76","33218.60",".00",".00","122873.05","56401.83","179274.88","179274.88","83546.52","62509.76","146056.28","33218.60","","{576D6A73-6A3E-16F9-6351-138C9EACE7DB}"
"41660","45207","10.00",".00",".00",".00",".00","10.00",".00",".00",".00",".00","10.00","631.80",".00","641.80",".00","641.80","641.80","631.80",".00","631.80","10.00","","{892B911F-ED6E-8704-3CFB-54C7697B463C}"
"41661","45208","66657.23","153530.78","702.82",".00","154233.60","220890.83","190118.18",".00",".00","190118.18","30772.65",".00",".00","643134.88","154233.60","797368.48","797368.48","576477.65","190118.18","766595.83","30772.65","","{B244628B-7574-A590-728C-1BB252053CB4}"
"41662","45209","5467.09","200000.00",".00",".00","200000.00","205467.09","205467.09",".00",".00","205467.09",".00",".00",".00","2207969.00","200000.00","2407969.00","2407969.00","2202501.91","205467.09","2407969.00",".00","","{DA2F32F4-D165-F297-F40C-02EF406C0C9E}"
"41669","45217","8703.64",".00",".00",".00",".00","8703.64","8703.64",".00",".00","8703.64",".00",".00",".00","177988.55",".00","177988.55","177988.55","169284.91","8703.64","177988.55",".00","","{F358B791-BA19-1632-A79B-9FA68B48C5A6}"
"41671","45220",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","4831.69",".00","19229.62",".00","19229.62","19229.62","19229.62",".00","19229.62",".00","","{C915039E-E407-F634-DED7-3E2833EFA07E}"
"41682","45234","15.47",".00",".00",".00",".00","15.47","15.47",".00",".00","15.47",".00",".00",".00","9075.00",".00","9075.00","9075.00","9059.53","15.47","9075.00",".00","","{FD26F7FD-0251-08AA-1AB7-BBCADD37BCC6}"
