"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"34307","37245","3856.14",".00",".00",".00",".00","3856.14",".00",".00",".00",".00","3856.14",".00",".00","5300.00",".00","5300.00","5300.00","1443.86",".00","1443.86","3856.14","","{A68624F4-6463-A778-982B-E8AF9A4853F8}"
"34461","37501","1554.72","974.00",".00",".00","974.00","2528.72","56.05","750.00",".00","806.05","1722.67",".00",".00","7915.00","974.00","8889.00","8889.00","6360.28","806.05","7166.33","1722.67","","{56D2F94A-87B4-7094-5856-67BFE3220629}"
"34515","37562","4168.00",".00",".00",".00",".00","4168.00","4100.00",".00",".00","4100.00","68.00",".00","4168.00",".00",".00",".00","4168.00",".00","4100.00","4100.00","68.00","","{333CFCC1-BE2C-988F-995B-C489C5EF1FAA}"
"34516","37564","193.52",".00","20.44",".00","20.44","213.96","213.96",".00",".00","213.96",".00",".00","193.52",".00","20.44","20.44","213.96",".00","213.96","213.96",".00","","{342F276F-7AC3-D9A2-420A-9952F0D9FC88}"
"34520","37566","729.39","250.00",".00",".00","250.00","979.39","305.25",".00",".00","305.25","674.14",".00",".00","5449.47","250.00","5699.47","5699.47","4720.08","305.25","5025.33","674.14","","{4C2E4EC5-A086-372E-6C55-60639296DF59}"
"34525","37572","272.92",".00",".00",".00",".00","272.92",".00",".00",".00",".00","272.92",".00",".00","1800.00",".00","1800.00","1800.00","1527.08",".00","1527.08","272.92","","{1D1176B1-279A-5C7A-3E1C-0820B26A6A9F}"
"34528","37575","272.92","200.00",".00",".00","200.00","472.92","210.00",".00",".00","210.00","262.92",".00",".00","1800.00","200.00","2000.00","2000.00","1527.08","210.00","1737.08","262.92","","{21F13EBF-C573-E536-6180-0A2387C09C89}"
"34530","37577","674.14",".00",".00",".00",".00","674.14",".00",".00",".00",".00","674.14",".00",".00","5699.47",".00","5699.47","5699.47","5025.33",".00","5025.33","674.14","","{0652504D-BC77-D86D-19E3-619C3184B7F3}"
"34543","37590",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","389.61",".00","389.61","389.61","389.61",".00","389.61",".00","","{CEB9D224-89BF-514D-1C50-BE1E848992CB}"
"34544","37591","134.00","1205.56",".00",".00","1205.56","1339.56",".00",".00",".00",".00","1339.56",".00",".00","200.00","1205.56","1405.56","1405.56","66.00",".00","66.00","1339.56","","{50BAD7DC-46FF-55BA-0B63-0F05548C53CC}"
"34545","37592","1339.56","2658.53",".00",".00","2658.53","3998.09","364.00",".00",".00","364.00","3634.09",".00",".00","1405.56","2658.53","4064.09","4064.09","66.00","364.00","430.00","3634.09","","{0F9D5287-D175-8AA6-86AE-913CA1FDEB6E}"
"34549","37596","1339.56","2458.73",".00",".00","2458.73","3798.29","364.00",".00",".00","364.00","3434.29",".00",".00","1405.56","2458.73","3864.29","3864.29","66.00","364.00","430.00","3434.29","","{0F9D5287-D175-8AA6-86AE-913CA1FDEB6E}"
"34551","37598","3434.29","650.00",".00",".00","650.00","4084.29","3556.74",".00","527.55","4084.29",".00",".00",".00","3864.29","650.00","4514.29","4514.29","430.00","4084.29","4514.29",".00","","{93257C3E-5054-4F3B-8548-26102544B0B0}"
"34556","37603","579.00",".00",".00",".00",".00","579.00","579.00",".00",".00","579.00",".00",".00","579.00",".00",".00",".00","579.00",".00","579.00","579.00",".00","","{ED632AB2-7439-A83C-BE64-BFCDB80B4FAE}"
"34561","37609","395.94","50.00",".00",".00","50.00","445.94","185.49",".00",".00","185.49","260.45","418.93",".00","1768.93","50.00","1818.93","1818.93","1372.99","185.49","1558.48","260.45","","{EEBC5054-8D92-5A01-0E8A-BD02B23D3162}"
"34569","37620","22335.09","113849.60",".00",".00","113849.60","136184.69","89243.51",".00",".00","89243.51","46941.18",".00",".00","29208.13","113849.60","143057.73","143057.73","6873.04","89243.51","96116.55","46941.18","","{81AF8E41-6379-ECAB-A181-7295AAE2AF52}"
"34574","37625",".00","570.00",".00","600.00","1170.00","1170.00","1165.76",".00",".00","1165.76","4.24","600.00",".00",".00","1170.00","1170.00","1170.00",".00","1165.76","1165.76","4.24","","{523CF227-BD50-33DF-AC5B-F0C1021FC22C}"
"34577","37628",".00","3250.00",".00",".00","3250.00","3250.00","2273.90",".00",".00","2273.90","976.10",".00",".00",".00","3250.00","3250.00","3250.00",".00","2273.90","2273.90","976.10","","{974724AF-3131-8BD0-2C55-90C7242693B7}"
"34582","37633","1432.91","12711.08",".00",".00","12711.08","14143.99","4857.18",".00",".00","4857.18","9286.81",".00","1796.89",".00","12711.08","12711.08","14507.97","363.98","4857.18","5221.16","9286.81","","{B97D4530-995A-1E50-179C-AB3C6269116A}"
"34586","37637",".00","10.00",".00","631.80","641.80","641.80","631.80",".00",".00","631.80","10.00","631.80",".00",".00","641.80","641.80","641.80",".00","631.80","631.80","10.00","","{D04C7F73-52C4-9431-26B4-9188CDB75ECD}"
"34588","37639",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{471EC630-51AF-613E-A3D0-6F07A027C295}"
"34590","37641",".00","2461.00",".00","559.56","3020.56","3020.56","1201.83",".00",".00","1201.83","1818.73","559.56",".00",".00","3020.56","3020.56","3020.56",".00","1201.83","1201.83","1818.73","","{AD49F4D3-C0CE-3464-2203-B0AF4EF12A79}"
"34596","37648",".00","20227.66",".00",".00","20227.66","20227.66","19461.08",".00",".00","19461.08","766.58",".00",".00",".00","20227.66","20227.66","20227.66",".00","19461.08","19461.08","766.58","","{BE9E3A23-6A47-F0A1-9887-11AAFBB180B2}"
"34598","37650",".00","7735.00",".00","1445.32","9180.32","9180.32","4966.36",".00",".00","4966.36","4213.96","1625.32",".00",".00","9180.32","9180.32","9180.32",".00","4966.36","4966.36","4213.96","","{8F60F228-A76C-05EC-1643-B6CECFB7CF6A}"
"34604","37656","18768.86","4333.27",".00",".00","4333.27","23102.13",".00",".00",".00",".00","23102.13",".00","12118.98",".00","4333.27","4333.27","16452.25",".00",".00",".00","16452.25","","{6E1F0D3E-1B74-7B65-1DD3-416780F141D0}"
"34605","37657",".00","4168.26",".00",".00","4168.26","4168.26","3679.97",".00",".00","3679.97","488.29","2500.00",".00",".00","4168.26","4168.26","4168.26",".00","3679.97","3679.97","488.29","","{12BE0945-92B4-B59F-4C55-3DF07AD57978}"
"34610","37660",".00","4868.26",".00",".00","4868.26","4868.26","3679.97",".00",".00","3679.97","1188.29","2500.00",".00",".00","4868.26","4868.26","4868.26",".00","3679.97","3679.97","1188.29","","{12BE0945-92B4-B59F-4C55-3DF07AD57978}"
"34654","37719","161337.90","994010.00","15353.65",".00","1009363.65","1170701.55","1163322.55",".00",".00","1163322.55","7379.00",".00",".00","1051790.35","1009363.65","2061154.00","2061154.00","890452.45","1163322.55","2053775.00","7379.00","","{876984E6-A57C-29CC-01F1-D8046DDAFB00}"
"34659","37725","19538.91","301800.79",".00",".00","301800.79","321339.70","299607.81",".00",".00","299607.81","21731.89",".00",".00","415172.32","301800.79","716973.11","716973.11","395633.41","299607.81","695241.22","21731.89","","{DB8AB4F2-1CFC-C6A6-411A-0EEF282F3E35}"
"34661","37731","28605.64",".00",".00",".00",".00","28605.64","2662.75",".00",".00","2662.75","25942.89",".00",".00","721184.11",".00","721184.11","721184.11","692578.47","2662.75","695241.22","25942.89","","{0923EEB0-529F-9C5D-DC5B-1FD6A2D73457}"
"34685","37757","312.91","125.00",".00",".00","125.00","437.91","210.00",".00",".00","210.00","227.91",".00",".00","1675.00","125.00","1800.00","1800.00","1362.09","210.00","1572.09","227.91","","{84F54A23-D9A8-2664-8C34-55304DE40BE8}"
