"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980124","Stephen Smith for Delegate","2009","06/01/2009","JUNN01_09","04/01/2009","05/27/2009","D","R","0","06/01/2009","R","2009","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","774.01","0.00","0.00","0.00","774.01","0.00","0.00","0.00","0.00","774.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","774.01"
"CC980124","Stephen Smith for Delegate","2009","09/15/2009","SEPN15_09","07/01/2009","08/31/2009","D","R","0","09/15/2009","R","2009","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","774.01","1313.90","0.00","0.00","2087.91","1313.90","0.00","0.00","774.01","0.00","1313.90","2087.91","0.00","774.01","0.00","1313.90","2087.91","0.00","2087.91","0.00"
"CC980124","Stephen Smith for Delegate","2009","12/31/2009","FINAL_09","01/01/2009","12/31/2009","D","F","0","09/15/2009","R","2009","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","774.01","1313.90","0.00","0.00","2089.91","1313.90","0.00","0.00","774.01","0.00","1313.90","2087.91","0.00","774.01","0.00","1313.90","2087.91","0.00","2087.91","0.00"
"CC980233","John Massoud For Delegate","2009","04/15/2009","APRN15_09","01/01/2009","03/31/2009","E","R","0","04/14/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","06/01/2009","JUNN01_09","04/01/2009","05/27/2009","E","R","0","06/01/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","07/15/2009","JULN15_09","05/28/2009","06/30/2009","E","R","0","07/13/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","09/15/2009","SEPN15_09","07/01/2009","08/31/2009","E","R","0","09/03/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","10/15/2009","OCTN15_09","09/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","10/26/2009","OCTN26_09","10/01/2009","10/21/2009","E","R","0","10/23/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","12/03/2009","DECN03_09","10/22/2009","11/26/2009","E","R","0","11/30/2009","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2009","01/19/2010","JANN19_10","11/27/2009","12/31/2009","E","R","0","01/18/2010","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980274","Friends of  Barbara Chrisley","2009","04/15/2009","APRN15_09","01/01/2009","03/31/2009","D","R","0","04/08/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2244.36","0.00","0.00","0.00","2244.36","0.00","0.00","0.00","0.00","2244.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2244.36","0.00"
"CC980274","Friends of  Barbara Chrisley","2009","06/01/2009","JUNN01_09","04/01/2009","05/27/2009","D","R","0","05/28/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2244.36","0.00","0.00","0.00","2244.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2244.36"
"CC980274","Friends of  Barbara Chrisley","2009","07/15/2009","JULN15_09","05/28/2009","06/30/2009","D","R","0","07/14/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2244.36","0.00","0.00","0.00","2244.36","100.00","0.00","0.00","0.00","2144.36","0.00","100.00","0.00","9945.18","19332.14","19332.14","29277.32","27032.96","27132.96","2144.36"
"CC980274","Friends of  Barbara Chrisley","2009","09/15/2009","SEPN15_09","07/01/2009","08/31/2009","D","R","0","09/10/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2144.36","0.00","0.00","0.00","2144.36","0.00","0.00","0.00","0.00","2144.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2144.36"
"CC980274","Friends of  Barbara Chrisley","2009","10/15/2009","OCTN15_09","09/01/2009","09/30/2009","D","R","0","10/06/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2144.36","0.00","0.00","0.00","2144.36","0.00","0.00","0.00","0.00","2144.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2144.36"
"CC980274","Friends of  Barbara Chrisley","2009","10/26/2009","OCTN26_09","10/01/2009","10/21/2009","D","R","0","10/22/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2144.36","0.00","0.00","0.00","2144.36","200.00","0.00","0.00","0.00","1944.36","0.00","200.00","0.00","9945.18","19332.14","19332.14","29277.32","27132.96","2733296.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2009","12/03/2009","DECN03_09","10/22/2009","11/26/2009","D","R","0","12/01/2009","R","2009","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2009","01/19/2010","JANN19_10","11/27/2009","12/31/2009","D","R","0","01/10/2010","R","2010","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980316","Walter Benjamin Keister for Delegate","2009","04/15/2009","APRN15_09","01/01/2009","03/31/2009","D","R","0","04/15/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","06/01/2009","JUNN01_09","04/01/2009","05/27/2009","D","R","0","06/01/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","07/15/2009","JULN15_09","05/28/2009","06/30/2009","D","R","0","07/15/2009","T","0","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","09/15/2009","SEPN15_09","07/01/2009","08/31/2009","D","R","0","09/15/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","10/15/2009","OCTN15_09","09/01/2009","09/30/2009","D","R","0","10/15/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","10/26/2009","OCTN26_09","10/01/2009","10/21/2009","D","R","0","10/26/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","12/03/2009","DECN03_09","10/22/2009","11/26/2009","D","R","0","12/03/2009","R","2009","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2009","01/19/2010","JANN19_10","11/27/2009","12/31/2009","D","R","0","01/25/2010","R","2010","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980406","Kenneth P. Halla for Delegate","2009","04/15/2009","APRN15_09","01/01/2009","03/31/2009","D","R","0","04/13/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980406","Kenneth P. Halla for Delegate","2009","06/01/2009","JUNN01_09","04/01/2009","05/27/2009","D","R","0","06/01/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980406","Kenneth P. Halla for Delegate","2009","07/15/2009","JULN15_09","05/28/2009","06/30/2009","D","R","0","07/13/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","463.71","0.00","0.00","0.00","463.71","0.00","0.00","0.00","0.00","463.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","463.71"
"CC980406","Kenneth P. Halla for Delegate","2009","09/15/2009","SEPN15_09","07/01/2009","08/31/2009","D","R","0","09/14/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","463.71","0.00","0.00","0.00","463.71","0.00","0.00","0.00","0.00","463.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","463.71"
"CC980406","Kenneth P. Halla for Delegate","2009","10/15/2009","OCTN15_09","09/01/2009","09/30/2009","D","R","0","10/13/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","463.71","0.00","0.00","0.00","463.71","200.00","0.00","0.00","0.00","263.71","0.00","200.00","0.00","563.71","463.71","0.00","563.71","100.00","300.00","263.71"
"CC980406","Kenneth P. Halla for Delegate","2009","12/31/2009","FINAL_09","01/01/2009","12/31/2009","D","F","0","11/16/2009","R","2009","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","263.71","0.00","0.00","0.00","263.71","263.71","0.00","0.00","0.00","0.00","0.00","263.71","0.00","263.71","0.00","0.00","263.71","0.00","263.71","0.00"
"CC980555","Reynolds for State Senate","2009","07/15/2009","JUL15_09","01/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","16883.58","21875.00","0.00","0.00","38758.58","6502.56","0.00","","0.00","32256.02","21875.00","6502.56","0.00","11360.08","24415.29","46290.29","57650.37","18891.79","25394.35","32256.02"
"CC980555","Reynolds for State Senate","2009","01/19/2010","JAN19_10","07/01/2009","12/31/2009","E","R","0","01/08/2010","T","0","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","32256.02","13925.00","0.00","0.00","46181.02","25707.13","0.00","","0.00","20473.89","13925.00","25707.13","0.00","11360.08","46290.29","60215.29","71575.37","25394.35","51101.48","20473.89"
"CC980566","Friends of Nick Rerras","2009","01/19/2010","JAN19_10","07/01/2009","12/31/2009","E","R","0","01/09/2010","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","8930.64","0.00","0.00","0.00","8930.64","0.00","0.00","","0.00","8930.64","0.00","0.00","0.00","9837.11","2944.03","2944.03","12781.14","3850.50","3850.50","8930.64"
"CC980566","Friends of Nick Rerras","2009","07/15/2009","JUL15_09","01/01/2009","06/30/2009","E","R","0","01/09/2010","L","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","8930.64","0.00","0.00","0.00","8930.64","0.00","0.00","","0.00","8930.64","0.00","0.00","0.00","9837.11","2944.03","2944.03","12781.14","3850.50","3850.50","8930.64"
"CC980566","Friends of Nick Rerras","2009","07/15/2009","JUL15_09","01/01/2009","06/30/2009","E","A","1","12/30/2011","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","1895.67","0.00","0.00","0.00","1895.67","0.00","0.00","","0.00","1895.67","0.00","0.00","0.00","2350.17","3396.00","3396.00","5746.17","3850.50","3850.50","1895.67"
"CC980566","Friends of Nick Rerras","2009","01/19/2010","JAN19_10","07/01/2009","12/31/2009","E","A","1","12/30/2011","T","0","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","1895.67","0.00","0.00","0.00","1895.67","0.00","0.00","","0.00","1895.67","0.00","0.00","0.00","2350.17","3396.00","3396.00","5746.17","3850.50","3850.50","1895.67"
"CC980575","Friends of John Watkins","2009","07/15/2009","JUL15_09","01/01/2009","06/30/2009","E","R","0","07/06/2009","T","0","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","H","164573.06","53580.00","0.00","0.00","218153.06","41568.88","0.00","","0.00","176584.18","53580.00","41568.88","0.00","133718.12","78215.91","131795.91","265514.03","47360.97","88929.85","176584.18"
"CC980575","Friends of John Watkins","2009","01/19/2010","JAN19_10","07/01/2009","12/31/2009","E","R","0","01/04/2010","T","0","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","H","176584.18","26550.00","0.00","0.00","203134.18","39120.83","0.00","","0.00","164013.35","26550.00","39120.83","0.00","133718.12","131795.91","158345.91","292064.03","88929.85","128050.68","164013.35"
"CC980589","Puckett for Senate","2009","07/15/2009","JUL15_09","01/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","CandOfficer","Puckett","Phillip","P.","SEN","38","Virginia Democratic Party","H","54980.00","34500.00","480.00","0.00","89960.00","28852.42","0.00","","0.00","61107.58","34980.00","28852.42","0.00","36266.98","89605.00","124585.00","160851.98","70891.98","99744.40","61107.58"
