"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"48832","52700","3220.52","9.41","500.00","300.00","809.41","4029.93","459.13",".00",".00","459.13","3570.80","1300.00",".00","6073.67","809.41","6883.08","6883.08","3103.15","459.13","3562.28","3320.80","","{4F4D7E20-5B9C-18B1-AE43-B014A3225D5E}"
"48873","52753","102245.19","156016.60","811.45",".00","156828.05","259073.24","231432.28","595.87",".00","232028.15","27045.09","10084.19",".00","1455437.92","156828.05","1612265.97","1612265.97","1353192.73","232028.15","1585220.88","27045.09","","{E6282477-6332-2DF9-1840-9053E29516AA}"
"48875","52755","27045.09","6235.71",".00",".00","6235.71","33280.80","3269.59",".00",".00","3269.59","30011.21","10084.19",".00","1612265.97","6235.71","1618501.68","1618501.68","1585220.88","3269.59","1588490.47","30011.21","","{96A27C81-E537-7EE2-E43D-97475377B956}"
"48876","52756","30011.21","50.00","821.59",".00","871.59","30882.80","7370.81",".00",".00","7370.81","23511.99","10084.19","30011.21",".00","871.59","871.59","30882.80",".00","7370.81","7370.81","23511.99","","{E2593FB6-EA24-7A6A-7575-B246D112C38F}"
"48877","52757","23511.99","9182.00","980.00","5000.00","15162.00","38673.99","7852.11",".00",".00","7852.11","30821.88","15084.19","30011.21","871.59","15162.00","16033.59","46044.80","7370.81","7852.11","15222.92","30821.88","","{0868D557-118D-BD93-45CC-2F1AC3F91D93}"
"48961","52849","10.72","1950.13",".00","460.00","2410.13","2420.85","661.13",".00",".00","661.13","1759.72","2317.85",".00","1292.40","2410.13","3702.53","3702.53","1281.68","661.13","1942.81","1759.72","","{26AEEF75-DD65-1229-38D5-AF6A6F2C26EA}"
"48962","52850","1759.72","200.00",".00",".00","200.00","1959.72","1257.85","700.00",".00","1957.85","1.87","460.00",".00","3702.53","200.00","3902.53","3902.53","1942.81","1957.85","3900.66","1.87","","{E61C6700-8B21-64DE-2702-FF4C51DF484A}"
"48963","52851","1.87",".00",".00","2360.00","2360.00","2361.87","2236.22",".00",".00","2236.22","125.65","2820.00",".00","3902.53","2360.00","6262.53","6262.53","3900.66","2236.22","6136.88","125.65","","{440E0A74-483E-39BA-C46A-2BEFBAA69885}"
"48981","52874",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","1620.00",".00","1620.00",".00","1620.00","1620.00","1620.00",".00","1620.00",".00","","{D9FB73AD-FEC4-A2AA-124A-A584A85E6B4C}"
"48995","52888","2567.03",".00",".00",".00",".00","2567.03",".00",".00",".00",".00","2567.03",".00","2567.03",".00",".00",".00","2567.03",".00",".00",".00","2567.03","","{CC755610-AF15-824D-672B-78A577D380A6}"
"49003","52896","2567.03",".00",".00",".00",".00","2567.03","1109.82",".00",".00","1109.82","1457.21",".00","2567.03",".00",".00",".00","2567.03",".00","1109.82","1109.82","1457.21","","{65773BE1-C479-6DC1-8FD5-D035EF3A11E6}"
"49023","52918","2567.03",".00",".00",".00",".00","2567.03","1483.84",".00",".00","1483.84","1083.19",".00","2567.03",".00",".00",".00","2567.03",".00","1483.84","1483.84","1083.19","","{CC755610-AF15-824D-672B-78A577D380A6}"
"49028","52923","1083.19","38.35",".00",".00","38.35","1121.54","1109.82",".00","11.72","1121.54",".00",".00","2567.03",".00","38.35","38.35","2605.38","1483.84","1121.54","2605.38",".00","","{65773BE1-C479-6DC1-8FD5-D035EF3A11E6}"
"49057","52958","5.67","1061.73",".00",".00","1061.73","1067.40","519.73",".00",".00","519.73","547.67",".00",".00","6636.35","1061.73","7698.08","7698.08","6630.68","519.73","7150.41","547.67","","{81CB1E21-384A-82EC-2E04-99424433CAB3}"
"49066","52967","928.03","3650.00",".00","15000.00","18650.00","19578.03","18604.90",".00",".00","18604.90","973.13","15000.00",".00","27560.56","18650.00","46210.56","46210.56","26632.53","18604.90","45237.43","973.13","","{4099526A-B60A-FD51-2289-8719CFD3F227}"
"49073","52975","508.51",".00",".00",".00",".00","508.51","508.51",".00",".00","508.51",".00",".00",".00","800.00",".00","800.00","800.00","291.49","508.51","800.00",".00","","{B5DC6697-74C6-5238-5363-7FBC8C85B119}"
"49074","52976",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{190EF544-0593-C347-4435-829304B7276F}"
"49076","52978","50.00",".00",".00",".00",".00","50.00","50.00",".00",".00","50.00",".00",".00",".00","150.00",".00","150.00","150.00","100.00","50.00","150.00",".00","","{073FE4D0-A45C-1F4F-331C-391E9994E407}"
"49116","53021","389.46",".00",".00",".00",".00","389.46","389.46",".00",".00","389.46",".00",".00","389.46",".00",".00",".00","389.46",".00","389.46","389.46",".00","","{77D9AF58-435F-84CE-3562-88D58485FEEE}"
"49117","53022",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4FA7CD22-8C45-0680-4917-263C8B058DE2}"
"49119","53024",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4F7A6E41-F23C-29BF-FA13-4FFCCE6C7832}"
"49120","53025",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FC192E04-2E40-5B31-E218-C525284B5578}"
"49143","53048",".00",".00",".00","11185.03","11185.03","11185.03","11185.03",".00",".00","11185.03",".00","11185.03",".00",".00","11185.03","11185.03","11185.03",".00","11185.03","11185.03",".00","","{E1D337AD-139B-6BB2-4DFE-6F1BB9EB7946}"
"49153","53058","300.00",".00",".00",".00",".00","300.00","10.00",".00","290.00","300.00",".00",".00",".00","2940.81",".00","2940.81","2940.81","2640.81","300.00","2940.81",".00","","{427CB241-E7B3-7C22-4271-53F41403D7A5}"
"49194","53105","5931.80",".00",".00",".00",".00","5931.80",".00",".00",".00",".00","5931.80",".00","5931.80",".00",".00",".00","5931.80",".00",".00",".00","5931.80","","{CC80B47E-F7FF-7BF6-133A-3F8A99CCEEC9}"
"49196","53107","5931.80",".00",".00",".00",".00","5931.80",".00",".00",".00",".00","5931.80",".00","5931.80",".00",".00",".00","5931.80",".00",".00",".00","5931.80","","{2CAD1A21-39CF-59C4-CE5A-AFC0CF055FDD}"
"49198","53109","5931.80",".00",".00",".00",".00","5931.80",".00",".00",".00",".00","5931.80",".00","5931.80",".00",".00",".00","5931.80",".00",".00",".00","5931.80","","{B1CC3C83-8BDC-3415-8BB2-E73476607529}"
