"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"56","59","1","500.04","0",".00","0",".00","0",".00","1","500.04",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{59DC24E4-E264-70D4-D477-75412B3158EF}"
"57","60","4","735.00","3","600.00","337","12912.00","0",".00","344","14247.00",".00","600.00",".00","3052.89","3652.89",".00",".00",".00",".00",".00","","{0C020F33-0DB4-0DE2-9F24-CD224C212F52}"
"62","65","3","2000.00","0",".00","0",".00","0",".00","3","2000.00",".00",".00",".00","13372.00","13372.00",".00",".00",".00",".00",".00","","{487CC8E8-B344-A9F9-71AC-34EFC985C519}"
"66","69","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FAF83AB2-F6D9-49F1-07DD-97D449BABD95}"
"71","74","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7D483F5A-C236-0796-3166-EF9748BC270E}"
"72","75","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5D9EBFCD-7ADF-0F53-4E2A-2390E9F53607}"
"85","88","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{167F1BC8-7F0D-D863-7C43-ADE997817B2E}"
"87","90","4","3150.00","0",".00","16","840.00","0",".00","20","3990.00",".00",".00",".00","225.67","225.67",".00",".00",".00",".00",".00","","{FDE858CD-6D65-797B-B546-8DC6C547F408}"
"91","94","3","1722.75","0",".00","0",".00","0",".00","3","1722.75",".00",".00",".00","27.37","27.37",".00",".00",".00",".00",".00","","{1821673C-E5D0-72E7-2CA1-05BD858497C0}"
"93","96","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5B765D1A-81A3-C85E-4CEB-09A335FBC81E}"
"94","97","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CBF4B251-59E3-097B-AC1C-AC418A74E165}"
"99","102","0",".00","0",".00","10","345.00","0",".00","10","345.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E01B12A0-CDF6-09E4-1A0D-4156F21432E0}"
"103","106","1","200.00","2","150.57","8","355.00","0",".00","11","705.57","993.35","150.57",".00","2566.22","2716.79",".00",".00",".00",".00",".00","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"111","114","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{945510E4-2963-9D86-13C9-CDC4F84F32D3}"
"115","118","32","59976.91","0",".00","2","86.73","0",".00","34","60063.64",".00",".00",".00","5548.39","5548.39",".00",".00",".00",".00",".00","","{9D79886A-383D-CDBB-27FD-215353E0D53D}"
"116","119","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{23CCEB7A-D25C-8206-5FFA-C01498FFE5D5}"
"118","121","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D6E23E28-01B0-0D3A-D7AE-44EB5B79668D}"
"120","124","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CEA26712-9F15-CE37-8A82-4E0B75BA3771}"
"124","127","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","250.00","250.00",".00",".00",".00",".00",".00","","{16268014-9CC9-F13C-2B27-EE3AE73BBC9E}"
"126","129","0",".00","0",".00","28","508.76","0",".00","28","508.76",".00",".00",".00","587.44","587.44",".00",".00",".00",".00",".00","","{B4F3ACD0-8AC4-1D94-5B5A-93E98A8854A8}"
"130","133","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8BCAF28E-1349-4314-7381-37EEE67F9883}"
"131","134","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FDD1698A-56BC-C867-A7A3-B9C8FB3DDA07}"
"132","135","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D6E23E28-01B0-0D3A-D7AE-44EB5B79668D}"
"133","136","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{23CCEB7A-D25C-8206-5FFA-C01498FFE5D5}"
"134","137","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CEA26712-9F15-CE37-8A82-4E0B75BA3771}"
"142","145","12","4090.40","0",".00","37","1023.00","0",".00","49","5113.40","32.42",".00",".00","5192.67","5192.67",".00",".00",".00",".00",".00","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"144","147","1","299.30","0",".00","1","5.00","0",".00","2","304.30",".00",".00",".00","10.00","10.00",".00",".00",".00",".00",".00","","{C8BDFCC0-00EC-769F-3141-2CBBD8CECD27}"
"146","149","16","3950.00","0",".00","0",".00","0",".00","16","3950.00","3.32",".00",".00","8860.01","8860.01",".00",".00",".00",".00",".00","","{93B163BA-F163-3E35-51B0-AF0B92D562F1}"
"147","150","1","221.70","0",".00","0",".00","0",".00","1","221.70",".00",".00",".00","5.00","5.00",".00",".00",".00",".00",".00","","{B86BD2C2-089A-59BD-EC3E-E380C25DAC78}"
"149","152","1","10000.00","0",".00","0",".00","0",".00","1","10000.00",".00",".00",".00","3067.50","3067.50",".00",".00",".00",".00",".00","","{850ADF99-181C-C936-7E19-10AC04BA507F}"
"150","153","13","6600.00","0",".00","6","600.00","0",".00","19","7200.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{448A40C8-C385-FF42-CFB3-7DCAB2E48592}"
"154","157","0",".00","0",".00","116","6850.00","0",".00","116","6850.00",".00",".00",".00","4000.00","4000.00",".00",".00",".00",".00",".00","","{D212C160-9233-79E7-8148-A5AA6C656254}"
"157","160","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{BFE55DBB-13B0-7CCB-85B4-E5B36B5BA45C}"
"158","161","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E22D1672-CCC3-9854-1532-5CABFA0CEA90}"
"164","167","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E98B99CB-D48D-FB20-5655-09C1E168FC25}"
"170","173","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","110.00","110.00",".00",".00",".00",".00",".00","","{8DD0CB94-A58D-1B6B-933F-B82B490BD21C}"
"171","175","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{57547283-60FB-12B7-51FC-1632886DE831}"
"172","174","1","150.00","0",".00","4","210.00","0",".00","5","360.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{27808AC0-9964-AC17-BD3A-FBB411EC765A}"
"173","176","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5AEF8AD1-0CD2-A81B-A859-5249E959FB23}"
"175","178","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5AEF8AD1-0CD2-A81B-A859-5249E959FB23}"
"194","197","0",".00","2","407.88","1","50.00","1","97.86","4","555.74",".00","407.88","97.86","3528.99","4034.73","9500.00",".00","9500.00",".00","9500.00","","{62B7582F-9F6B-419B-B177-F3ABAA67E383}"
"202","205","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","2345.00","2345.00",".00",".00",".00",".00",".00","","{45D32286-FC67-FF73-7F5D-360F2B65F52C}"
"212","215","22","297849.53","0",".00","13","805.00","0",".00","35","298654.53","63.67",".00",".00","400851.48","400851.48",".00",".00",".00",".00",".00","","{3DC651C6-65B9-A210-81FB-D5CF0235FB0D}"
"217","220","8","3370.00","0",".00","1","35.00","0",".00","9","3405.00","20.25",".00",".00","3778.50","3778.50",".00",".00",".00",".00",".00","","{AC5AEEAB-F997-E70B-63D2-338062165B60}"
"218","221","0",".00","0",".00","17","348.30","0",".00","17","348.30",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C52B7D66-96AB-8773-2CBC-6014B95021E9}"
"220","223","1","50.00","0",".00","4","210.00","0",".00","5","260.00","11.52",".00",".00","26.60","26.60",".00",".00",".00",".00",".00","","{A314FFA8-D0ED-6A53-141F-96FFA1FB23FA}"
"222","225","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","35.00","35.00",".00",".00",".00",".00",".00","","{E7899F94-754D-1575-0F9E-7E1D667FB40A}"
"224","227","44","13269.55","0",".00","40","2710.39","0",".00","84","15979.94",".00",".00",".00","14516.33","14516.33","2741.24",".00","2741.24",".00","2741.24","","{A9CC7E2C-1850-382C-7718-8209EDE77C89}"
"226","229","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","370.00","370.00",".00",".00",".00",".00",".00","","{A2DB1AE8-6749-ADC7-5C3E-12BFA5C13632}"
"229","232","1","101.00","0",".00","50","1165.50","0",".00","51","1266.50",".00",".00",".00","2898.48","2898.48",".00",".00",".00",".00",".00","","{9AAF294F-575E-6526-1E64-0BC32E0EA782}"
"235","238","13","5950.00","0",".00","26","2060.00","0",".00","39","8010.00",".00",".00",".00","3785.84","3785.84",".00","5100.00","5100.00",".00","5100.00","","{04CEA29B-8646-F2AD-BFAC-F5E60CB4F58A}"
"237","240","0",".00","0",".00","63","830.40","0",".00","63","830.40",".00",".00",".00","1250.52","1250.52","2955.24",".00","2955.24",".00","2955.24","","{DE0ECE68-13FB-6C57-FBBC-48A3CFFF5D31}"
"238","241","13","5950.00","1","342.78","26","2060.00","0",".00","40","8352.78",".00","342.78",".00","3785.84","4128.62",".00","5500.00","5500.00",".00","5500.00","","{04CEA29B-8646-F2AD-BFAC-F5E60CB4F58A}"
"239","242","2","350.00","0",".00","19","690.00","0",".00","21","1040.00","1.28",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{ABB72EC4-3A40-2B7A-3601-E956BDAC5048}"
"245","248","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D165EEEB-EC88-0171-C74B-53766A5E35E8}"
"250","254","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{49C02F8D-4EA8-FE72-6C19-7D652F278EDD}"
"252","255","3","720.63","1","47.34","1","100.00","0",".00","5","867.97",".00","47.34",".00","9826.94","9874.28","5500.00",".00","5500.00",".00","5500.00","","{95802C5B-1C58-DA9E-C839-53466D1B6A8A}"
"259","262","30","15600.00","0",".00","33","3300.00","0",".00","63","18900.00",".00",".00",".00","9713.74","9713.74",".00",".00",".00",".00",".00","","{974BE592-11FD-E999-D6DD-190D6CF45A75}"
"260","263","0",".00","0",".00","0",".00","0",".00","0",".00","5000.00",".00",".00","156000.00","156000.00","13210.12",".00","13210.12",".00","13210.12","","{EE7D24B2-932F-0F37-0DD2-0B9999FADB94}"
"272","275","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0838C48C-F47D-5864-A51A-0E6253D293A7}"
"277","280","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","10.00","10.00",".00",".00",".00",".00",".00","","{6CE7B3BA-1D3A-31D9-E64F-F900084ED60D}"
"288","291","0",".00","0",".00","23","545.00","0",".00","23","545.00",".00",".00",".00","1008.58","1008.58",".00",".00",".00",".00",".00","","{DC4F3F28-C2B0-407B-1661-75A1001C5DE3}"
"292","295","8","3250.00","0",".00","2","172.00","0",".00","10","3422.00",".00",".00",".00","20887.75","20887.75",".00",".00",".00",".00",".00","","{F69EBDAB-99DD-75BC-86F4-431D360E2F1E}"
"297","300","1","1125.00","2","1105.00","0",".00","0",".00","3","2230.00",".00","1105.00",".00","1100.00","2205.00",".00",".00",".00",".00",".00","","{8A7EA9EA-9509-3BA5-130D-EDCF84847B23}"
"298","301","5","5350.00","0",".00","3","175.00","0",".00","8","5525.00",".00",".00",".00","7456.77","7456.77",".00",".00",".00",".00",".00","","{86D82F46-7BCC-DE28-2947-67B5F5C30D16}"
"299","302","11","100000.00","0",".00","0",".00","0",".00","11","100000.00",".38",".00",".00","6134.00","6134.00",".00",".00",".00",".00",".00","","{71E11287-0B4A-B538-F4FE-C21A7809AD98}"
"301","304","1","23350.00","0",".00","0",".00","0",".00","1","23350.00",".00",".00",".00","3000.00","3000.00",".00",".00",".00",".00",".00","","{DB678544-6C5E-E400-CF77-2453315A2BEE}"
"312","315","6","4615.00","0",".00","1","5.01","0",".00","7","4620.01",".00",".00",".00","2000.00","2000.00",".00",".00",".00",".00",".00","","{64074A46-6321-6E2F-32F4-22FED429678E}"
"314","317","6","4615.00","0",".00","1","5.01","0",".00","7","4620.01",".00",".00",".00","2000.00","2000.00",".00",".00",".00",".00",".00","","{64074A46-6321-6E2F-32F4-22FED429678E}"
"319","322","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5A1DCF2B-DE88-041A-A921-C4C35EDE1DD1}"
"323","326","1","34.00","0",".00","209","3995.00","0",".00","210","4029.00",".00",".00",".00","3335.36","3335.36",".00",".00",".00",".00",".00","","{234344AA-5E2B-7312-AA65-CF2F7A70C1A9}"
"329","332","0",".00","0",".00","0",".00","0",".00","0",".00","11.18",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C7BBB94B-B764-B14D-D576-62FFD5BFE86D}"
"331","334","3","1279.17","0",".00","0",".00","0",".00","3","1279.17",".00",".00",".00","425.09","425.09",".00",".00",".00",".00",".00","","{5AA9B267-F037-3B5F-704F-4E253EAC7DE7}"
"334","337","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{31E55458-1E98-174E-1286-DB44D11B0C1B}"
"336","339","147","3578.05","0",".00","801","3814.43","0",".00","948","7392.48",".00",".00",".00","49750.00","49750.00",".00",".00",".00",".00",".00","","{55EC9AE1-8F5D-5EFA-69CB-04BE66C43DE9}"
"340","343","10","6250.00","2","954.98","8","775.00","0",".00","20","7979.98",".00","954.98",".00",".00","954.98",".00",".00",".00",".00",".00","","{64AFCC04-F36D-D075-1350-0D6A971C062F}"
"345","348","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1500.00","1500.00",".00",".00",".00",".00",".00","","{C9547F8C-C1D3-8C7F-49C4-E46FE43CD08F}"
"350","353","15","2726.00","0",".00","23","567.81","0",".00","38","3293.81",".00",".00",".00","4098.01","4098.01",".00",".00",".00",".00",".00","","{BB24BE17-9A4A-4094-A8B4-7E9DD5DE2DB7}"
"356","360","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6D6FB3B3-A35E-272B-F127-47E7159E622F}"
"357","359","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","661.93","661.93",".00",".00",".00",".00",".00","","{6A42A21F-64B5-FD2D-9942-6FFF8D3477EC}"
"360","363","0",".00","0",".00","46","867.66","0",".00","46","867.66",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{ABEBA5A4-10AC-D39C-811A-B150CAD6DC38}"
"362","365","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4247CB63-BD72-1387-1DE6-51E73E65C0AF}"
"364","367","3","375.00","0",".00","43","900.00","0",".00","46","1275.00",".00",".00",".00","624.71","624.71",".00",".00",".00",".00",".00","","{31A9AA27-F1DE-6BC4-42A3-4DAEDE5C69B2}"
"365","368","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{80DCCE57-1236-C99A-3CFF-24C53922E75A}"
"366","369","6","1450.00","0",".00","87","8109.00","0",".00","93","9559.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{2EFFAF2E-BD19-99F1-4ED5-1F2623FC6AFF}"
"367","370","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","285.00","285.00",".00",".00",".00",".00",".00","","{1C13ADB6-53E9-D8BF-6DF5-0255F108C43A}"
"370","373","2","1500.00","0",".00","2","150.00","0",".00","4","1650.00",".00",".00",".00","411.53","411.53",".00",".00",".00",".00",".00","","{701B1377-7C2E-9364-F330-F22735628F4B}"
"373","376","31","11351.00","0",".00","29","2799.40","1","58.00","61","14208.40",".00",".00","58.00",".00","58.00",".00",".00",".00",".00",".00","","{49C23D23-A6B1-BB56-9EF7-04A267FCB6C5}"
"375","378","1","15000.00","0",".00","0",".00","0",".00","1","15000.00",".00",".00",".00","7200.00","7200.00",".00",".00",".00",".00",".00","","{5A0858C2-332F-180F-0C6F-EFEB0D0387BB}"
"382","385","0",".00","0",".00","10","161.40","0",".00","10","161.40",".00",".00",".00","40.50","40.50",".00",".00",".00",".00",".00","","{94F9AAF0-D76A-853C-7D02-69BAB2B94F92}"
"386","389","2","200.00","0",".00","1","100.00","0",".00","3","300.00",".08",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C278D595-8CFD-24E0-4B4C-738109596C22}"
"391","394","2","25000.00","0",".00","0",".00","0",".00","2","25000.00","2.00",".00",".00","15796.00","15796.00",".00",".00",".00",".00",".00","","{A5511A21-7DF4-D679-3678-01C4F2F0BBFB}"
"395","398","18","47475.00","0",".00","7","650.00","0",".00","25","48125.00","151.95",".00",".00","1620.00","1620.00",".00",".00",".00",".00",".00","","{118C9572-909B-05CE-475D-A1D3335B696A}"
"401","404","1","700.00","0",".00","0",".00","0",".00","1","700.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{48605ECD-9EC0-FE98-5EB6-D2FDC4C02492}"
"404","407","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00","769.93","769.93",".00",".00",".00",".00",".00","","{DC305F19-A40D-EFAC-0DB0-4DFB91F1FEAE}"
"408","411","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C1E68359-8C96-BB31-7D65-35B465E5A6DB}"
