"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"56","59","2255.41","500.04",".00",".00","500.04","2755.45",".00",".00",".00",".00","2755.45",".00","2255.41",".00","500.04","500.04","2755.45",".00",".00",".00","2755.45","","{59DC24E4-E264-70D4-D477-75412B3158EF}"
"57","60","8539.32","14247.00",".00",".00","14247.00","22786.32","3652.89",".00",".00","3652.89","19133.43",".00","8539.32",".00","14247.00","14247.00","22786.32",".00","3652.89","3652.89","19133.43","","{0C020F33-0DB4-0DE2-9F24-CD224C212F52}"
"62","65","41635.21","2000.00",".00",".00","2000.00","43635.21","13372.00",".00",".00","13372.00","30263.21",".00","41635.21",".00","2000.00","2000.00","43635.21",".00","13372.00","13372.00","30263.21","","{487CC8E8-B344-A9F9-71AC-34EFC985C519}"
"66","69","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FAF83AB2-F6D9-49F1-07DD-97D449BABD95}"
"71","74","2033.15",".00",".00",".00",".00","2033.15",".00",".00",".00",".00","2033.15",".00","2033.15",".00",".00",".00","2033.15",".00",".00",".00","2033.15","","{7D483F5A-C236-0796-3166-EF9748BC270E}"
"72","75","1194.10",".00",".00",".00",".00","1194.10",".00",".00",".00",".00","1194.10",".00","1194.00",".00",".00",".00","1194.00",".00",".00",".00","1194.00","","{5D9EBFCD-7ADF-0F53-4E2A-2390E9F53607}"
"85","88","472.85",".00",".00",".00",".00","472.85",".00",".00",".00",".00","472.85",".00","472.85",".00",".00",".00","472.85",".00",".00",".00","472.85","","{167F1BC8-7F0D-D863-7C43-ADE997817B2E}"
"87","90","22038.75","3990.00",".00",".00","3990.00","26028.75","225.67",".00",".00","225.67","25803.08",".00","22038.75",".00","3990.00","3990.00","26028.75",".00","225.67","225.67","25803.08","","{FDE858CD-6D65-797B-B546-8DC6C547F408}"
"91","94","1249.24","1722.75",".00",".00","1722.75","2971.99","27.37",".00",".00","27.37","2944.62",".00","1249.24",".00","1722.75","1722.75","2971.99",".00","27.37","27.37","2944.62","","{1821673C-E5D0-72E7-2CA1-05BD858497C0}"
"93","96","204.70",".00",".00",".00",".00","204.70",".00",".00",".00",".00","204.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5B765D1A-81A3-C85E-4CEB-09A335FBC81E}"
"94","97",".00","100.00",".00",".00","100.00","100.00",".00",".00",".00",".00","100.00",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{CBF4B251-59E3-097B-AC1C-AC418A74E165}"
"99","102","191.74","345.00",".00",".00","345.00","536.74",".00",".00",".00",".00","536.74",".00","191.74",".00","345.00","345.00","536.74",".00",".00",".00","536.74","","{E01B12A0-CDF6-09E4-1A0D-4156F21432E0}"
"103","106","1288.60","705.57","993.35",".00","1698.92","2987.52","2716.79",".00",".00","2716.79","270.73",".00","1288.60",".00","1698.92","1698.92","2987.52",".00","2716.79","2716.79","270.73","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"111","114",".00","100.00",".00",".00","100.00","100.00",".00",".00",".00",".00","100.00",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{945510E4-2963-9D86-13C9-CDC4F84F32D3}"
"115","118","181839.21","60063.64",".00",".00","60063.64","241902.85","5548.39",".00",".00","5548.39","236354.46",".00","181839.21",".00","60063.64","60063.64","241902.85",".00","5548.39","5548.39","236354.46","","{9D79886A-383D-CDBB-27FD-215353E0D53D}"
"116","119","173.54",".00",".00",".00",".00","173.54",".00",".00",".00",".00","173.54",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{23CCEB7A-D25C-8206-5FFA-C01498FFE5D5}"
"118","121","525.00",".00",".00",".00",".00","525.00",".00",".00",".00",".00","525.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D6E23E28-01B0-0D3A-D7AE-44EB5B79668D}"
"120","124","17.65",".00",".00",".00",".00","17.65",".00",".00",".00",".00","17.65",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CEA26712-9F15-CE37-8A82-4E0B75BA3771}"
"124","127","7152.11",".00",".00",".00",".00","7152.11","250.00",".00",".00","250.00","6902.11",".00","7152.11",".00",".00",".00","7152.11",".00","250.00","250.00","6902.11","","{16268014-9CC9-F13C-2B27-EE3AE73BBC9E}"
"126","129","7087.90","508.76",".00",".00","508.76","7596.66","587.44",".00",".00","587.44","7009.22",".00","7087.90",".00","508.76","508.76","7596.66",".00","587.44","587.44","7009.22","","{B4F3ACD0-8AC4-1D94-5B5A-93E98A8854A8}"
"130","133","156.60",".00",".00",".00",".00","156.60",".00",".00",".00",".00","156.60",".00","156.60",".00",".00",".00","156.60",".00",".00",".00","156.60","","{8BCAF28E-1349-4314-7381-37EEE67F9883}"
"131","134","1150.00",".00",".00",".00",".00","1150.00",".00",".00",".00",".00","1150.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FDD1698A-56BC-C867-A7A3-B9C8FB3DDA07}"
"132","135","525.00",".00",".00",".00",".00","525.00",".00",".00",".00",".00","525.00",".00","525.00",".00",".00",".00","525.00",".00",".00",".00","525.00","","{D6E23E28-01B0-0D3A-D7AE-44EB5B79668D}"
"133","136","173.54",".00",".00",".00",".00","173.54",".00",".00",".00",".00","173.54",".00","173.54",".00",".00",".00","173.54",".00",".00",".00","173.54","","{23CCEB7A-D25C-8206-5FFA-C01498FFE5D5}"
"134","137","17.65",".00",".00",".00",".00","17.65",".00",".00",".00",".00","17.65",".00","17.65",".00",".00",".00","17.65",".00",".00",".00","17.65","","{CEA26712-9F15-CE37-8A82-4E0B75BA3771}"
"142","145","6074.86","5113.40","32.42",".00","5145.82","11220.68","5192.67",".00",".00","5192.67","6028.01",".00","6074.86",".00","5145.82","5145.82","11220.68",".00","5192.67","5192.67","6028.01","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"144","147","7506.67","304.30",".00",".00","304.30","7810.97","10.00",".00",".00","10.00","7800.97",".00","7506.67",".00","304.30","304.30","7810.97",".00","10.00","10.00","7800.97","","{C8BDFCC0-00EC-769F-3141-2CBBD8CECD27}"
