"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"2104","2106",".00","52.00",".00","500.00","552.00","552.00","52.00",".00",".00","52.00","500.00","500.00",".00",".00","552.00","552.00","552.00",".00","52.00","52.00","500.00","","{A204CEE4-1B65-A9A6-23E3-217B5C4F8A7E}"
"2114","2116",".00","4436.00",".00","693.53","5129.53","5129.53","4001.44",".00",".00","4001.44","1128.09","693.53",".00",".00","5129.53","5129.53","5129.53",".00","4001.44","4001.44","1128.09","","{E0A15464-A769-1578-BF35-B16D3940A62C}"
"2115","2117","1128.09","900.00",".00","175.00","1075.00","2203.09","343.92",".00",".00","343.92","1859.17","868.53",".00","5129.53","1075.00","6204.53","6204.53","4001.44","343.92","4345.36","1859.17","","{3CC07FAD-2452-801D-84E3-584FBA579993}"
"2120","2122",".00","1200.00",".00",".00","1200.00","1200.00",".00",".00",".00",".00","1200.00",".00",".00",".00","1200.00","1200.00","1200.00",".00",".00",".00","1200.00","","{244A25EA-9803-3F25-B77F-EBCACDE644B9}"
"2141","2143","126.78",".00",".00",".00",".00","126.78","126.78",".00",".00","126.78",".00",".00","271.23",".00",".00",".00","271.23","144.45","126.78","271.23",".00","","{0A4216E9-7F39-30D1-6DBC-68E0144F97C1}"
"2145","2147","10785.09",".00",".00",".00",".00","10785.09","68.20",".00",".00","68.20","10716.89",".00","10785.09",".00",".00",".00","10785.09",".00","68.20","68.20","10716.89","","{6523CD93-380A-EFA6-9A31-CAFE8C751A5C}"
"2162","2164","1353.67",".00","100.00",".00","100.00","1453.67",".00",".00",".00",".00","1453.67",".00","1353.67",".00","100.00","100.00","1453.67",".00",".00",".00","1453.67","","{63588923-EBC3-719D-781F-E3BD296ECB09}"
"2163","2165",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E9CD001E-D906-8D02-AAE2-8411C757262B}"
"2178","2180","127.95",".00",".00",".00",".00","127.95","33.00",".00",".00","33.00","94.95",".00",".00","17232.00",".00","17232.00","17232.00","17104.05","33.00","17137.05","94.95","","{03D0A3FC-7DB0-B72D-7E53-F2C816A79F83}"
"2195","2197","2540.54","885.00",".00",".00","885.00","3425.54","68.00",".00",".00","68.00","3357.54",".00","2540.54",".00","885.00","885.00","3425.54",".00","68.00","68.00","3357.54","","{2199249A-E22B-D1D3-D88D-8A0AFFA25077}"
"2198","2200","55135.94",".00",".00",".00",".00","55135.94",".00",".00",".00",".00","55135.94",".00",".00","95790.53",".00","95790.53","95790.53","40654.59",".00","40654.59","55135.94","","{781976CA-ABEE-3B15-0201-18AA74AF88FE}"
"2238","2240","166.80","90.00",".00",".00","90.00","256.80","256.80",".00",".00","256.80",".00",".00",".00","24884.22","90.00","24974.22","24974.22","24717.42","256.80","24974.22",".00","","{4E16B043-60B0-BB88-BD91-1D7AEA92384B}"
"2281","2283","27321.76","150.00",".00",".00","150.00","27471.76","2949.40",".00",".00","2949.40","24522.36",".00","40909.71","91868.15","150.00","92018.15","132927.86","105456.10","2949.40","108405.50","24522.36","","{B5739E60-6BA0-F114-1169-9981265C90B0}"
"2310","2312","338.49","1020.00",".00",".00","1020.00","1358.49","1358.49",".00",".00","1358.49",".00",".00",".00","2175.00","1020.00","3195.00","3195.00","1836.51","1358.49","3195.00",".00","","{5BFF86F1-2021-3687-3053-3978D8A2C0B6}"
"2335","2337","27828.46","1299.83",".00",".00","1299.83","29128.29","425.09",".00",".00","425.09","28703.20",".00","16405.60","32060.97","1299.83","33360.80","49766.40","20638.11","425.09","21063.20","28703.20","","{5AA9B267-F037-3B5F-704F-4E253EAC7DE7}"
"2343","2345","73.85","1645.00",".00","18.95","1663.95","1737.80","718.32",".00",".00","718.32","1019.48","18.95",".00","248.99","1663.95","1912.94","1912.94","175.14","718.32","893.46","1019.48","","{8731057F-2DB2-C43D-1BB1-F631502A9F79}"
"2346","2348","1019.48","50.00",".00",".00","50.00","1069.48","768.42",".00",".00","768.42","301.06","18.95",".00","1912.94","50.00","1962.94","1962.94","893.46","768.42","1661.88","301.06","","{E979866E-0AC4-C4E3-8B6E-262CD5E651EA}"
"2362","2364","2876.21","561.75",".00",".00",".00","3437.96","1201.63",".00",".00","1201.63","2236.33","1000.00",".00","5616.71","561.75","6178.46","6178.46","2740.50","1201.63","3942.13","2236.33","","{33DCA2CD-F7FC-13ED-A973-DF8951644459}"
