"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980233","John Massoud For Delegate","2011","04/15/2011","CC20110003","01/01/2011","03/31/2011","E","R","0","04/13/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","07/15/2011","CC20110005","04/01/2011","06/30/2011","E","R","0","07/15/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","01/18/2011","CC20110011","07/01/2011","08/10/2011","E","R","0","08/14/2011","L","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","09/15/2011","CC20110006","08/11/2011","08/31/2011","E","R","0","09/14/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","02/01/2012","CC20110007","09/01/2011","09/30/2011","E","R","0","10/16/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","10/31/2011","CC20110008","10/01/2011","10/26/2011","E","R","0","10/30/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","12/08/2011","CC20110009","10/27/2011","12/01/2011","E","R","0","12/04/2011","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2011","01/17/2012","CC20110010","12/02/2011","12/31/2011","E","R","0","01/16/2012","T","0","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980274","Friends of  Barbara Chrisley","2011","04/15/2011","CC20110003","01/01/2011","03/31/2011","D","R","0","04/13/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","01/18/2011","CC20110011","07/01/2011","08/10/2011","D","R","0","08/11/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","09/15/2011","CC20110006","08/11/2011","08/31/2011","D","R","0","09/08/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","02/01/2012","CC20110007","09/01/2011","09/30/2011","D","R","0","10/12/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","10/31/2011","CC20110008","10/01/2011","10/26/2011","D","R","0","10/31/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","12/08/2011","CC20110009","10/27/2011","12/01/2011","D","R","0","12/04/2011","R","2011","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980274","Friends of  Barbara Chrisley","2011","01/17/2012","CC20110010","12/02/2011","12/31/2011","D","R","0","01/03/2012","T","0","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","1944.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1944.36"
"CC980316","Walter Benjamin Keister for Delegate","2011","04/15/2011","CC20110003","01/01/2011","03/31/2011","D","R","0","04/15/2011","R","2011","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2011","07/15/2011","CC20110005","04/01/2011","06/30/2011","D","R","0","07/14/2011","R","2011","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2011","01/18/2011","CC20110011","07/01/2011","08/10/2011","D","R","0","08/15/2011","R","2011","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
