"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"6812","6783",".00","300.00",".00",".00","300.00","300.00",".00",".00",".00",".00","300.00",".00",".00",".00","300.00","300.00","300.00",".00",".00",".00","300.00","","{211448F0-5232-2193-E710-996E5B5FB92E}"
"26507","27534","110959.37","80851.67",".00",".00","80851.67","191811.04","29954.24",".00",".00","29954.24","161856.80","2801.41",".00","145044.51","80851.67","225896.18","225896.18","34085.14","29954.24","64039.38","161856.80","","{70F9734D-6D7B-5B51-FB88-AA24BC34B971}"
"28008","29394","165245.33","20053.75",".00",".00","20053.75","185299.08","28613.14",".00",".00","28613.14","156685.94","2801.41",".00","229146.18","20053.75","249199.93","249199.93","63900.85","28613.14","92513.99","156685.94","","{CA2CE99B-239F-1AFC-E3F7-DDF6DD626DC0}"
"28512","30517","21591.57","9409.00",".00",".00","9409.00","31000.57","11977.83",".00",".00","11977.83","19022.74",".00",".00","42203.53","9409.00","51612.53","51612.53","20611.96","11977.83","32589.79","19022.74","","{C0F48A15-D7B1-4790-2EBB-776C13A45579}"
"37286","40502",".00",".00",".00","6468.80","6468.80","6468.80","6068.80",".00",".00","6068.80","400.00","7943.30",".00","1474.50","6468.80","7943.30","7943.30","1474.50","6068.80","7543.30","400.00","","{F2E7781E-E7AB-B203-0720-75B465E19F3E}"
"37950","41207","1128.05","1020.00","11.26",".00","1031.26","2159.31","493.72",".00",".00","493.72","1665.59",".00",".00","5083.87","1031.26","6115.13","6115.13","3955.82","493.72","4449.54","1665.59","","{4351FEB3-3780-2EC2-9430-045AB8F3D6AD}"
"37959","41216","13734.57","12025.29","325.00",".00","12350.29","26084.86","14143.74",".00",".00","14143.74","11941.12",".00","13734.57",".00","12350.29","12350.29","26084.86",".00","14143.74","14143.74","11941.12","","{8E23EDCA-AE81-3A01-32D9-A72A9617053B}"
"37960","41217","12541.12","15500.00",".00",".00","15500.00","28041.12","13403.89",".00",".00","13403.89","14637.23",".00","13734.57","12350.29","15500.00","27850.29","41584.86","13543.74","13403.89","26947.63","14637.23","","{2AC4F613-706C-B1C4-B223-1D46859D47DA}"
"37961","41218","14661.23","9109.40","120.00",".00","9229.40","23890.63","12446.96",".00",".00","12446.96","11443.67",".00","13734.57","27850.29","9229.40","37079.69","50814.26","26923.63","12446.96","39370.59","11443.67","","{1A0E4F4E-0E34-B75F-8A62-64E644D68670}"
"37962","41219","11323.67","450.00","427.80",".00","877.80","12201.47","9064.30",".00",".00","9064.30","3137.17",".00","13734.57","36959.69","877.80","37837.49","51572.06","39370.59","9064.30","48434.89","3137.17","","{CB963A94-45CA-8819-EEB1-EBBED1279983}"
"37963","41220","3112.17","8510.41",".00",".00","8510.41","11622.58","7914.23",".00",".00","7914.23","3708.35",".00","13734.57","37812.49","8510.41","46322.90","60057.47","48434.89","7914.23","56349.12","3708.35","","{A9B5761A-8F62-35D9-6354-E2E9B675EE43}"
"37964","41221","3708.35","14600.00","600.00",".00","15200.00","18908.35","5997.55",".00",".00","5997.55","12910.80",".00","13734.57","46322.90","15200.00","61522.90","75257.47","56349.12","5997.55","62346.67","12910.80","","{6CA5C10B-651D-E5F9-E972-1240F735F4EB}"
"37965","41222","12710.80","17098.68",".00",".00","17098.68","29809.48","7266.04",".00",".00","7266.04","22543.44",".00","13734.57","61522.90","17098.68","78621.58","92356.15","62546.67","7266.04","69812.71","22543.44","","{90846FAE-6651-2E83-339C-961BC47F987B}"
"37966","41223","22543.44","8450.81",".00",".00","8450.81","30994.25","14834.21",".00",".00","14834.21","16160.04",".00","13734.57","78621.58","8450.81","87072.39","100806.96","69812.71","14834.21","84646.92","16160.04","","{E950E898-6136-6574-D590-C08867BFE915}"
"37967","41224","16160.04","4600.00",".00",".00","4600.00","20760.04","7090.01",".00",".00","7090.01","13670.03",".00","13734.57","87072.39","4600.00","91672.39","105406.96","84646.92","7090.01","91736.93","13670.03","","{7699EF23-9657-E101-25F6-8771D75B395F}"
"37968","41225","13697.03","500.00",".00",".00","500.00","14197.03","770.56",".00",".00","770.56","13426.47",".00","13734.57","91672.39","500.00","92172.39","105906.96","91709.93","770.56","92480.49","13426.47","","{AC9F64F6-C4FE-2150-209F-40C4ECA3C638}"
"38100","41360","12843.71",".00",".00",".00",".00","12843.71","6124.56",".00",".00","6124.56","6719.15",".00","12843.71",".00",".00",".00","12843.71",".00","6124.56","6124.56","6719.15","","{5FA65954-04AE-0ACF-658C-4B047644874C}"
"38102","41362","11555.37",".00",".00",".00",".00","11555.37","450.00",".00",".00","450.00","11105.37",".00","11555.37",".00",".00",".00","11555.37",".00","450.00","450.00","11105.37","","{7B0FB20D-1677-452B-7924-626C776285CC}"
"38104","41364","3257.01","3.61",".00",".00","3.61","3260.62","1519.70",".00",".00","1519.70","1740.92",".00","4713.39","223.57","3.61","227.18","4940.57","1679.95","1519.70","3199.65","1740.92","","{4B87E114-2C6E-160E-A18A-FE2D394570A5}"
"38105","41365","206.00",".00",".00",".00",".00","206.00",".00",".00",".00",".00","206.00","206.00","206.00",".00",".00",".00","206.00",".00",".00",".00","206.00","","{6E847764-E33B-4010-2263-EA66E106D510}"
"38106","41366","763.72",".00",".00",".00",".00","763.72","10.00",".00",".00","10.00","753.72",".00","708.72","100.00",".00","100.00","808.72","45.00","10.00","55.00","753.72","","{32607426-11D5-73F8-7C04-B62EA275929A}"
"38107","41367",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E8D45901-8A2B-A195-C5AC-72E6F44A86E2}"
"38108","41368","161.45",".00",".00",".00",".00","161.45",".00",".00",".00",".00","161.45",".00",".00","4900.00",".00","4900.00","4900.00","4738.55",".00","4738.55","161.45","","{1EFD035C-21DB-C7CF-9D48-9BBF14819261}"
"38109","41369",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D9073DC7-E4E3-37AA-267F-20BD99607667}"
"38110","41370","195.38",".00",".00",".00",".00","195.38",".00",".00",".00",".00","195.38",".00","195.38",".00",".00",".00","195.38",".00",".00",".00","195.38","","{9DA51F41-8739-149E-1DC6-484CEAEB61A6}"
"38111","41371",".00","3428.26",".00",".00","3428.26","3428.26","890.62",".00",".00","890.62","2537.64",".00",".00",".00","3428.26","3428.26","3428.26",".00","890.62","890.62","2537.64","","{FAA4EEEE-1D78-D9E6-F0FF-627CB99E79C8}"
"38113","41374","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00","1007.62",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E49FDCC5-1BCC-318A-055E-DF211AEAFE01}"
"38114","41376","1350.20","3989.48",".00",".00","3989.48","5339.68","4339.68","1000.00",".00","5339.68",".00",".00",".00","3770.00","3989.48","7759.48","7759.48","2419.80","5339.68","7759.48",".00","","{B50EE9C1-60D3-C1E2-D741-EE3867A91CBF}"
"38115","41377","1679.88",".00",".00",".00",".00","1679.88",".00",".00",".00",".00","1679.88",".00","1679.88",".00",".00",".00","1679.88",".00",".00",".00","1679.88","","{E08F41D5-0621-F70C-98E0-507406461257}"
"38116","41378","149.53",".00",".00",".00",".00","149.53",".00",".00",".00",".00","149.53",".00","149.53",".00",".00",".00","149.53",".00",".00",".00","149.53","","{0817DF9A-5A8A-9CFB-E929-63045C606B88}"
"38117","41379","3385.83",".00",".00",".00",".00","3385.83",".00",".00",".00",".00","3385.83",".00",".00","29785.29",".00","29785.29","29785.29","26399.46",".00","26399.46","3385.83","","{6E4759ED-B840-DD21-3F1B-392B2C62AF90}"
"38118","41380","4027.58","279.80",".00",".00","279.80","4307.38",".00",".00",".00",".00","4307.38",".00","3827.36","261.68","279.80","541.48","4368.84","61.46",".00","61.46","4307.38","","{4FCB32BB-960A-A7B2-5F7E-93173FDAF88C}"
"38119","41381","647.85",".00",".00",".00",".00","647.85",".00",".00",".00",".00","647.85",".00","647.85",".00",".00",".00","647.85",".00",".00",".00","647.85","","{609951BE-46D6-6DBF-03A8-20A8639E5F41}"
"38120","41382","795.65","300.00",".06",".00","300.06","1095.71",".00",".00",".00",".00","1095.71",".00","495.61","300.04","300.06","600.10","1095.71",".00",".00",".00","1095.71","","{80BE2C54-D4A2-9E45-10C4-432DE715C2D6}"
"38121","41383","13864.50","25405.00",".00",".00","25405.00","39269.50","5495.64",".00",".00","5495.64","33773.86",".00",".00","109905.23","25405.00","135310.23","135310.23","96040.73","5495.64","101536.37","33773.86","","{420F94A0-31B0-C95B-2155-1659F0CE77D5}"
"38122","41384","846.11",".00",".00",".00",".00","846.11",".00",".00",".00",".00","846.11",".00","846.11",".00",".00",".00","846.11",".00",".00",".00","846.11","","{27C9B1B7-853E-554C-18E1-78CEDC09C2BA}"
