"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"96245","107607","0",".00","0",".00","2","19.20","0",".00","2","19.20",".00",".00",".00","42.00","42.00",".00",".00",".00",".00",".00","","{CDB55307-8A7B-1E90-9BB2-049A85E87D75}"
"96254","107616","4","584.00","0",".00","9","232.50","0",".00","13","816.50",".00",".00",".00","651.78","651.78",".00",".00",".00",".00",".00","","{A529AB10-A9A2-73A4-FA41-31C9B5881636}"
"96876","108300","0",".00","1","114.22","0",".00","2","65.99","3","180.21",".00","114.22","65.99",".00","180.21",".00",".00",".00",".00",".00","","{9293194D-A8D5-9074-BA64-80FAA477BE7A}"
"97050","108516","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{67105738-3C29-7EF9-F877-8EF3CF3F7307}"
"97143","108620","0",".00","0",".00","0",".00","0",".00","0",".00",".14",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DEB0438C-FF2F-BFB6-41AF-775A87CEB9DF}"
"97144","108621","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","769.60","769.60",".00",".00",".00",".00",".00","","{C1CB5418-3DD4-9138-9151-50C253BC5EB4}"
"97145","108622","0",".00","0",".00","4","125.00","0",".00","4","125.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7F8FE475-C98D-1645-C9CB-2EEC39A42D7E}"
"97147","108624","9","5100.00","0",".00","0",".00","0",".00","9","5100.00",".00",".00",".00","42186.49","42186.49",".00",".00",".00",".00",".00","","{FA6AEB95-EFDE-01FD-5CC9-C19EC6B22DC5}"
"97151","108628","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{9710B9FA-864B-6EEC-8F38-FBAEBC4F8218}"
"97153","108630","9","6500.00","0",".00","2","200.00","0",".00","11","6700.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E2F12262-6864-0036-3C26-FCA0890B44B6}"
"97154","108631","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CEC23FC5-050E-79B4-7902-61E3EBB049D7}"
"97157","108634","1","150.00","0",".00","6","550.00","0",".00","7","700.00",".00",".00",".00","1281.52","1281.52",".00","581.52","581.52",".00","581.52","","{3238768B-F69D-3686-E852-682DCAA1AEAC}"
"97164","108641","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4DDE86DC-1CE0-FE1D-6C74-897D24B2CBDC}"
"97165","108642","7","1066.17","0",".00","1","20.00","0",".00","8","1086.17",".00",".00",".00","427.28","427.28",".00",".00",".00",".00",".00","","{3D31AB15-CBAD-9897-14DA-82AEA3A1CDA6}"
"97172","108650","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","853.53","853.53",".00",".00",".00",".00",".00","","{FBB86340-EC16-0CC9-7111-6AC29DFA9C7C}"
"97179","108658","11","7210.00","0",".00","199","5366.00","0",".00","210","12576.00","1.25",".00",".00","4370.95","4370.95",".00",".00",".00",".00",".00","","{6A7550A9-8078-E5E6-D750-685CD1CE651D}"
"97180","108659","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1C1E7414-953E-EBC9-60B1-B2195DF91E91}"
"97181","108660","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1181.72",".00","1181.72",".00","1181.72","","{FA4B0601-CAD7-7026-9E98-6BD16C8E78A9}"
"97184","108663","1","110.00","0",".00","0",".00","0",".00","1","110.00",".00",".00",".00","110.00","110.00",".00",".00",".00",".00",".00","","{E416FFB3-AB91-143A-DF7E-6C8AADC22B0A}"
"97185","108664","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{46E0A344-FF27-3272-22F3-597240354C42}"
"97186","108665","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F788CD8C-FF8E-52A7-902E-C53807B91B34}"
"97191","108670","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","2000.00",".00","2000.00",".00","2000.00","","{060EF3FC-0873-1BBD-B71C-131FA03816C2}"
"97200","108679","0",".00","0",".00","7","130.00","0",".00","7","130.00",".00",".00",".00","300.00","300.00",".00",".00",".00",".00",".00","","{4E0DEE43-03C3-6DCE-1CFE-7447C3BD7C0A}"
"97205","108684","1","750.00","0",".00","1","50.00","0",".00","2","800.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{659E4E3E-02E3-E3A0-3B18-07ACAA61CE46}"
"97206","108685","5","2200.00","1","500.00","19","945.00","1","11.66","26","3656.66",".00","500.00","11.66","2890.68","3402.34",".00",".00",".00",".00",".00","","{87922AD1-70BF-1ECB-C924-96B73770E2DF}"
"97207","108686","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3238A9E0-0D2F-A57D-F587-709D4EC711E3}"
"97211","108690","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{BDA7E2E2-BD6D-2DF0-D314-C7D0A5BE4EF7}"
"97212","108691","12","3643.24","0",".00","6","461.05","0",".00","18","4104.29",".00",".00",".00","1624.79","1624.79",".00",".00",".00",".00",".00","","{5E57CAC1-9273-5A46-0C69-B83255371876}"
"97213","108692","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6F9C4694-215C-6274-00D0-1C9FE4E79F82}"
"97220","108700","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","500.00",".00","500.00",".00","500.00","","{83B848B0-4F12-2488-A0D6-BF464D9535F8}"
"97222","108702","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A1168A7A-9960-6C3E-13BB-82064C78627E}"
"97242","108722","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{51DDBC44-C092-359D-930E-5A508C4C055E}"
"97260","108740","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{279C8756-9B53-E5B0-B0DC-2C67FAE6852C}"
"97262","108742","0",".00","0",".00","32","123.40","0",".00","32","123.40",".00",".00",".00","45.00","45.00",".00",".00",".00",".00",".00","","{B1214A18-2446-A8CD-62F5-30BD7877434E}"
"97264","108744","2","234.00","0",".00","131","2594.50","0",".00","133","2828.50",".00",".00",".00","2167.19","2167.19",".00",".00",".00",".00",".00","","{C8FD536A-4388-EC9D-9AA0-0D7BEC85EE82}"
"97267","108747","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1681.70","1681.70",".00","1681.70","1681.70",".00","1681.70","","{C03F0569-453C-E2F5-F1C0-A02546E614F9}"
"97270","108750","51","14170.00","0",".00","19","1750.00","0",".00","70","15920.00",".00",".00",".00","5884.09","5884.09",".00",".00",".00",".00",".00","","{824F825D-6083-EDD5-20D5-5F51C5A54DB4}"
"97274","108754","2","3000.00","0",".00","0",".00","0",".00","2","3000.00",".00",".00",".00","500.00","500.00",".00",".00",".00",".00",".00","","{39A849E5-D4F9-CD98-1CEC-C690043CEF0A}"
"97277","108757","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","89.85","89.85",".00",".00",".00",".00",".00","","{CBBF103A-ABA7-7D33-21EF-41A5E56E0A0A}"
"97279","108759","2","1700.00","0",".00","1","25.00","0",".00","3","1725.00",".00",".00",".00","29.95","29.95",".00",".00",".00",".00",".00","","{AC57AAF8-5A4A-D868-1526-7878FFD40C82}"
"97282","108762","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{569E7B4E-22CF-5B88-99D4-A7691E854ECF}"
"97283","108763","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E3D20A5E-8844-7415-6D7F-F5A386262E50}"
"97286","108766","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3B71FD8B-407A-EFD1-1528-7E0C901092DA}"
"97287","108767","21","3825.00","0",".00","243","10583.16","0",".00","264","14408.16",".00",".00",".00","2090.13","2090.13",".00",".00",".00",".00",".00","","{57995B08-6A09-6D59-69E4-E6B4B1D428E8}"
"97288","108768","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","100.00","100.00",".00",".00",".00",".00",".00","","{47A7D6AB-909F-B714-C365-08CD4E25FC29}"
"97290","108770","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{EC68716C-1CC5-77DC-9E94-B0BDB1F8EB66}"
"97291","108771","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1194724F-C69A-FD6C-E10D-AABA68E0C2A3}"
