"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"CC980066","Committee to Elect Robert Neitz","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/09/2002","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","G","100.00","1","0.00","0","0.00","0","0.00","0","100.00","1","0.00","7.00","12000.00","0.00","0.00","12000.00","0.00","0","0.00"
"CC980090","Puller For Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/15/2003","T","1999","CandOfficer","Puller","Linda","T","SEN","036","Virginia Democratic Party","G","32830.00","166","687.73","1","3777.00","127","0.00","0","37294.73","294","687.73","11454.14","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980103","Chichester for Senate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/11/2002","T","2003","CandOfficer","Chichester","John","H.","SEN","028","Virginia Republican Party","G","7650.00","9","0.00","0","0.00","0","3662.86","0","7650.00","9","0.00","15101.06","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980103","Chichester for Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","F","","04/01/2003","T","2003","CandOfficer","Chichester","John","H.","SEN","028","Virginia Republican Party","G","59550.00","105","1657.00","1","3965.00","48","4209.07","0","65172.00","154","1657.00","10122.51","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980137","Friends of Senator Edd Houck","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/15/2003","T","1999","CandOfficer","Houck","R","Edward","SEN","017","Virginia Democratic Party","G","19075.00","59","0.00","0","4989.00","79","20.50","0","24064.00","138","0.00","2932.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980137","Friends of Senator Edd Houck","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","01/16/2003","T","1999","CandOfficer","Houck","R","Edward","SEN","017","Virginia Democratic Party","G","13150.00","32","150.00","1","4534.00","72","12.18","0","17834.00","105","150.00","7674.62","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980203","Edwards for Virginia Senate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/03/2002","T","2003","CandOfficer","Edwards","John","Saul","SEN","021","Virginia Democratic Party","G","1450.00","6","0.00","0","0.00","0","0.00","0","1450.00","6","0.00","4583.91","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980203","Edwards for Virginia Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","F","","01/16/2003","T","2003","CandOfficer","Edwards","John","Saul","SEN","021","Virginia Democratic Party","G","29194.65","97","1311.34","5","5415.00","82","38.00","0","36097.24","186","1311.34","12953.65","0.00","0.00","0.00","0.00","176.25","2","176.25"
"CC980215","Friends of John Tate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/10/2002","T","1999","CandOfficer","Tate","John","H.","HOD","005","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","306.38","0","0.00","0","0.00","1476.72","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980215","Friends of John Tate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/10/2003","T","1999","CandOfficer","Tate","John","H.","HOD","005","Virginia Democratic Party","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6876.80","0.00","0.00","0.00","0.00","0.00","0","0.00"
"CC980244","Re-elect Kevin G. Miller","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/21/2003","T","1999","CandOfficer","Miller","Kevin","G.","SEN","026","Virginia Republican Party","G","3150.00","7","0.00","0","0.00","0","0.00","0","3150.00","7","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
