"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980066","Committee to Elect Robert Neitz","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/09/2002","T","1999","CandOfficer","Neitz","Robert","","SEN","035","Virginia Republican Party","H","10.81","100.00","0.00","0.00","110.81","7.00","0.00","0.00","0.00","103.81","58861.08","70857.35","1719.98","","","","","","",""
"CC980090","Puller For Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/15/2003","T","1999","CandOfficer","Puller","Linda","T","SEN","036","Virginia Democratic Party","H","46485.25","37294.73","0.00","0.00","83779.98","12141.87","0.00","0.00","0.00","71638.11","485710.54","415988.78","0.00","","","","","","",""
"CC980103","Chichester for Senate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/11/2002","T","2003","CandOfficer","Chichester","John","H.","SEN","028","Virginia Republican Party","H","221176.46","7650.00","3662.86","0.00","232489.32","15101.06","0.00","0.00","0.00","217388.26","353245.85","91625.40","0.00","","","","","","",""
"CC980103","Chichester for Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","F","","04/01/2003","T","2003","CandOfficer","Chichester","John","H.","SEN","028","Virginia Republican Party","H","217388.26","65172.00","4209.07","0.00","286769.33","11779.51","0.00","274989.82","0.00","0.00","422626.92","103404.91","0.00","","","","","","",""
"CC980137","Friends of Senator Edd Houck","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/15/2003","T","1999","CandOfficer","Houck","R","Edward","SEN","017","Virginia Democratic Party","H","23547.97","24064.00","20.50","0.00","47632.47","2932.00","0.00","0.00","0.00","44700.47","54281.87","23981.19","0.00","","","","","","",""
"CC980137","Friends of Senator Edd Houck","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","01/16/2003","T","1999","CandOfficer","Houck","R","Edward","SEN","017","Virginia Democratic Party","H","13526.41","17834.00","12.18","0.00","31372.59","7824.62","0.00","0.00","0.00","23547.97","30347.37","21199.19","0.00","","","","","","",""
"CC980203","Edwards for Virginia Senate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/03/2002","T","2003","CandOfficer","Edwards","John","Saul","SEN","021","Virginia Democratic Party","H","7850.62","1450.00","0.00","0.00","9300.62","4583.91","0.00","0.00","0.00","4716.71","469058.16","504806.13","0.00","","","","","","",""
"CC980203","Edwards for Virginia Senate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","F","","01/16/2003","T","2003","CandOfficer","Edwards","John","Saul","SEN","021","Virginia Democratic Party","H","4716.71","36097.24","38.00","0.00","40851.95","14441.24","0.00","26410.71","0.00","0.00","505193.40","545658.08","0.00","","","","","","",""
"CC980215","Friends of John Tate","2002","07/15/2002","JUL15_02","01/01/2002","06/30/2002","E","R","","07/10/2002","T","1999","CandOfficer","Tate","John","H.","HOD","005","Virginia Democratic Party","H","8047.14","0.00","306.38","0.00","8353.52","1476.72","0.00","0.00","0.00","6876.80","160788.43","153911.63","0.00","","","","","","",""
"CC980215","Friends of John Tate","2002","01/15/2003","JAN15_03","07/01/2002","12/31/2002","E","R","","01/10/2003","T","1999","CandOfficer","Tate","John","H.","HOD","005","Virginia Democratic Party","H","6876.80","0.00","0.00","0.00","6876.80","6876.80","0.00","0.00","0.00","0.00","160788.43","160788.43","0.00","","","","","","",""
