"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"103163","111576",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E5DD7E16-8B6F-57EA-8FDF-0ABCF8318239}"
"103165","111578",".00",".00",".00","410.00","410.00","410.00","410.00",".00",".00","410.00",".00","410.00",".00",".00","410.00","410.00","410.00",".00","410.00","410.00",".00","","{D603ED9F-2ADC-9718-C7C2-84A4B2D3DD4B}"
"103166","111581","157.42",".00",".00",".00",".00","157.42",".00",".00",".00",".00","157.42",".00","157.42",".00",".00",".00","157.42",".00",".00",".00","157.42","","{FFD2BEB0-B4FE-5B8E-B93C-8F86D90C9D70}"
"103168","111586","71285.36","5419.11",".00",".00","5419.11","76704.47","11567.70",".00",".00","11567.70","65136.77","300.00","64282.94","43306.29","5419.11","48725.40","113008.34","36303.87","11567.70","47871.57","65136.77","","{8599155A-A2B6-3684-73BC-65AAE71B88C6}"
"103172","111589","11728.04","2200.40",".00",".00","2200.40","13928.44","583.03",".00",".00","583.03","13345.41",".00","11728.04",".00","2200.40","2200.40","13928.44",".00","583.03","583.03","13345.41","","{8EC7848C-66A7-43B5-1945-4CB8EA11D4A2}"
"103175","111592",".00","197.87",".00",".00","197.87","197.87","197.87",".00",".00","197.87",".00",".00",".00",".00","197.87","197.87","197.87",".00","197.87","197.87",".00","","{EF62324A-059D-185E-40FC-A7A9BA4DEAAD}"
"103180","111605","640.96","5000.00",".00",".00","5000.00","5640.96","5640.96",".00",".00","5640.96",".00",".00","640.96",".00","5000.00","5000.00","5640.96",".00","5640.96","5640.96",".00","","{51483545-8C4E-4508-EF0A-26E628BE70D3}"
"103182","111607",".00",".00",".00","40314.70","40314.70","40314.70",".00","40314.70",".00","40314.70",".00",".00",".00",".00","40314.70","40314.70","40314.70",".00","40314.70","40314.70",".00","","{18FB1B75-DC48-A79D-5D38-0F8BA40D7492}"
"103188","111611","1576.99","308.73",".00",".00","308.73","1885.72","1885.72",".00",".00","1885.72",".00",".00","21780.63","8395.00","308.73","8703.73","30484.36","28598.64","1885.72","30484.36",".00","","{09C29BBD-22EB-F7F9-F781-13A25902758A}"
"103192","111615","2090.24","12179.50",".00",".00","12179.50","14269.74","7551.67",".00",".00","7551.67","6718.07",".00",".00","4532.75","12179.50","16712.25","16712.25","2442.51","7551.67","9994.18","6718.07","","{CC39DC3F-C254-E254-F365-5498A2B2C43A}"
"103193","111618",".00","2986.15",".00",".00","2986.15","2986.15","2986.15",".00",".00","2986.15",".00",".00",".00","180.21","2986.15","3166.36","3166.36","180.21","2986.15","3166.36",".00","","{4F9AE094-7AC7-9D62-7681-50D44060BA24}"
