"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"96663","108076","1","200.00","0",".00","2","100.00","0",".00","3","300.00",".00",".00",".00","150.00","150.00",".00",".00",".00",".00",".00","","{E69465CF-D02A-9E65-26E9-8C1ED88956AB}"
"96664","108077","1","200.00","0",".00","2","100.00","0",".00","3","300.00",".00",".00",".00","150.00","150.00",".00",".00",".00",".00",".00","","{E69465CF-D02A-9E65-26E9-8C1ED88956AB}"
"96672","108085","2","650.00","0",".00","4","400.00","0",".00","6","1050.00",".00",".00",".00","823.89","823.89",".00",".00",".00",".00",".00","","{7CD71579-533E-CF04-FECF-28E6796B4D2F}"
"96673","108086","1","100.00","0",".00","1","35.00","0",".00","2","135.00",".00",".00",".00","100.00","100.00",".00",".00",".00",".00",".00","","{586AEBDB-9AE4-E175-57F6-2EC76BCE093D}"
"96674","108087","3","475.00","3","2472.32","1","25.00","0",".00","7","2972.32",".00","2472.32",".00","484.19","2956.51",".00",".00",".00",".00",".00","","{2390806B-F34F-4298-57CA-C761971ADB02}"
"96675","108088","3","475.00","3","2472.32","1","25.00","0",".00","7","2972.32",".00","2472.32",".00","484.19","2956.51",".00",".00",".00",".00",".00","","{2390806B-F34F-4298-57CA-C761971ADB02}"
"96676","108089","1","100.00","0",".00","1","35.00","0",".00","2","135.00",".00",".00",".00","100.00","100.00",".00",".00",".00",".00",".00","","{586AEBDB-9AE4-E175-57F6-2EC76BCE093D}"
"96679","108092","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8875612C-121A-0BC1-9FD4-3794A9827149}"
"96699","108114","19","8730.00","0",".00","25","2055.00","3","80.97","47","10865.97",".00",".00","80.97","3648.36","3729.33","46500.00",".00","46500.00",".00","46500.00","","{0FEEAA49-DEF9-E45C-D604-C2BDBE416625}"
"96700","108115","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{17CA00E9-4F11-D9FA-E67A-B954735B0CAF}"
