"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"41273","46350","8","4500.00","6","10800.00","0",".00","0",".00","14","15300.00",".00","10800.00",".00","6081.19","16881.19",".00",".00",".00",".00",".00","","{718F3AA9-5E0C-BAC3-D3A0-4287B5DBC324}"
"47136","52677","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","3.00","3.00","521.29",".00","521.29","299.19","222.10","","{5293228C-5BF4-7B85-0F38-DA5E2F244E5D}"
"47281","52842","36","20535.00","10","4633.00","124","4930.00","0",".00","170","30098.00",".00","4633.00",".00","2168.47","6801.47",".00",".00",".00",".00",".00","","{DBFAA1AF-68B8-3634-DC70-1F6AAFF5F582}"
"47903","53545","11","604.00","0",".00","301","4243.50","0",".00","312","4847.50",".00",".00",".00","1540.00","1540.00",".00",".00",".00",".00",".00","","{97A2150D-BE7E-89E2-2987-3671ADD41606}"
"47905","53547","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","950.00","950.00","10500.00",".00","10500.00",".00","10500.00","","{9B055009-9A8E-6479-2AE5-90FAB02A465E}"
"47906","53548","2","1520.00","1","8.68","1","100.00","0",".00","4","1628.68",".00","8.68",".00","2936.50","2945.18",".00",".00",".00",".00",".00","","{02DCC21A-08AC-6AE9-93F9-6625ABF73CB2}"
"47909","53551","1","6990.00","0",".00","0",".00","0",".00","1","6990.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{310C6D2A-493C-5DA4-856F-02FA38C24B84}"
"47911","53553","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","5725.54","5725.54",".00",".00",".00",".00",".00","","{85B3C3CF-64EC-1889-46DB-7BEF50F19A5C}"
"47913","53555","8","3640.00","0",".00","3","300.00","0",".00","11","3940.00",".00",".00",".00","4112.00","4112.00",".00","5000.00","5000.00",".00","5000.00","","{E226B1BF-85B3-A48B-FAEB-B02675400357}"
"47914","53556","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{BADCF4EB-94DA-5720-79BB-591C76DBCD82}"
"47916","53558","4","1250.00","1","100.04","22","2100.00","0",".00","27","3450.04",".00","100.04",".00","247.28","347.32",".00",".00",".00",".00",".00","","{4D16D825-7428-2A10-8696-07D4A26C50A4}"
"47917","53559","6","5750.00","0",".00","0",".00","0",".00","6","5750.00","356.66",".00",".00","43649.96","43649.96",".00",".00",".00",".00",".00","","{03E1C0D5-6F91-00E8-57CF-7799B3B79AA8}"
"47922","53564","3","700.00","0",".00","5","275.00","0",".00","8","975.00",".00",".00",".00","1881.63","1881.63",".00","1003.13","1003.13",".00","1003.13","","{B9438383-BA50-5FFA-442B-979A770C61C2}"
"47924","53566","18","16750.00","0",".00","4","400.00","0",".00","22","17150.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C8C3A151-CC1C-0F6A-F388-8D73C26FDEFC}"
"47925","53567","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","5578.78",".00","5578.78",".00","5578.78","","{10397F16-E37B-9869-463D-9C01FCC82EAB}"
"47926","53568","0",".00","0",".00","1","1.06","0",".00","1","1.06",".00",".00",".00","2010.33","2010.33","5807.82",".00","5807.82",".00","5807.82","","{C6DCC190-2CE9-0716-EB1B-8C1515B85AE0}"
"47927","53570","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","52700.00",".00","52700.00",".00","52700.00","","{BD2AD01F-9536-6A08-D29E-8136139E3C10}"
"47930","53572","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6B38C221-1C83-6A44-AF3A-AA523890A643}"
"47932","53575","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B5B59369-281D-7DB9-027E-11008BBD7716}"
"47933","53574","0",".00","0",".00","426","576.00","0",".00","426","576.00",".00",".00",".00","100.00","100.00",".00",".00",".00",".00",".00","","{320289AE-458D-F6F5-FB91-D6CD763823ED}"
"47934","53576","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8E313029-B2D5-E08F-BD94-B3E8DFD978C2}"
"47935","53577","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D1309D30-801B-A766-85AF-0535C61A2704}"
"47938","53580","18","5050.00","1","208.30","15","1175.00","0",".00","34","6433.30",".00","208.30",".00","4751.03","4959.33",".00",".00",".00",".00",".00","","{31F90CD8-3EA8-06BC-7267-D5595CEFED31}"
"47945","53587","0",".00","0",".00","1","100.00","1","50.00","2","150.00",".00",".00","50.00","308.23","358.23",".00","308.23","308.23",".00","308.23","","{5DE3E538-4C96-93CA-23D7-1C7ED465A2E6}"
"47947","53589","1","1424.10","0",".00","250","6500.00","0",".00","251","7924.10",".00",".00",".00","1250.00","1250.00",".00",".00",".00",".00",".00","","{87D9DBCB-8061-F81D-3FD2-FB70D5ADF04D}"
"47948","53590","1","500.00","0",".00","2","85.00","0",".00","3","585.00",".00",".00",".00","3174.68","3174.68",".00",".00",".00",".00",".00","","{06210D24-A1F4-08A9-5AA7-5BC2DB274E63}"
"47950","53592","0",".00","0",".00","1","69.00","0",".00","1","69.00",".00",".00",".00","37.00","37.00",".00",".00",".00",".00",".00","","{AC4DC451-A0A8-51F0-D6B7-FA9DDF5C6608}"
"47951","53593","0",".00","1","250.00","1","100.00","0",".00","2","350.00",".00","250.00",".00",".00","250.00",".00",".00",".00",".00",".00","","{BA4BC66B-AC18-25CC-BC42-72209BDA4250}"
"47952","53594","4","8600.00","0",".00","0",".00","0",".00","4","8600.00","250.00",".00",".00","1727.36","1727.36",".00",".00",".00",".00",".00","","{B0C3A08A-EBA0-FAA3-0934-5FCD608F9D19}"
"47958","53600","0",".00","0",".00","11","495.00","0",".00","11","495.00",".00",".00",".00","2404.50","2404.50",".00","2200.00","2200.00",".00","2200.00","","{C672B3F6-E393-7F39-967A-72211CA3AD62}"
"47960","53604","2","20000.00","0",".00","0",".00","0",".00","2","20000.00",".00",".00",".00","8650.00","8650.00",".00",".00",".00",".00",".00","","{67F25E20-602C-5B35-0232-8C9086E1CE00}"
