"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"62807","69774","1","900.00","0",".00","0",".00","0",".00","1","900.00",".00",".00",".00","848.30","848.30",".00",".00",".00",".00",".00","","{E1CE852A-4737-8F7D-5E98-47400A069B2F}"
"63739","70747","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{343E8F55-39E8-057C-29A5-3D59A31DAC4E}"
"64130","71244","1","1545.47","0",".00","0",".00","0",".00","1","1545.47",".00",".00",".00","1681.63","1681.63",".00",".00",".00",".00",".00","","{52E68C3A-57D0-15B1-1C11-664D420995F6}"
"64244","71380","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A64D6566-65CC-5C9B-F559-E3A9123955D4}"
"64247","71383","0",".00","0",".00","4","270.00","0",".00","4","270.00",".00",".00",".00","120.17","120.17",".00",".00",".00",".00",".00","","{2287D24E-1AC3-4B49-4790-EAC7BF2C7038}"
"64248","71384","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","2500.00","2500.00",".00",".00",".00",".00",".00","","{621CB431-1991-1B4B-5DBA-019071665AB9}"
"64249","71385","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","12.00","12.00",".00",".00",".00",".00",".00","","{5863BEAD-6B59-7629-7DB0-33F58EC44955}"
"64251","71387","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","4400.00",".00","4400.00",".00","4400.00","","{ADA1EE53-A9EC-B050-3954-730137D5EBD9}"
"64253","71389","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{15B8A344-04BF-5ABD-F614-BDFB902EEC90}"
"64255","71393","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","36.00","36.00",".00",".00",".00",".00",".00","","{F70E4840-D9B1-50A3-AC8A-2C2C7D62F799}"
