"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"CC980124","Stephen Smith for Delegate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","D","R","0","07/13/2006","R","2006","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","774.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","774.01","0.00","0.00","0.00","774.01","0.00","0.00","0.00","0.00","0.00","774.01"
"CC980124","Stephen Smith for Delegate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","D","R","0","01/16/2007","R","2007","CandOfficer","Smith","Stephen","F.","HOD","038","Virginia Republican Party","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980233","John Massoud For Delegate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/17/2006","T","2009","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980233","John Massoud For Delegate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","E","R","0","01/16/2007","T","2009","CandOfficer","Massoud","S","John","HOD","048","Virginia Republican Party","H","389.46","0.00","0.00","0.00","389.46","0.00","0.00","","0.00","389.46","0.00","0.00","0.00","389.46","0.00","0.00","389.46","0.00","0.00","389.46"
"CC980274","Friends of  Barbara Chrisley","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","D","R","0","07/11/2006","R","2006","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","2957.90","0.00","516.46","0.00","3474.36","200.00","0.00","0.00","0.00","3274.36","516.46","200.00","0.00","9945.18","18815.68","19332.14","29277.32","25802.96","26002.96","3274.36"
"CC980274","Friends of  Barbara Chrisley","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","D","R","0","01/12/2007","R","2007","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","H","3274.36","0.00","0.00","0.00","3274.36","395.00","0.00","0.00","0.00","2879.36","0.00","395.00","0.00","9945.18","19332.14","19332.14","29277.32","26002.96","26397.96","2879.36"
"CC980316","Walter Benjamin Keister for Delegate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","D","R","0","07/17/2006","R","2006","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","850.93"
"CC980316","Walter Benjamin Keister for Delegate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","D","R","0","01/16/2007","R","2007","CandOfficer","Keister","Walter","Benjamin","HOD","007","Virginia Democratic Party","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CC980406","Kenneth P. Halla for Delegate","2006","07/17/2006","JULI17_06","03/01/2006","06/30/2006","D","R","0","07/13/2006","T","2006","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","1829.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1829.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1829.22"
"CC980406","Kenneth P. Halla for Delegate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","D","R","0","01/16/2007","R","2006","CandOfficer","Halla","Kenneth","P.","HOD","033","Virginia Democratic Party","H","1829.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1829.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1829.22"
"CC980555","Reynolds for State Senate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/13/2006","T","2011","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","29694.07","4168.92","0.00","0.00","33862.99","9067.96","0.00","","0.00","24795.03","4168.92","9067.96","0.00","5411.46","46471.01","50639.93","56051.39","22188.40","31256.36","24795.03"
"CC980555","Reynolds for State Senate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","E","R","0","01/08/2007","T","2011","CandOfficer","Reynolds","William","Roscoe","SEN","20","Virginia Democratic Party","H","24863.95","39207.80","0.00","0.00","64071.75","3710.70","0.00","","0.00","60361.05","39207.80","3710.70","0.00","5411.46","50639.93","89847.73","95259.19","31187.44","34898.14","60361.05"
"CC980566","Friends of Nick Rerras","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","2011","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","76826.64","44280.00","41.99","0.00","121148.63","29287.05","0.00","","0.00","91861.58","44321.99","29287.05","0.00","5234.48","167759.98","212081.97","217316.45","96167.82","125454.87","91861.58"
"CC980566","Friends of Nick Rerras","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","E","R","0","01/15/2007","T","2011","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","91861.58","41629.37","0.00","0.00","133490.95","23101.17","0.00","","0.00","110389.78","41629.37","23101.17","0.00","5234.48","212081.97","253711.34","258945.82","125454.87","148556.04","110389.78"
"CC980566","Friends of Nick Rerras","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","A","1","04/16/2007","T","2011","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","H","76826.64","44448.00","41.99","0.00","121316.63","29455.05","0.00","","0.00","91861.58","44489.99","29455.05","0.00","76826.64","0.00","44489.99","121316.63","0.00","29455.05","91861.58"
