"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"55939","60068",".00","114.38",".00",".00","114.38","114.38","14.38",".00",".00","14.38","100.00",".00",".00",".00","114.38","114.38","114.38",".00","14.38","14.38","100.00","","{F57FDB2A-368D-6720-5BA7-6D51F52CA5CC}"
"62410","67028","25406.58","4100.02",".00",".00","4100.02","29506.60","28242.41",".00",".00","28242.41","1264.19",".00",".00","39452.19","4100.02","43552.21","43552.21","14045.61","28242.41","42288.02","1264.19","","{02BBCE82-215D-E973-AB56-25B7B07D44CB}"
"63103","67834",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","39.96",".00","39.96","39.96","39.96",".00","39.96",".00","","{C60B89DA-553B-C94F-B6DE-A47234E74847}"
"63108","67839","30097.26","3200.00",".00",".00","3200.00","33297.26","18336.98",".00",".00","18336.98","14960.28",".00","8.99","36950.00","3200.00","40150.00","40158.99","6861.73","18336.98","25198.71","14960.28","","{4BF440A7-38F4-7A27-B5E4-B784427305E2}"
"63109","67840","446.00",".00",".00",".00",".00","446.00",".00",".00",".00",".00","446.00",".00",".00","500.00",".00","500.00","500.00","54.00",".00","54.00","446.00","","{E6218FD2-3C89-74B7-7B43-7AE27B3A3B36}"
"63110","67841","2903.96",".00",".00",".00",".00","2903.96",".00",".00",".00",".00","2903.96","3000.00",".00","19081.43",".00","19081.43","19081.43","16177.47",".00","16177.47","2903.96","","{F1D529A7-C078-7477-67AD-4F7F88635FCA}"
"63111","67842","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00",".00","3330.88",".00","3330.88","3330.88","3291.06",".00","3291.06","39.82","","{4A1D2935-A03D-BF43-FF54-37CEE7C1475E}"
"63113","67844","1388.53",".00",".00",".00",".00","1388.53",".00",".00",".00",".00","1388.53","20000.00","18310.28","609537.39",".00","609537.39","627847.67","626459.14",".00","626459.14","1388.53","","{D74DBED7-0C4B-EB28-A663-9BEAF5F6588F}"
"63114","67845","546.30",".00",".00",".00",".00","546.30","69.80",".00",".00","69.80","476.50",".00",".00","890.00",".00","890.00","890.00","343.70","69.80","413.50","476.50","","{E731AC73-1821-BBEE-4F9F-A5E1F7377566}"
"63115","67846","549.94","1739.00",".00",".00","1739.00","2288.94","2063.55",".00",".00","2063.55","225.39",".00",".00","4685.00","1739.00","6424.00","6424.00","4135.06","2063.55","6198.61","225.39","","{4071021D-0C10-31F0-191F-C596D04979F3}"
"63116","67847","5584.86","1610.00",".00",".00","1610.00","7194.86","3270.24",".00",".00","3270.24","3924.62",".00",".00","11290.48","1610.00","12900.48","12900.48","5705.62","3270.24","8975.86","3924.62","","{8560837B-684D-CCB6-C5AB-49B6118C8605}"
"63117","67848",".00","599.34",".00",".00","599.34","599.34","392.34",".00",".00","392.34","207.00",".00",".00",".00","599.34","599.34","599.34",".00","392.34","392.34","207.00","","{7CB81056-22DE-5611-34A0-5BA28AC59637}"
"63118","67849","36333.76","12100.00",".00",".00","12100.00","48433.76","1968.37",".00",".00","1968.37","46465.39",".00","25787.85","32750.51","12100.00","44850.51","70638.36","22204.60","1968.37","24172.97","46465.39","","{94DAA711-3B2B-4692-ABEC-D17D3EE4BDCE}"
"63119","67850",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","8864.98",".00","32535.00",".00","32535.00","32535.00","32535.00",".00","32535.00",".00","","{F9E71F10-8D89-17A1-C1F2-2465F1C99647}"
"63120","67851","98435.99","1300.00","95.11",".00","1395.11","99831.10","1500.00",".00",".00","1500.00","98331.10",".00","80648.57","59649.76","1395.11","61044.87","141693.44","41862.34","1500.00","43362.34","98331.10","","{6E1C32F9-3999-C348-56BC-9F337A656FAF}"
"63121","67852","646.56",".00",".00",".00",".00","646.56",".00",".00",".00",".00","646.56",".00","247.06","7409.61",".00","7409.61","7656.67","7010.11",".00","7010.11","646.56","","{D637DA1A-B522-6AF1-7539-A9A2355F492E}"
"63122","67853","154.95",".00",".00",".00",".00","154.95",".00",".00",".00",".00","154.95","2869.80","154.95","432.30",".00","432.30","587.25","432.30",".00","432.30","154.95","","{779763B9-DF27-D560-6EA7-38C342777EA4}"
"63125","67856","270.87",".00",".00",".00",".00","270.87",".00",".00",".00",".00","270.87","5500.00",".00","9800.00",".00","9800.00","9800.00","9529.13",".00","9529.13","270.87","","{27F45C13-B896-5A10-7C53-51A508911747}"
"63127","67858","190.08",".00",".00",".00",".00","190.08",".00",".00",".00",".00","190.08","52700.00","190.08",".00",".00",".00","190.08",".00",".00",".00","190.08","","{7E912729-320F-C5F1-C16D-044EB7D65F3D}"
"63129","67860","22499.67","1740.00",".00",".00","1740.00","24239.67","1120.75",".00",".00","1120.75","23118.92",".00","18307.99","112215.01","1740.00","113955.01","132263.00","108023.33","1120.75","109144.08","23118.92","","{B09F6C28-BFC6-809C-C02B-A75BCEBA5CEB}"
"63132","67864",".00","92801.06",".00",".00","92801.06","92801.06","17179.50",".00",".00","17179.50","75621.56",".00",".00",".00","92801.06","92801.06","92801.06",".00","17179.50","17179.50","75621.56","","{8A2E0ED3-3E31-0338-868A-157599CFD7A6}"
"63133","67863","17461.59",".00","400.00",".00","400.00","17861.59","1149.00",".00",".00","1149.00","16712.59","15084.19","30011.21","16548.59","400.00","16948.59","46959.80","29098.21","1149.00","30247.21","16712.59","","{07F8B0AF-72CF-B7F8-8D81-3F766CF3C88F}"
"63136","67868","1290.20",".00",".00",".00",".00","1290.20",".00",".00",".00",".00","1290.20","200.00",".00","1400.00",".00","1400.00","1400.00","109.80",".00","109.80","1290.20","","{840580EA-A53C-11E1-A3F1-A907AF899C19}"
"63138","67869","600.00","467.50",".00","247.10","714.60","1314.60","962.35",".00",".00","962.35","352.25","247.10",".00","600.00","714.60","1314.60","1314.60",".00","962.35","962.35","352.25","","{F0767E9F-EAE5-AB39-E675-7BC6A468328E}"
"63140","67871","4689.88","3875.00",".00",".00","3875.00","8564.88","2907.50",".00",".00","2907.50","5657.38",".00",".00","5755.00","3875.00","9630.00","9630.00","1065.12","2907.50","3972.62","5657.38","","{C6CB3D05-3817-2F0F-7FB9-13B5550FD1A5}"
"63141","67872","77562.64","67742.89","130.00",".00","67872.89","145435.53","39998.20",".00",".00","39998.20","105437.33",".00",".00","94742.14","67872.89","162615.03","162615.03","17179.50","39998.20","57177.70","105437.33","","{1D1C39A1-872C-C914-DAC3-896A5084C1FC}"
"63143","67874","524.46",".00",".00",".00",".00","524.46",".00",".00",".00",".00","524.46",".00","524.46",".00",".00",".00","524.46",".00",".00",".00","524.46","","{084EAEA4-4813-C7C7-E104-043AB72D03A7}"
"63144","67882","24801.24","500.00",".00",".00","500.00","25301.24","650.00",".00",".00","650.00","24651.24",".00",".00","85454.58","500.00","85954.58","85954.58","60653.34","650.00","61303.34","24651.24","","{FB202BF1-0FE6-4846-F878-1CEE1B37D8A1}"
"63147","67885","1143.80",".00",".00",".00",".00","1143.80",".00",".00",".00",".00","1143.80",".00",".00","1345.00",".00","1345.00","1345.00","201.20",".00","201.20","1143.80","","{0B132517-67F3-D86D-AB50-B448C207A296}"
"63150","67889","37435.18","19085.50",".00",".00","19085.50","56520.68","2348.61",".00",".00","2348.61","54172.07","10378.56","41169.27","241460.87","19085.50","260546.37","301715.64","245194.96","2348.61","247543.57","54172.07","","{672BCBCA-05BF-6102-A764-59862D83E7EA}"
"63153","67892","11071.73",".00",".00",".00",".00","11071.73","1626.00",".00",".00","1626.00","9445.73",".00",".00","72680.54",".00","72680.54","72680.54","61608.81","1626.00","63234.81","9445.73","","{D2A354A1-2061-296B-D919-0DF32369A924}"
"63154","67893","64559.03","8050.00",".00",".00","8050.00","72609.03","12714.89",".00",".00","12714.89","59894.14",".00",".00","245596.79","8050.00","253646.79","253646.79","181037.76","12714.89","193752.65","59894.14","","{98070686-4F8C-C17E-60CF-553AEAFCF818}"
"63157","67896","450530.28","34674.34",".00",".00","34674.34","485204.62","39883.97",".00",".00","39883.97","445320.65",".00","280211.95","300430.71","34674.34","335105.05","615317.00","130112.38","39883.97","169996.35","445320.65","","{DEA92C35-0842-A7E8-F3C9-A691DE01CE6B}"
"63159","67898","458.95",".00",".00","300.00","300.00","758.95","564.59",".00",".00","564.59","194.36","2200.00",".00","1900.00","300.00","2200.00","2200.00","1441.05","564.59","2005.64","194.36","","{081EA8B8-E2C9-ACAF-D598-31A5449947DC}"
"63169","67908","1128.11","4373.00",".00",".00","4373.00","5501.11","1830.91",".00",".00","1830.91","3670.20",".00",".00","3393.31","4373.00","7766.31","7766.31","2265.20","1830.91","4096.11","3670.20","","{9273CEFC-CF93-BCD5-38F4-1AD252699710}"
"63171","67910","-33.00",".00",".00",".00",".00","-33.00",".00",".00",".00",".00","-33.00",".00","100.00",".00",".00",".00","100.00","33.00",".00","33.00","67.00","","{6D6C96C6-4900-FC5E-E2AB-C8E8A09BC36C}"
"63174","67913","1132.02",".00",".00",".00",".00","1132.02",".00",".00",".00",".00","1132.02",".00","13978.39","93973.44",".00","93973.44","107951.83","94329.19",".00","94329.19","13622.64","","{F4C7D063-C3B5-6ABC-C207-6E7030A996FC}"
"63175","67914",".00","50.00",".00","1000.00","1050.00","1050.00","512.05",".00",".00","512.05","537.95","1000.00",".00",".00","1050.00","1050.00","1050.00",".00","512.05","512.05","537.95","","{065EDCEE-8FC4-8EAC-4592-40B4A2390745}"
"63178","67917","537.95","1111.00",".00",".00","1111.00","1648.95","422.52",".00",".00","422.52","1226.43","1000.00",".00","1050.00","1111.00","2161.00","2161.00","512.05","422.52","934.57","1226.43","","{FDE11B4B-16EA-8BA7-E33F-849674790C3B}"
"63179","67918","5360.90","3060.00",".00",".00","3060.00","8420.90",".00",".00",".00",".00","8420.90","5107.97",".00","7258.97","3060.00","10318.97","10318.97","1898.07",".00","1898.07","8420.90","","{BCF057B2-B442-7E49-D354-BBDC91B53D7D}"
"63180","67919","1226.43","1220.61",".00",".00","1220.61","2447.04","1015.92",".00",".00","1015.92","1431.12","1000.00",".00","2161.00","1220.61","3381.61","3381.61","934.57","1015.92","1950.49","1431.12","","{F243769B-2916-3AC7-9D49-552CD2C49615}"
"63187","67927","989.50","6402.00",".00",".00","6402.00","7391.50","4012.26",".00",".00","4012.26","3379.24",".00",".00","1185.00","6402.00","7587.00","7587.00","195.50","4012.26","4207.76","3379.24","","{DD172BDC-D8BE-AEEF-F05F-7318C96EAC75}"
"63192","67932","1787.15",".00",".00",".00",".00","1787.15",".00",".00",".00",".00","1787.15",".00","26174.49","1002.66",".00","1002.66","27177.15","25390.00",".00","25390.00","1787.15","","{6390D735-EFDB-1254-D249-C69242B43535}"
"63194","67935","1553.58","4045.89",".00",".00","4045.89","5599.47","3942.10",".00",".00","3942.10","1657.37",".00",".00","3131.66","4045.89","7177.55","7177.55","1578.08","3942.10","5520.18","1657.37","","{4892BFB7-37ED-1C1C-22C6-B635D39966D8}"
"63203","67946","25.00","1000.00",".00",".00","1000.00","1025.00","429.00",".00",".00","429.00","596.00",".00",".00","25.00","1000.00","1025.00","1025.00",".00","429.00","429.00","596.00","","{F2FB018D-C3E9-EAE8-8A33-6CBF0B32F8B0}"
"63207","67950","2867.39","2735.00",".00",".00","2735.00","5602.39","2940.71",".00",".00","2940.71","2661.68","2400.00",".00","3170.00","2735.00","5905.00","5905.00","302.61","2940.71","3243.32","2661.68","","{16491076-5104-B315-3E34-11671E9F203E}"
"63210","67953","1429.20","23155.75","392.91",".00","23548.66","24977.86","14204.94",".00",".00","14204.94","10772.92",".00",".00","4291.87","23548.66","27840.53","27840.53","2862.67","14204.94","17067.61","10772.92","","{E7D50137-540C-4403-04E1-5821E43141B1}"
"63217","67960","229.19","1006.58",".00",".00","1006.58","1235.77","735.77","500.00",".00","1235.77",".00","1979.84",".00","4379.84","1006.58","5386.42","5386.42","4150.65","1235.77","5386.42",".00","","{50FFC060-A444-E328-B20A-23E7585629FE}"
"63221","67964","554.29","100.00",".00","714.97","814.97","1369.26","1369.26",".00",".00","1369.26",".00","2150.97",".00","1636.00","814.97","2450.97","2450.97","1081.71","1369.26","2450.97",".00","","{F584BA28-C63A-4D1D-5D95-9E9A47F95BD6}"
"63224","67967","8923.00","420.00",".00",".00","420.00","9343.00","600.00",".00",".00","600.00","8743.00",".00","6858.69","8736.50","420.00","9156.50","16015.19","6672.19","600.00","7272.19","8743.00","","{3D231971-C899-1DD5-DEC3-2FEB35C82D09}"
"63227","67970","514.97","3563.09",".00",".00","3563.09","4078.06","4078.06",".00",".00","4078.06",".00",".00",".00","13508.51","3563.09","17071.60","17071.60","12993.54","4078.06","17071.60",".00","","{14C62F55-B680-0F2D-AAC8-CAC1C4C9295D}"
"63228","67971","96863.90","38525.00",".00",".00","38525.00","135388.90","44024.62",".00",".00","44024.62","91364.28",".00","10223.36","224034.37","38525.00","262559.37","272782.73","137393.83","44024.62","181418.45","91364.28","","{2103814A-F82B-AAD2-942F-FBF3540C642E}"
"63230","67973",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","17071.60",".00","17071.60","17071.60","17071.60",".00","17071.60",".00","","{140461AA-2A2D-9142-A14A-7B354797B26F}"
"63231","67974","1872.49",".00",".00",".00",".00","1872.49","246.98",".00",".00","246.98","1625.51","3000.00",".00","3100.00",".00","3100.00","3100.00","1227.51","246.98","1474.49","1625.51","","{DC725940-1384-6398-05C9-B24A52E3055D}"
"63233","67976",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","4108.72",".00","4108.72",".00","4108.72","4108.72","4108.72",".00","4108.72",".00","","{6393B8A0-3EF7-B082-39A9-CA48528C3E90}"
"63234","67977","9694.90","6826.16",".00",".00","6826.16","16521.06","2867.43",".00",".00","2867.43","13653.63","40500.00","16749.29","107618.16","6826.16","114444.32","131193.61","114672.55","2867.43","117539.98","13653.63","","{5AA2888D-B0F4-B226-223A-8CBF74A38F8A}"
"63238","67981","20.00",".00",".00","2700.00","2700.00","2720.00","2676.20",".00",".00","2676.20","43.80","3250.00",".00","610.00","2700.00","3310.00","3310.00","590.00","2676.20","3266.20","43.80","","{D7A76E5C-487A-BFEB-1BCC-4B7057F37EEF}"
"63242","67986","311.89","2502.66",".00",".00","2502.66","2814.55","2043.00",".00",".00","2043.00","771.55",".00",".00","2300.00","2502.66","4802.66","4802.66","1988.11","2043.00","4031.11","771.55","","{41DB08A8-A475-9548-32EE-AAD8BFB68FA7}"
"63246","67991","814.31","4850.00",".00",".00","4850.00","5664.31","3625.42",".00",".00","3625.42","2038.89",".00",".00","820.00","4850.00","5670.00","5670.00","5.69","3625.42","3631.11","2038.89","","{EBCD685A-F87D-18A6-6087-EEE69F31CD50}"
"63247","67992",".00","700.00",".00",".00","700.00","700.00","274.25",".00",".00","274.25","425.75",".00",".00",".00","700.00","700.00","700.00",".00","274.25","274.25","425.75","","{6BBA7190-CD2C-5EFA-2AA8-3106A9743B7F}"
"63249","67994","44377.26","8165.00",".00",".00","8165.00","52542.26","3182.66",".00",".00","3182.66","49359.60",".00",".00","93766.62","8165.00","101931.62","101931.62","49389.36","3182.66","52572.02","49359.60","","{2D424F43-F621-0FA8-EDFD-A4A9A9B2331D}"
"63257","68006","25579.08","150.00",".00",".00","150.00","25729.08","11012.66",".00",".00","11012.66","14716.42",".00","912.06","83529.40","150.00","83679.40","84591.46","58862.38","11012.66","69875.04","14716.42","","{789BC9F2-07C0-D7F8-6238-FDE0BE20683E}"
"63258","68007","230.92",".00",".00",".00",".00","230.92",".00",".00",".00",".00","230.92",".00","4713.39","227.18",".00","227.18","4940.57","4709.65",".00","4709.65","230.92","","{2817D3E2-5B24-223A-2FE6-3C71EC0DD420}"
"63269","68019","74179.93","7000.00",".00",".00","7000.00","81179.93","22187.95",".00",".00","22187.95","58991.98",".00","59336.37","143208.31","7000.00","150208.31","209544.68","128364.75","22187.95","150552.70","58991.98","","{17DAD3C9-79B8-55DB-4642-C7F6F13245BD}"
"63270","68020","200.00",".00",".00",".00",".00","200.00",".00",".00",".00",".00","200.00",".00",".00","250.00",".00","250.00","250.00","50.00",".00","50.00","200.00","","{52FEFF44-6AD2-147F-6EF2-25DD90A799F5}"
"63271","68021","2162.40","700.00",".00",".00","700.00","2862.40","110.57",".00",".00","110.57","2751.83",".00",".00","2600.00","700.00","3300.00","3300.00","437.60","110.57","548.17","2751.83","","{AFE2C464-0351-2206-209F-9A73DF884E2D}"
"63272","68022","280.96","1600.00",".00",".00","1600.00","1880.96","1039.76",".00",".00","1039.76","841.20",".00",".00","1802.98","1600.00","3402.98","3402.98","1522.02","1039.76","2561.78","841.20","","{CA16529D-BC13-ED08-7790-9BBE0B4E2194}"
"63273","68023","4268.74","745.00",".00",".00","745.00","5013.74","9.99",".00",".00","9.99","5003.75",".00",".00","5042.00","745.00","5787.00","5787.00","773.26","9.99","783.25","5003.75","","{83A291A4-23DE-1712-9EB5-B252E1DFF7F5}"
"63277","68027","2999.29",".00",".00",".00",".00","2999.29",".00",".00",".00",".00","2999.29",".00",".00","4026.00",".00","4026.00","4026.00","1026.71",".00","1026.71","2999.29","","{DF273AAF-838F-F813-126D-2761382E8012}"
"63281","68031","5644.53",".00","20.72",".00","20.72","5665.25","554.02",".00","5111.23","5665.25",".00",".00",".00","235144.32","20.72","235165.04","235165.04","229499.79","5665.25","235165.04",".00","","{CE770289-9614-2D00-FF21-2130FA56537D}"
"63283","68033",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{57B1FB69-5C84-76E8-3EBF-337A461A06C1}"
"63296","68046","6760.21","50429.45",".00",".00","50429.45","57189.66","7189.66","50000.00",".00","57189.66",".00",".00",".00","96078.16","50429.45","146507.61","146507.61","89317.95","57189.66","146507.61",".00","","{8AE554FD-DE6F-AD82-9126-DB2D8012DF25}"
