"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"49714","53672","27828.46","1299.83",".00",".00","1299.83","29128.29","425.09",".00",".00","425.09","28703.20",".00","16405.60","32060.97","1299.83","33360.80","49766.40","20638.11","425.09","21063.20","28703.20","","{5AA9B267-F037-3B5F-704F-4E253EAC7DE7}"
"72910","79097","150.00",".00",".00",".00",".00","150.00",".00",".00",".00",".00","150.00",".00",".00","150.00",".00","150.00","150.00",".00",".00",".00","150.00","","{85D8957C-B080-7F39-9C55-234092D58288}"
"95094","103180",".00","610.00",".00",".00","610.00","610.00",".00",".00",".00",".00","610.00",".00",".00",".00","610.00","610.00","610.00",".00",".00",".00","610.00","","{EB8CF55E-7EB2-59D2-E6A8-7025A725A484}"
"95666","103794","431.33",".00",".00",".00",".00","431.33","85.79",".00",".00","85.79","345.54",".00","431.33",".00",".00",".00","431.33",".00","85.79","85.79","345.54","","{9BF745F9-4732-71CF-89F7-658A75F551EA}"
"95818","103974","150.00","850.00",".00",".00","850.00","1000.00","202.54",".00",".00","202.54","797.46",".00",".00","150.00","850.00","1000.00","1000.00",".00","202.54","202.54","797.46","","{8A3FC6C5-6FB4-5FE0-439C-99804A786000}"
"95850","104012","162.86",".00",".00",".00",".00","162.86","10.00",".00",".00","10.00","152.86","393.41",".00","3088.41",".00","3088.41","3088.41","2925.55","10.00","2935.55","152.86","","{1B2A0C9C-013A-A5C6-9905-31F8811EA80C}"
"95851","104013","100.84",".00",".00",".00",".00","100.84",".00",".00",".00",".00","100.84",".00","100.84",".00",".00",".00","100.84",".00",".00",".00","100.84","","{075C0D5C-9B9B-5FAF-97EA-C1DC0E5D925E}"
"95852","104015",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","257.53",".00",".00",".00","257.53","257.53",".00","257.53",".00","","{A677BB66-C6DD-8A5E-79BD-12E7F4468B87}"
"95854","104016","10438.35","850.00",".14",".00","850.14","11288.49","1414.25",".00",".00","1414.25","9874.24",".00","11191.32","122821.42","850.14","123671.56","134862.88","123574.39","1414.25","124988.64","9874.24","","{DE7CE941-15B8-4AA3-5F71-68BC675B8A13}"
"95855","104017","2470.40",".00",".00",".00",".00","2470.40",".00",".00",".00",".00","2470.40",".00","2470.44",".00",".00",".00","2470.44",".00",".00",".00","2470.44","","{CBB00443-E61B-2583-1E34-5691C05CF133}"
"95856","104018",".50",".00",".00",".00",".00",".50",".00",".00",".00",".00",".50",".00",".50",".00",".00",".00",".50",".00",".00",".00",".50","","{0CCE2BE6-93A0-7FA4-FCC3-48D5A04D6ABE}"
"95857","104019","7169.88",".00",".00",".00",".00","7169.88",".00",".00",".00",".00","7169.88",".00","1529.88","7890.00",".00","7890.00","9419.88","2250.00",".00","2250.00","7169.88","","{547CD3B5-21F9-141C-15C7-35052283566E}"
"95860","104022","1345.44",".00",".00",".00",".00","1345.44","12.00",".00",".00","12.00","1333.44",".00","2881.44",".00",".00",".00","2881.44","1536.00","12.00","1548.00","1333.44","","{3E40C286-472D-DD3F-5985-972AF5259B21}"
"95861","104023","25.00",".00",".00",".00",".00","25.00",".00",".00",".00",".00","25.00",".00","50.00",".00",".00",".00","50.00",".00",".00",".00","50.00","","{535FDA34-D1BB-16AC-DDB3-299F7F5370A0}"
"95862","104024","4941.07",".00",".00",".00",".00","4941.07","1190.00",".00",".00","1190.00","3751.07",".00","3991.07","11000.00",".00","11000.00","14991.07","10050.00","1190.00","11240.00","3751.07","","{04A0C3BD-59A9-C6F7-50C7-B691B6AF8563}"
"95863","104025","1756.68",".00",".00",".00",".00","1756.68","42.00",".00",".00","42.00","1714.68",".00","2522.16","5860.00",".00","5860.00","8382.16","6625.48","42.00","6667.48","1714.68","","{49DA826E-7C36-2927-7284-08363486B3A4}"
"95864","104026","1325.48",".00",".00",".00",".00","1325.48","637.00",".00",".00","637.00","688.48",".00","4328.51",".00",".00",".00","4328.51","3003.03","637.00","3640.03","688.48","","{64DD0EFD-43B2-4CB7-E719-158A508310D6}"
"95865","104027","3823.39",".00",".00",".00",".00","3823.39",".00",".00",".00",".00","3823.39","13100.00","3823.39",".00",".00",".00","3823.39",".00",".00",".00","3823.39","","{44557CB7-A94C-1436-F940-C3065433461C}"
"95866","104028","7718.11",".00",".00",".00",".00","7718.11",".00",".00",".00",".00","7718.11","7500.00","7468.11","250.00",".00","250.00","7718.11",".00",".00",".00","7718.11","","{E82A3745-865F-052D-8CB7-07E0FF37B438}"
"95869","104031","83.37",".00",".00",".00",".00","83.37",".00",".00",".00",".00","83.37",".00","83.37",".00",".00",".00","83.37",".00",".00",".00","83.37","","{E4A5D319-8EBD-627C-1C7C-DDCA3BE94640}"
"95870","104032","25.00",".00",".00",".00",".00","25.00",".00",".00",".00",".00","25.00",".00","25.00",".00",".00",".00","25.00",".00",".00",".00","25.00","","{1D4B8EA9-E553-B238-E78D-43A937B925C3}"
"95871","104033","2589.39","1066.00",".00",".00","1066.00","3655.39","2.58",".00",".00","2.58","3652.81",".00","3179.02","1768.55","1066.00","2834.55","6013.57","2358.18","2.58","2360.76","3652.81","","{65976D99-8489-E989-DF7B-DA3FD8978DFA}"
"95872","104034","39.82",".00",".00",".00",".00","39.82",".00",".00",".00",".00","39.82",".00","39.82",".00",".00",".00","39.82",".00",".00",".00","39.82","","{B122CDF4-BCDF-9F34-E833-E583AFE18AFC}"
"95873","104035","39447.44",".00",".00",".00",".00","39447.44","4670.95",".00",".00","4670.95","34776.49",".00","42892.44",".00",".00",".00","42892.44","3445.00","4670.95","8115.95","34776.49","","{18B17C71-093C-6CBE-F4AC-11E3182A256C}"
"95874","104036","6408.94","100.00",".00",".00","100.00","6508.94","2339.01",".00",".00","2339.01","4169.93",".00","5064.68","4084.94","100.00","4184.94","9249.62","2740.68","2339.01","5079.69","4169.93","","{1F85CDCB-1E6E-4F45-2C8E-68E591D15E6C}"
"95875","104037","1176.60",".00",".00",".00",".00","1176.60",".00",".00",".00",".00","1176.60","1181.72","1176.60",".00",".00",".00","1176.60",".00",".00",".00","1176.60","","{0F14DE26-BE6D-7C8A-A579-32E6CA8A94AB}"
"95888","104050","7413.00",".00",".00",".00",".00","7413.00","300.00",".00",".00","300.00","7113.00",".00","7388.00","25.00",".00","25.00","7413.00",".00","300.00","300.00","7113.00","","{2A8BF4EE-9107-0891-74AA-069B50610A53}"
"95891","104053","565.38",".00",".00",".00",".00","565.38",".00",".00",".00",".00","565.38",".00",".00","3000.00",".00","3000.00","3000.00","1854.24",".00","1854.24","1145.76","","{A4C11022-2470-8494-8925-E07D3EAB7ACE}"
"95897","104059","892.11",".00","1.57",".00","1.57","893.68","30.34",".00",".00","30.34","863.34","9000.00","892.11",".00","1.57","1.57","893.68",".00","30.34","30.34","863.34","","{76260047-602B-84A2-74D1-5F8394F50483}"
"95898","104060","863.34","125.00",".00",".00","125.00","988.34","375.00",".00",".00","375.00","613.34","9000.00","892.11","1.57","125.00","126.57","1018.68","30.34","375.00","405.34","613.34","","{10B88137-9C61-51EF-1866-5C9590925C57}"
