"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"41095","46159","1","200.00","0",".00","1","7.00","0",".00","2","207.00",".00",".00",".00","796.65","796.65",".00",".00",".00",".00",".00","","{320339BD-61A1-067D-307C-B827082450F5}"
"42323","47492","0",".00","0",".00","2","200.00","0",".00","2","200.00",".00",".00",".00","50.00","50.00",".00",".00",".00",".00",".00","","{9F1F357E-5A89-F25D-B553-085DAC5E863E}"
"42382","47591","0",".00","0",".00","3","100.00","0",".00","3","100.00",".00",".00",".00","33.00","33.00","350.00",".00","350.00",".00","350.00","","{A0CD2504-0562-A552-B163-31B95C99421A}"
"42614","47868","10","3200.00","4","297.14","22","1435.00","0",".00","36","4932.14",".00","297.14",".00","2763.04","3060.18",".00","392.74","392.74","130.14","262.60","","{A12DD8FB-E77A-A127-F5FE-90564BC8D552}"
"42628","47882","52","11045.00","5","634.83","32","1873.00","0",".00","89","13552.83",".00","634.83",".00","50386.84","51021.67","4000.00",".00","4000.00",".00","4000.00","","{A37391A4-604A-4059-75B5-CF6AF3740CA5}"
"42639","47895","1","748.86","0",".00","0",".00","0",".00","1","748.86",".00",".00",".00","1194.33","1194.33",".00",".00",".00",".00",".00","","{04C9BD37-19E6-4A5D-18D8-6F17BF3D237B}"
"42715","47976","8","2350.00","1","425.00","14","1240.00","0",".00","23","4015.00",".00","425.00",".00","4225.72","4650.72","262.60","500.00","762.60","762.60",".00","","{5936C2F3-C6BE-C692-D991-F4A43ED4A7F1}"
"42718","47979","10","3200.00","4","297.14","22","1435.00","0",".00","36","4932.14",".00","297.14",".00","2763.04","3060.18",".00","392.74","392.74","130.14","262.60","","{A12DD8FB-E77A-A127-F5FE-90564BC8D552}"
"42719","47980","8","2350.00","1","425.00","14","1240.00","0",".00","23","4015.00",".00","425.00",".00","4225.72","4650.72","262.60","500.00","762.60","762.60",".00","","{5936C2F3-C6BE-C692-D991-F4A43ED4A7F1}"
"42720","47981","3","1358.00","2","171.00","3","170.00","0",".00","8","1699.00",".00","171.00",".00","3611.98","3782.98",".00",".00",".00",".00",".00","","{F54F63D5-1EF7-8ADB-046B-43026DBD3BB1}"
