"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"42560","46159","769.94","207.00",".00",".00","207.00","976.94","796.65",".00",".00","796.65","180.29",".00",".00","1183.00","207.00","1390.00","1390.00","413.06","796.65","1209.71","180.29","","{320339BD-61A1-067D-307C-B827082450F5}"
"43815","47492","3005.45","200.00",".00",".00","200.00","3205.45","50.00",".00",".00","50.00","3155.45",".00",".00","6736.21","200.00","6936.21","6936.21","3730.76","50.00","3780.76","3155.45","","{9F1F357E-5A89-F25D-B553-085DAC5E863E}"
"43874","47591","300.00","100.00",".00",".00","100.00","400.00","33.00",".00",".00","33.00","367.00","350.00",".00","350.00","100.00","450.00","450.00","50.00","33.00","83.00","367.00","","{A0CD2504-0562-A552-B163-31B95C99421A}"
"44136","47868","7375.85","4932.14",".00","392.74","5324.88","12700.73","3060.18","130.14",".00","3190.32","9510.41","262.60","1796.89","14811.08","5324.88","20135.96","21932.85","9232.12","3190.32","12422.44","9510.41","","{A12DD8FB-E77A-A127-F5FE-90564BC8D552}"
"44150","47882","44237.36","13552.83",".00",".00","13552.83","57790.19","51021.67",".00",".00","51021.67","6768.52","4000.00",".00","241622.47","13552.83","255175.30","255175.30","197385.11","51021.67","248406.78","6768.52","","{A37391A4-604A-4059-75B5-CF6AF3740CA5}"
"44165","47895","445.47","748.86",".00",".00","748.86","1194.33","1194.33",".00",".00","1194.33",".00",".00","1289.47",".00","748.86","748.86","2038.33","844.00","1194.33","2038.33",".00","","{04C9BD37-19E6-4A5D-18D8-6F17BF3D237B}"
"44241","47976","9510.41","4015.00",".00","500.00","4515.00","14025.41","4650.72","762.60",".00","5413.32","8612.09",".00","1796.89","20135.96","4515.00","24650.96","26447.85","12422.44","5413.32","17835.76","8612.09","","{5936C2F3-C6BE-C692-D991-F4A43ED4A7F1}"
"44244","47979","7375.85","4932.14",".00","392.74","5324.88","12700.73","3060.18","130.14",".00","3190.32","9510.41","262.60","1796.89","14811.08","5324.88","20135.96","21932.85","9232.12","3190.32","12422.44","9510.41","","{A12DD8FB-E77A-A127-F5FE-90564BC8D552}"
"44245","47980","9510.41","4015.00",".00","500.00","4515.00","14025.41","4650.72","762.60",".00","5413.32","8612.09",".00","1796.89","20135.96","4515.00","24650.96","26447.85","12422.44","5413.32","17835.76","8612.09","","{5936C2F3-C6BE-C692-D991-F4A43ED4A7F1}"
"44246","47981","8612.09","1699.00",".00",".00","1699.00","10311.09","3782.98",".00",".00","3782.98","6528.11",".00","1796.89","24650.96","1699.00","26349.96","28146.85","17835.76","3782.98","21618.74","6528.11","","{F54F63D5-1EF7-8ADB-046B-43026DBD3BB1}"
"44247","47982","937.32",".00",".00",".00",".00","937.32",".00",".00",".00",".00","937.32",".00","1141.32",".00",".00",".00","1141.32","204.00",".00","204.00","937.32","","{CA5DE75D-983C-E2E5-4241-EF485F3BB2D8}"
"44250","47985","2525.27","190.00",".00",".00","190.00","2715.27","2282.58",".00","432.69","2715.27",".00",".00",".00","7278.00","190.00","7468.00","7468.00","4752.73","2715.27","7468.00",".00","","{C4728318-D6D4-ED25-319C-C3EE7C757CCA}"
"44252","47987","16315.36","200.00",".00",".00","200.00","16515.36","750.00",".00",".00","750.00","15765.36",".00","9584.01","16496.50","200.00","16696.50","26280.51","9765.15","750.00","10515.15","15765.36","","{473AEF53-1240-1D41-F4A2-64681FD52ED8}"
"44257","47993","2384.93","5048.42",".00",".00","5048.42","7433.35","4421.23",".00",".00","4421.23","3012.12",".00",".00","4987.04","5048.42","10035.46","10035.46","2602.11","4421.23","7023.34","3012.12","","{8D1C0DBF-83E6-D6FF-296F-2A69F1BADEAB}"
"44258","47994","6528.16","60.00",".00","934.00","994.00","7522.16","3431.27",".00",".00","3431.27","4090.89","14051.80",".00","41542.30","994.00","42536.30","42536.30","35014.14","3431.27","38445.41","4090.89","","{CF3D893E-9FB5-206E-3BB5-B5C7A398B8CB}"
"44260","47996","1434.63","290.00",".00","693.83","983.83","2418.46","1477.21","282.38",".00","1759.59","658.87","2551.45",".00","4623.97","983.83","5607.80","5607.80","3189.34","1759.59","4948.93","658.87","","{19ED1099-77B4-1AD7-45E0-D87A9C69C771}"
"44262","47998","3012.12","3135.96",".00",".00","3135.96","6148.08","3604.32",".00",".00","3604.32","2543.76",".00",".00","10035.46","3135.96","13171.42","13171.42","7023.34","3604.32","10627.66","2543.76","","{C4B319F7-CF3B-41F3-78A8-F4E9795C648D}"
"44263","47999","2543.76","1013.55",".00",".00","1013.55","3557.31","3052.67",".00",".00","3052.67","504.64",".00",".00","13171.42","1013.55","14184.97","14184.97","10627.66","3052.67","13680.33","504.64","","{BDF9CC34-CB08-EC6D-5254-34007AB7BDB5}"
"44265","48001","504.64","14.32",".00",".00","14.32","518.96","508.75",".00",".00","508.75","10.21",".00",".00","14184.97","14.32","14199.29","14199.29","13680.33","508.75","14189.08","10.21","","{6E046B47-270C-7A3C-4EA3-331B17E16101}"
"44271","48007","4007.68","3950.00",".00",".00","3950.00","7957.68","1334.90",".00",".00","1334.90","6622.78","2000.00",".00","4168.00","3950.00","8118.00","8118.00","160.32","1334.90","1495.22","6622.78","","{A5DDFCA1-7A28-4A7D-21E3-68CE8C618390}"
